chart_name,date,rank,title,artist
hot-100,1959-01-19,4,Donna,Ritchie Valens
hot-100,1959-01-19,5,16 Candles,The Crests
hot-100,1959-01-19,6,A Lover's Question,Clyde McPhatter
hot-100,1959-01-19,7,Gotta Travel On,Billy Grammer
hot-100,1959-01-19,8,Whole Lotta Loving,Fats Domino
hot-100,1959-01-19,9,Stagger Lee,Lloyd Price
hot-100,1959-01-19,10,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1959-01-19,11,Problems,The Everly Brothers
hot-100,1959-01-19,12,Lonely Teardrops,Jackie Wilson
hot-100,1959-01-19,13,One Night,Elvis Presley
hot-100,1959-01-19,14,Lonesome Town,Ricky Nelson
hot-100,1959-01-19,15,Goodbye Baby,Jack Scott
hot-100,1959-01-19,16,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-01-19,17,The All American Boy,Bill Parsons
hot-100,1959-01-19,18,Tom Dooley,The Kingston Trio
hot-100,1959-01-19,19,Bimbombey,Jimmie Rodgers
hot-100,1959-01-19,20,Beep Beep,The Playmates
hot-100,1959-01-19,21,The Diary,Neil Sedaka
hot-100,1959-01-19,22,I Got Stung,Elvis Presley
hot-100,1959-01-19,23,The Little Drummer Boy,The Harry Simeone Chorale
hot-100,1959-01-19,24,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-01-19,25,Lucky Ladybug,Billy & Lillie
hot-100,1959-01-19,26,Nobody But You,Dee Clark
hot-100,1959-01-19,27,May You Always,The McGuire Sisters
hot-100,1959-01-19,28,Peek-A-Boo,The Cadillacs
hot-100,1959-01-19,29,Queen Of The Hop,Bobby Darin
hot-100,1959-01-19,30,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-01-19,31,Love You Most Of All,Sam Cooke
hot-100,1959-01-19,32,Philadelphia U.S.A.,The Nu Tornados
hot-100,1959-01-19,33,La Bamba,Ritchie Valens
hot-100,1959-01-19,34,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-01-19,35,I Cried A Tear,LaVern Baker
hot-100,1959-01-19,36,It's Only Make Believe,Conway Twitty
hot-100,1959-01-19,37,Red River Rose,The Ames Brothers
hot-100,1959-01-19,38,I'll Wait For You,Frankie Avalon
hot-100,1959-01-19,39,Rocka-Conga,The Applejacks
hot-100,1959-01-19,40,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-01-19,41,C'mon Everybody,Eddie Cochran
hot-100,1959-01-19,42,Love Is All We Need,Tommy Edwards
hot-100,1959-01-19,43,Tall Paul,Annette With The Afterbeats
hot-100,1959-01-19,44,The Wedding,June Valli
hot-100,1959-01-19,45,Teasin',Quaker City Boys
hot-100,1959-01-19,46,The Little Space Girl,Jesse Lee Turner
hot-100,1959-01-19,47,Poor Boy,The Royaltones
hot-100,1959-01-19,48,I Got A Feeling,Ricky Nelson
hot-100,1959-01-19,49,Let's Love,Johnny Mathis
hot-100,1959-01-19,50,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-01-19,51,"Wiggle, Wiggle",The Accents
hot-100,1959-01-19,52,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-01-19,53,Don't Pity Me,Dion & The Belmonts
hot-100,1959-01-19,54,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-01-19,55,That Old Black Magic,Louis Prima And Keely Smith
hot-100,1959-01-19,56,I'm A Man,Fabian
hot-100,1959-01-19,57,It's Just About Time,Johnny Cash And The Tennessee Two
hot-100,1959-01-19,58,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns"
hot-100,1959-01-19,59,"The Bluebird, The Buzzard & The Oriole",Bobby Day
hot-100,1959-01-19,60,You Are Beautiful,Johnny Mathis
hot-100,1959-01-19,61,Try Me,James Brown And The Famous Flames
hot-100,1959-01-19,62,Trust In Me,Patti Page
hot-100,1959-01-19,63,The Teen Commandments,Paul Anka-Geo. Hamilton IV-Johnny Nash
hot-100,1959-01-19,64,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-01-19,65,The Girl On Page 44,The Four Lads
hot-100,1959-01-19,66,Big Bopper's Wedding,Big Bopper
hot-100,1959-01-19,67,Cannonball,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-01-19,68,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-01-19,69,It's Only The Beginning,The Kalin Twins
hot-100,1959-01-19,70,Yellow Bird,The Mills Brothers
hot-100,1959-01-19,71,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-01-19,72,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-01-19,73,Save My Soul,Jack Scott
hot-100,1959-01-19,74,Dreamy Eyes,Johnny Tillotson
hot-100,1959-01-19,75,Pledging My Love,Roy Hamilton
hot-100,1959-01-19,76,Teach Me Tonight Cha Cha,The DeCastro Sisters
hot-100,1959-01-19,77,The End,Earl Grant
hot-100,1959-01-19,78,Gazachstahagen,The Wild-Cats
hot-100,1959-01-19,79,Turvy II,Cozy Cole
hot-100,1959-01-19,80,Good Rockin' Tonight,Pat Boone
hot-100,1959-01-19,81,The One Rose (That's Left In My Heart),Teresa Brewer
hot-100,1959-01-19,82,Heartbeat,Buddy Holly
hot-100,1959-01-19,83,O' Falling Star,The Four Knights
hot-100,1959-01-19,84,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-01-19,85,"Teasable, Pleasable You",Buddy Knox
hot-100,1959-01-19,86,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-01-19,87,I Talk To The Trees,Edmundo Ros and His Orchestra
hot-100,1959-01-19,88,The World Outside,The Four Coins
hot-100,1959-01-19,89,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-01-19,90,Chantilly Lace,Big Bopper
hot-100,1959-01-19,91,(I Wanna) Dance With The Teacher,The Olympics
hot-100,1959-01-19,92,Come Prima (Koma Preema),Polly Bergen
hot-100,1959-01-19,93,I'll Sail My Ship Alone,Jerry Lee Lewis And His Pumping Piano
hot-100,1959-01-19,94,Matilda,Cookie And His Cupcakes
hot-100,1959-01-19,95,Here I Stand,Wade Flemons and the Newcomers
hot-100,1959-01-19,96,My Man,Peggy Lee
hot-100,1959-01-19,97,There Must Be A Way,Joni James
hot-100,1959-01-19,98,Funny,Jesse Belvin
hot-100,1959-01-19,99,Come Prima,Tony Dallara
hot-100,1959-01-19,100,Who Cares,Don Gibson
hot-100,1959-01-26,1,Smoke Gets In Your Eyes,The Platters
hot-100,1959-01-26,2,My Happiness,Connie Francis
hot-100,1959-01-26,3,Donna,Ritchie Valens
hot-100,1959-01-26,4,16 Candles,The Crests
hot-100,1959-01-26,5,Stagger Lee,Lloyd Price
hot-100,1959-01-26,6,Gotta Travel On,Billy Grammer
hot-100,1959-01-26,7,A Lover's Question,Clyde McPhatter
hot-100,1959-01-26,8,Lonely Teardrops,Jackie Wilson
hot-100,1959-01-26,9,Goodbye Baby,Jack Scott
hot-100,1959-01-26,10,Whole Lotta Loving,Fats Domino
hot-100,1959-01-26,11,May You Always,The McGuire Sisters
hot-100,1959-01-26,12,The All American Boy,Bill Parsons
hot-100,1959-01-26,13,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-01-26,14,Lucky Ladybug,Billy & Lillie
hot-100,1959-01-26,15,The Chipmunk Song,The Chipmunks With David Seville
hot-100,1959-01-26,16,Lonesome Town,Ricky Nelson
hot-100,1959-01-26,17,One Night,Elvis Presley
hot-100,1959-01-26,18,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1959-01-26,19,The Diary,Neil Sedaka
hot-100,1959-01-26,20,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-01-26,21,Problems,The Everly Brothers
hot-100,1959-01-26,22,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-01-26,23,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-01-26,24,Tom Dooley,The Kingston Trio
hot-100,1959-01-26,25,Bimbombey,Jimmie Rodgers
hot-100,1959-01-26,26,The Little Drummer Boy,The Harry Simeone Chorale
hot-100,1959-01-26,27,I Cried A Tear,LaVern Baker
hot-100,1959-01-26,28,Nobody But You,Dee Clark
hot-100,1959-01-26,29,Beep Beep,The Playmates
hot-100,1959-01-26,30,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-01-26,31,I Got Stung,Elvis Presley
hot-100,1959-01-26,32,Love You Most Of All,Sam Cooke
hot-100,1959-01-26,33,La Bamba,Ritchie Valens
hot-100,1959-01-26,34,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-01-26,35,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-01-26,36,The Little Space Girl,Jesse Lee Turner
hot-100,1959-01-26,37,Red River Rose,The Ames Brothers
hot-100,1959-01-26,38,Rocka-Conga,The Applejacks
hot-100,1959-01-26,39,Teasin',Quaker City Boys
hot-100,1959-01-26,40,Queen Of The Hop,Bobby Darin
hot-100,1959-01-26,41,Tall Paul,Annette With The Afterbeats
hot-100,1959-01-26,42,I'll Wait For You,Frankie Avalon
hot-100,1959-01-26,43,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-01-26,44,Peek-A-Boo,The Cadillacs
hot-100,1959-01-26,45,I'm A Man,Fabian
hot-100,1959-01-26,46,Love Is All We Need,Tommy Edwards
hot-100,1959-01-26,47,Don't Pity Me,Dion & The Belmonts
hot-100,1959-01-26,48,Let's Love,Johnny Mathis
hot-100,1959-01-26,49,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-01-26,50,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-01-26,51,C'mon Everybody,Eddie Cochran
hot-100,1959-01-26,52,The Girl On Page 44,The Four Lads
hot-100,1959-01-26,53,Trust In Me,Patti Page
hot-100,1959-01-26,54,"The Bluebird, The Buzzard & The Oriole",Bobby Day
hot-100,1959-01-26,55,Try Me,James Brown And The Famous Flames
hot-100,1959-01-26,56,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns"
hot-100,1959-01-26,57,It's Only The Beginning,The Kalin Twins
hot-100,1959-01-26,58,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-01-26,59,Poor Boy,The Royaltones
hot-100,1959-01-26,60,You Are Beautiful,Johnny Mathis
hot-100,1959-01-26,61,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-01-26,62,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-01-26,63,Dreamy Eyes,Johnny Tillotson
hot-100,1959-01-26,64,Ambrose (Part Five),Linda Laurie
hot-100,1959-01-26,65,It's Only Make Believe,Conway Twitty
hot-100,1959-01-26,66,Philadelphia U.S.A.,The Nu Tornados
hot-100,1959-01-26,67,"Wiggle, Wiggle",The Accents
hot-100,1959-01-26,68,That Old Black Magic,Louis Prima And Keely Smith
hot-100,1959-01-26,69,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-01-26,70,The Wedding,June Valli
hot-100,1959-01-26,71,I Got A Feeling,Ricky Nelson
hot-100,1959-01-26,72,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-01-26,73,Gazachstahagen,The Wild-Cats
hot-100,1959-01-26,74,Yellow Bird,The Mills Brothers
hot-100,1959-01-26,75,Pledging My Love,Roy Hamilton
hot-100,1959-01-26,76,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-01-26,77,I Talk To The Trees,Edmundo Ros and His Orchestra
hot-100,1959-01-26,78,Save My Soul,Jack Scott
hot-100,1959-01-26,79,Good Rockin' Tonight,Pat Boone
hot-100,1959-01-26,80,Here I Stand,Wade Flemons and the Newcomers
hot-100,1959-01-26,81,The One Rose (That's Left In My Heart),Teresa Brewer
hot-100,1959-01-26,82,First Anniversary,Cathy Carr
hot-100,1959-01-26,83,It's Just About Time,Johnny Cash And The Tennessee Two
hot-100,1959-01-26,84,I Got A Wife,The Mark IV
hot-100,1959-01-26,85,O' Falling Star,The Four Knights
hot-100,1959-01-26,86,Teach Me Tonight Cha Cha,The DeCastro Sisters
hot-100,1959-01-26,87,There Must Be A Way,Joni James
hot-100,1959-01-26,88,I've Had It,The Bell Notes
hot-100,1959-01-26,89,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-01-26,90,Who Cares,Don Gibson
hot-100,1959-01-26,91,"Teasable, Pleasable You",Buddy Knox
hot-100,1959-01-26,92,It's Just A Matter Of Time,Brook Benton
hot-100,1959-01-26,93,Matilda,Cookie And His Cupcakes
hot-100,1959-01-26,94,"Alright, Okay, You Win",Peggy Lee
hot-100,1959-01-26,95,Wicked Ruby,Danny Zella and his Zell Rocks
hot-100,1959-01-26,96,Evening Rain,Earl Grant
hot-100,1959-01-26,97,Plain Jane,Bobby Darin
hot-100,1959-01-26,98,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-01-26,99,The Story Of My Love,Conway Twitty
hot-100,1959-01-26,100,Tragedy,Thomas Wayne With the Delons
hot-100,1959-02-02,1,Smoke Gets In Your Eyes,The Platters
hot-100,1959-02-02,2,The All American Boy,Bill Parsons
hot-100,1959-02-02,3,Donna,Ritchie Valens
hot-100,1959-02-02,4,16 Candles,The Crests
hot-100,1959-02-02,5,Stagger Lee,Lloyd Price
hot-100,1959-02-02,6,My Happiness,Connie Francis
hot-100,1959-02-02,7,Gotta Travel On,Billy Grammer
hot-100,1959-02-02,8,Lonely Teardrops,Jackie Wilson
hot-100,1959-02-02,9,A Lover's Question,Clyde McPhatter
hot-100,1959-02-02,10,Goodbye Baby,Jack Scott
hot-100,1959-02-02,11,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-02-02,12,Whole Lotta Loving,Fats Domino
hot-100,1959-02-02,13,Tall Paul,Annette With The Afterbeats
hot-100,1959-02-02,14,The Diary,Neil Sedaka
hot-100,1959-02-02,15,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-02-02,16,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-02-02,17,May You Always,The McGuire Sisters
hot-100,1959-02-02,18,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-02-02,19,I Cried A Tear,LaVern Baker
hot-100,1959-02-02,20,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-02-02,21,Nobody But You,Dee Clark
hot-100,1959-02-02,22,La Bamba,Ritchie Valens
hot-100,1959-02-02,23,The Chipmunk Song,The Chipmunks With David Seville
hot-100,1959-02-02,24,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1959-02-02,25,Lucky Ladybug,Billy & Lillie
hot-100,1959-02-02,26,The Little Space Girl,Jesse Lee Turner
hot-100,1959-02-02,27,Bimbombey,Jimmie Rodgers
hot-100,1959-02-02,28,One Night,Elvis Presley
hot-100,1959-02-02,29,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-02-02,30,Lonesome Town,Ricky Nelson
hot-100,1959-02-02,31,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-02-02,32,Problems,The Everly Brothers
hot-100,1959-02-02,33,Tom Dooley,The Kingston Trio
hot-100,1959-02-02,34,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-02-02,35,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-02-02,36,The Little Drummer Boy,The Harry Simeone Chorale
hot-100,1959-02-02,37,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-02-02,38,I'm A Man,Fabian
hot-100,1959-02-02,39,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-02-02,40,Red River Rose,The Ames Brothers
hot-100,1959-02-02,41,Love You Most Of All,Sam Cooke
hot-100,1959-02-02,42,Teasin',Quaker City Boys
hot-100,1959-02-02,43,Trust In Me,Patti Page
hot-100,1959-02-02,44,Let's Love,Johnny Mathis
hot-100,1959-02-02,45,I Got A Wife,The Mark IV
hot-100,1959-02-02,46,I Got Stung,Elvis Presley
hot-100,1959-02-02,47,Rocka-Conga,The Applejacks
hot-100,1959-02-02,48,Beep Beep,The Playmates
hot-100,1959-02-02,49,Don't Pity Me,Dion & The Belmonts
hot-100,1959-02-02,50,Try Me,James Brown And The Famous Flames
hot-100,1959-02-02,51,C'mon Everybody,Eddie Cochran
hot-100,1959-02-02,52,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-02-02,53,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-02-02,54,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-02-02,55,Peek-A-Boo,The Cadillacs
hot-100,1959-02-02,56,It's Only The Beginning,The Kalin Twins
hot-100,1959-02-02,57,Good Rockin' Tonight,Pat Boone
hot-100,1959-02-02,58,Ambrose (Part Five),Linda Laurie
hot-100,1959-02-02,59,Love Is All We Need,Tommy Edwards
hot-100,1959-02-02,60,The Girl On Page 44,The Four Lads
hot-100,1959-02-02,61,I'll Wait For You,Frankie Avalon
hot-100,1959-02-02,62,There Must Be A Way,Joni James
hot-100,1959-02-02,63,Gazachstahagen,The Wild-Cats
hot-100,1959-02-02,64,Queen Of The Hop,Bobby Darin
hot-100,1959-02-02,65,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-02-02,66,The Wedding,June Valli
hot-100,1959-02-02,67,I've Had It,The Bell Notes
hot-100,1959-02-02,68,Poor Boy,The Royaltones
hot-100,1959-02-02,69,Charlie Brown,The Coasters
hot-100,1959-02-02,70,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-02-02,71,"Alright, Okay, You Win",Peggy Lee
hot-100,1959-02-02,72,Plain Jane,Bobby Darin
hot-100,1959-02-02,73,It's Just A Matter Of Time,Brook Benton
hot-100,1959-02-02,74,Tragedy,Thomas Wayne With the Delons
hot-100,1959-02-02,75,You Are Beautiful,Johnny Mathis
hot-100,1959-02-02,76,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-02-02,77,Yellow Bird,The Mills Brothers
hot-100,1959-02-02,78,The One Rose (That's Left In My Heart),Teresa Brewer
hot-100,1959-02-02,79,First Anniversary,Cathy Carr
hot-100,1959-02-02,80,Here I Stand,Wade Flemons and the Newcomers
hot-100,1959-02-02,81,Who Cares,Don Gibson
hot-100,1959-02-02,82,Don't You Know Yockomo,"Huey ""piano"" Smith With His Clowns"
hot-100,1959-02-02,83,Evening Rain,Earl Grant
hot-100,1959-02-02,84,Matilda,Cookie And His Cupcakes
hot-100,1959-02-02,85,My Man,Peggy Lee
hot-100,1959-02-02,86,Wicked Ruby,Danny Zella and his Zell Rocks
hot-100,1959-02-02,87,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-02-02,88,Pledging My Love,Roy Hamilton
hot-100,1959-02-02,89,"Wiggle, Wiggle",The Accents
hot-100,1959-02-02,90,I Got A Feeling,Ricky Nelson
hot-100,1959-02-02,91,The Story Of My Love,Conway Twitty
hot-100,1959-02-02,92,Philadelphia U.S.A.,The Nu Tornados
hot-100,1959-02-02,93,It's Only Make Believe,Conway Twitty
hot-100,1959-02-02,94,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-02-02,95,Nola,Billy Williams
hot-100,1959-02-02,96,Give Me Your Love,Nat King Cole
hot-100,1959-02-02,97,Teardrops Will Fall,Dicky Doo And The Don'ts
hot-100,1959-02-02,98,"The Bluebird, The Buzzard & The Oriole",Bobby Day
hot-100,1959-02-02,99,The Hanging Tree,Marty Robbins
hot-100,1959-02-02,100,Madrid,Nat King Cole
hot-100,1959-02-09,1,Stagger Lee,Lloyd Price
hot-100,1959-02-09,2,16 Candles,The Crests
hot-100,1959-02-09,3,Donna,Ritchie Valens
hot-100,1959-02-09,4,Smoke Gets In Your Eyes,The Platters
hot-100,1959-02-09,5,The All American Boy,Bill Parsons
hot-100,1959-02-09,6,My Happiness,Connie Francis
hot-100,1959-02-09,7,Lonely Teardrops,Jackie Wilson
hot-100,1959-02-09,8,Gotta Travel On,Billy Grammer
hot-100,1959-02-09,9,Goodbye Baby,Jack Scott
hot-100,1959-02-09,10,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-02-09,11,A Lover's Question,Clyde McPhatter
hot-100,1959-02-09,12,I Cried A Tear,LaVern Baker
hot-100,1959-02-09,13,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-02-09,14,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-02-09,15,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-02-09,16,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-02-09,17,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-02-09,18,Tall Paul,Annette With The Afterbeats
hot-100,1959-02-09,19,The Diary,Neil Sedaka
hot-100,1959-02-09,20,The Little Space Girl,Jesse Lee Turner
hot-100,1959-02-09,21,With The Wind And The Rain In Your Hair,Pat Boone
hot-100,1959-02-09,22,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-02-09,23,May You Always,The McGuire Sisters
hot-100,1959-02-09,24,Lucky Ladybug,Billy & Lillie
hot-100,1959-02-09,25,Whole Lotta Loving,Fats Domino
hot-100,1959-02-09,26,The Lonely One,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-02-09,27,Nobody But You,Dee Clark
hot-100,1959-02-09,28,The Chipmunk Song,The Chipmunks With David Seville
hot-100,1959-02-09,29,Charlie Brown,The Coasters
hot-100,1959-02-09,30,La Bamba,Ritchie Valens
hot-100,1959-02-09,31,I'm A Man,Fabian
hot-100,1959-02-09,32,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1959-02-09,33,Don't Take Your Guns To Town,Johnny Cash
hot-100,1959-02-09,34,I Got A Wife,The Mark IV
hot-100,1959-02-09,35,One Night,Elvis Presley
hot-100,1959-02-09,36,I've Had It,The Bell Notes
hot-100,1959-02-09,37,Lonesome Town,Ricky Nelson
hot-100,1959-02-09,38,It's Just A Matter Of Time,Brook Benton
hot-100,1959-02-09,39,Red River Rose,The Ames Brothers
hot-100,1959-02-09,40,She Say (Oom Dooby Doom),The Diamonds
hot-100,1959-02-09,41,Love You Most Of All,Sam Cooke
hot-100,1959-02-09,42,Teasin',Quaker City Boys
hot-100,1959-02-09,43,Bimbombey,Jimmie Rodgers
hot-100,1959-02-09,44,Pretty Girls Everywhere,Eugene Church and The Fellows
hot-100,1959-02-09,45,It's Only The Beginning,The Kalin Twins
hot-100,1959-02-09,46,Don't Pity Me,Dion & The Belmonts
hot-100,1959-02-09,47,Tragedy,Thomas Wayne With the Delons
hot-100,1959-02-09,48,Trust In Me,Patti Page
hot-100,1959-02-09,49,Good Rockin' Tonight,Pat Boone
hot-100,1959-02-09,50,Try Me,James Brown And The Famous Flames
hot-100,1959-02-09,51,Let's Love,Johnny Mathis
hot-100,1959-02-09,52,There Must Be A Way,Joni James
hot-100,1959-02-09,53,Tom Dooley,The Kingston Trio
hot-100,1959-02-09,54,Lovers Never Say Goodbye,The Flamingos
hot-100,1959-02-09,55,Blue Hawaii,Billy Vaughn And His Orchestra
hot-100,1959-02-09,56,Plain Jane,Bobby Darin
hot-100,1959-02-09,57,Gazachstahagen,The Wild-Cats
hot-100,1959-02-09,58,Problems,The Everly Brothers
hot-100,1959-02-09,59,(I'll Be With You In) Apple Blossom Time,Tab Hunter
hot-100,1959-02-09,60,The Story Of My Love,Conway Twitty
hot-100,1959-02-09,61,Nola,Billy Williams
hot-100,1959-02-09,62,Rocka-Conga,The Applejacks
hot-100,1959-02-09,63,Who Cares,Don Gibson
hot-100,1959-02-09,64,First Anniversary,Cathy Carr
hot-100,1959-02-09,65,The Little Drummer Boy,The Harry Simeone Chorale
hot-100,1959-02-09,66,I Got Stung,Elvis Presley
hot-100,1959-02-09,67,The Wedding,June Valli
hot-100,1959-02-09,68,The Girl On Page 44,The Four Lads
hot-100,1959-02-09,69,"Alright, Okay, You Win",Peggy Lee
hot-100,1959-02-09,70,Matilda,Cookie And His Cupcakes
hot-100,1959-02-09,71,Peek-A-Boo,The Cadillacs
hot-100,1959-02-09,72,Raw-Hide,Link Wray And The Wraymen
hot-100,1959-02-09,73,"Raspberries, Strawberries",The Kingston Trio
hot-100,1959-02-09,74,Evening Rain,Earl Grant
hot-100,1959-02-09,75,Ambrose (Part Five),Linda Laurie
hot-100,1959-02-09,76,Love Is All We Need,Tommy Edwards
hot-100,1959-02-09,77,Wicked Ruby,Danny Zella and his Zell Rocks
hot-100,1959-02-09,78,Beep Beep,The Playmates
hot-100,1959-02-09,79,C'mon Everybody,Eddie Cochran
hot-100,1959-02-09,80,The Shag (Is Totally Cool),Billy Graves
hot-100,1959-02-09,81,My Man,Peggy Lee
hot-100,1959-02-09,82,Give Me Your Love,Nat King Cole
hot-100,1959-02-09,83,Poor Boy,The Royaltones
hot-100,1959-02-09,84,Here I Stand,Wade Flemons and the Newcomers
hot-100,1959-02-09,85,Madrid,Nat King Cole
hot-100,1959-02-09,86,Teardrops Will Fall,Dicky Doo And The Don'ts
hot-100,1959-02-09,87,The Worryin' Kind,Tommy Sands And The Raiders
hot-100,1959-02-09,88,Nola,The Morgan Brothers
hot-100,1959-02-09,89,Sea Cruise,Frankie Ford
hot-100,1959-02-09,90,The Hanging Tree,Marty Robbins
hot-100,1959-02-09,91,I'll Wait For You,Frankie Avalon
hot-100,1959-02-09,92,You Are Beautiful,Johnny Mathis
hot-100,1959-02-09,93,Queen Of The Hop,Bobby Darin
hot-100,1959-02-09,94,Jupiter-C,Pat and the Satellites
hot-100,1959-02-09,95,(Night Time Is) The Right Time,Ray Charles with the Raylettes
hot-100,1959-02-09,96,"Blah, Blah, Blah",Nicola Paone
hot-100,1959-02-09,97,Midnight Oil,Charlie Blackwell
hot-100,1959-02-09,98,Are You Lonesome Tonight,Jaye P. Morgan
hot-100,1959-02-09,99,Venus,Frankie Avalon
hot-100,1959-02-09,100,Moonlight Serenade,The Rivieras
hot-100,1959-02-16,1,Stagger Lee,Lloyd Price
hot-100,1959-02-16,2,16 Candles,The Crests
hot-100,1959-02-16,3,Donna,Ritchie Valens
hot-100,1959-02-16,4,Smoke Gets In Your Eyes,The Platters
hot-100,1959-02-16,5,The All American Boy,Bill Parsons
hot-100,1959-02-16,6,My Happiness,Connie Francis
hot-100,1959-02-16,7,Lonely Teardrops,Jackie Wilson
hot-100,1959-02-16,8,Goodbye Baby,Jack Scott
hot-100,1959-02-16,9,Gotta Travel On,Billy Grammer
hot-100,1959-02-16,10,Manhattan Spiritual,Reg Owen & His Orchestra
hot-100,1959-02-16,11,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-02-16,12,Tall Paul,Annette With The Afterbeats
hot-100,1959-02-16,13,Petite Fleur (Little Flower),Chris Barber's Jazz Band
hot-100,1959-02-16,14,I Cried A Tear,LaVern Baker
hot-100,1959-02-16,15,The Children's Marching Song (Nick Nack Taddy Whack),Cyril Stapleton And His Orchestra
hot-100,1959-02-16,16,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-02-16,17,A Lover's Question,Clyde McPhatter
hot-100,1959-02-16,18,The Children's Marching Song (Nick Nack Paddy Whack),"Mitch Miller and his ""Sing Along With Mitch"" Chorus"
hot-100,1959-02-16,19,(All of a Sudden) My Heart Sings,Paul Anka
hot-100,1959-02-16,20,Charlie Brown,The Coasters
hot-100,1959-02-16,21,May You Always,The McGuire Sisters
