chart_name,date,rank,title,artist
hot-100,1959-04-27,73,Jo-Jo The Dog-Faced Boy,Annette
hot-100,1959-04-27,74,Peter Gunn,Ray Anthony and His Orchestra
hot-100,1959-04-27,75,You Can't Be True Dear,The Mary Kaye Trio
hot-100,1959-04-27,76,There's No Fool Like A Young Fool,Tab Hunter
hot-100,1959-04-27,77,"Frankie's Man, Johnny",Johnny Cash
hot-100,1959-04-27,78,I Never Felt Like This,Jack Scott
hot-100,1959-04-27,79,Matilda,Cookie And His Cupcakes
hot-100,1959-04-27,80,Castin' My Spell,The Johnny Otis Show
hot-100,1959-04-27,81,Little Queenie,Chuck Berry
hot-100,1959-04-27,82,Pipe Dreams,Jimmy Beck & His Orchestra
hot-100,1959-04-27,83,My Heart Is An Open Book,"Carl Dobkins, Jr."
hot-100,1959-04-27,84,I Go Ape,Neil Sedaka
hot-100,1959-04-27,85,The Beat,The Rockin R's
hot-100,1959-04-27,86,Stagger Lee,Lloyd Price
hot-100,1959-04-27,87,Robbin' The Cradle,Tony Bellus
hot-100,1959-04-27,88,Crossfire,Johnny And The Hurricanes
hot-100,1959-04-27,89,Gidget,Jimmy Darren
hot-100,1959-04-27,90,Two Brothers,David Hill
hot-100,1959-04-27,91,French Foreign Legion,Frank Sinatra
hot-100,1959-04-27,92,A Touch Of Pink,Jerry Wallace
hot-100,1959-04-27,93,The Battle Of New Orleans,Johnny Horton
hot-100,1959-04-27,94,I Waited Too Long,LaVern Baker
hot-100,1959-04-27,95,Your Cheatin' Heart,Billy Vaughn And His Orchestra
hot-100,1959-04-27,96,A String Of Trumpets,The Trumpeteers
hot-100,1959-04-27,97,I Told Myself A Lie,Clyde McPhatter
hot-100,1959-04-27,98,Donna,Ritchie Valens
hot-100,1959-04-27,99,Summer Dreams,The McGuire Sisters
hot-100,1959-04-27,100,The Hanging Tree,Marty Robbins
hot-100,1959-05-04,1,Come Softly To Me,The Fleetwoods
hot-100,1959-05-04,2,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-05-04,3,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-05-04,4,Pink Shoe Laces,Dodie Stevens
hot-100,1959-05-04,5,Guitar Boogie Shuffle,The Virtues
hot-100,1959-05-04,6,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-05-04,7,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-05-04,8,Tell Him No,Travis & Bob
hot-100,1959-05-04,9,Venus,Frankie Avalon
hot-100,1959-05-04,10,Turn Me Loose,Fabian
hot-100,1959-05-04,11,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-05-04,12,Enchanted,The Platters
hot-100,1959-05-04,13,That's Why (I Love You So),Jackie Wilson
hot-100,1959-05-04,14,Since I Don't Have You,The Skyliners
hot-100,1959-05-04,15,The Tijuana Jail,The Kingston Trio
hot-100,1959-05-04,16,Kansas City,Wilbert Harrison
hot-100,1959-05-04,17,Take A Message To Mary,The Everly Brothers
hot-100,1959-05-04,18,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-05-04,19,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens
hot-100,1959-05-04,20,A Teenager In Love,Dion & The Belmonts
hot-100,1959-05-04,21,Tragedy,Thomas Wayne With the Delons
hot-100,1959-05-04,22,Poor Jenny,The Everly Brothers
hot-100,1959-05-04,23,Sea Cruise,Frankie Ford
hot-100,1959-05-04,24,Only You,Franck Pourcel's French Fiddles
hot-100,1959-05-04,25,This Should Go On Forever,Rod Bernard
hot-100,1959-05-04,26,For A Penny,Pat Boone
hot-100,1959-05-04,27,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-05-04,28,Six Nights A Week,The Crests
hot-100,1959-05-04,29,Dream Lover,Bobby Darin
hot-100,1959-05-04,30,It's Just A Matter Of Time,Brook Benton
hot-100,1959-05-04,31,Come To Me,Marv Johnson
hot-100,1959-05-04,32,Almost Grown,Chuck Berry
hot-100,1959-05-04,33,So Fine,The Fiestas
hot-100,1959-05-04,34,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-05-04,35,It's Late,Ricky Nelson
hot-100,1959-05-04,36,The Battle Of New Orleans,Johnny Horton
hot-100,1959-05-04,37,Guess Who,Jesse Belvin
hot-100,1959-05-04,38,Endlessly,Brook Benton
hot-100,1959-05-04,39,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-05-04,40,Someone,Johnny Mathis
hot-100,1959-05-04,41,I Miss You So,Paul Anka
hot-100,1959-05-04,42,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-05-04,43,Charlie Brown,The Coasters
hot-100,1959-05-04,44,Please Mr. Sun,Tommy Edwards
hot-100,1959-05-04,45,Tell Him No,Dean & Marc
hot-100,1959-05-04,46,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-05-04,47,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-05-04,48,Personality,Lloyd Price and His Orchestra
hot-100,1959-05-04,49,Lovey Dovey,Clyde McPhatter
hot-100,1959-05-04,50,I've Had It,The Bell Notes
hot-100,1959-05-04,51,I Still Get A Thrill (Thinking Of You),Joni James
hot-100,1959-05-04,52,As Time Goes By,Johnny Nash
hot-100,1959-05-04,53,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-05-04,54,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-05-04,55,I Think I'm Gonna Kill Myself,Buddy Knox
hot-100,1959-05-04,56,I've Come Of Age,Billy Storm
hot-100,1959-05-04,57,If I Didn't Care,Connie Francis
hot-100,1959-05-04,58,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-05-04,59,You're So Fine,The Falcons
hot-100,1959-05-04,60,Bonaparte's Retreat,Billy Grammer
hot-100,1959-05-04,61,Lonely For You,Gary Stites
hot-100,1959-05-04,62,I Need Your Lovin',Roy Hamilton
hot-100,1959-05-04,63,Castin' My Spell,The Johnny Otis Show
hot-100,1959-05-04,64,That's My Little Suzie,Ritchie Valens
hot-100,1959-05-04,65,The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone
hot-100,1959-05-04,66,Crossfire,Johnny And The Hurricanes
hot-100,1959-05-04,67,I'm Never Gonna Tell,Jimmie Rodgers
hot-100,1959-05-04,68,There's No Fool Like A Young Fool,Tab Hunter
hot-100,1959-05-04,69,I Waited Too Long,LaVern Baker
hot-100,1959-05-04,70,Gidget,Jimmy Darren
hot-100,1959-05-04,71,"Frankie's Man, Johnny",Johnny Cash
hot-100,1959-05-04,72,The Beat,The Rockin R's
hot-100,1959-05-04,73,Kansas City,Hank Ballard And The Midnighters
hot-100,1959-05-04,74,Heavenly Lover,Teresa Brewer
hot-100,1959-05-04,75,Jo-Jo The Dog-Faced Boy,Annette
hot-100,1959-05-04,76,I Told Myself A Lie,Clyde McPhatter
hot-100,1959-05-04,77,Lonesome Old House,Don Gibson
hot-100,1959-05-04,78,The Kissing Tree,Billy Grammer
hot-100,1959-05-04,79,Who's That Knocking,The Genies
hot-100,1959-05-04,80,A String Of Trumpets,The Trumpeteers
hot-100,1959-05-04,81,Just Keep It Up,Dee Clark
hot-100,1959-05-04,82,Your Cheatin' Heart,Billy Vaughn And His Orchestra
hot-100,1959-05-04,83,Robbin' The Cradle,Tony Bellus
hot-100,1959-05-04,84,The Walls Have Ears,Patti Page
hot-100,1959-05-04,85,Peace,The McGuire Sisters
hot-100,1959-05-04,86,77 Sunset Strip,The Big Sound Of Don Ralke
hot-100,1959-05-04,87,You Made Me Love You,Nat King Cole
hot-100,1959-05-04,88,Summer Dreams,The McGuire Sisters
hot-100,1959-05-04,89,Young Ideas,Chico Holiday
hot-100,1959-05-04,90,White Lightning,George Jones
hot-100,1959-05-04,91,My Heart Is An Open Book,"Carl Dobkins, Jr."
hot-100,1959-05-04,92,The Fountain Of Youth,The Four Lads
hot-100,1959-05-04,93,Little Queenie,Chuck Berry
hot-100,1959-05-04,94,Alvin's Harmonica,David Seville And The Chipmunks
hot-100,1959-05-04,95,Old Spanish Town,The Bell Notes
hot-100,1959-05-04,96,Separate Ways,Sarah Vaughan
hot-100,1959-05-04,97,French Foreign Legion,Frank Sinatra
hot-100,1959-05-04,98,Kansas City,Rocky Olson
hot-100,1959-05-04,99,Three Stars,Ruby Wright
hot-100,1959-05-04,100,Talk Of The School,Sonny James
hot-100,1959-05-11,1,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-05-11,2,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-05-11,3,Come Softly To Me,The Fleetwoods
hot-100,1959-05-11,4,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens
hot-100,1959-05-11,5,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-05-11,6,Kansas City,Wilbert Harrison
hot-100,1959-05-11,7,Guitar Boogie Shuffle,The Virtues
hot-100,1959-05-11,8,Pink Shoe Laces,Dodie Stevens
hot-100,1959-05-11,9,Turn Me Loose,Fabian
hot-100,1959-05-11,10,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-05-11,11,Tell Him No,Travis & Bob
hot-100,1959-05-11,12,A Teenager In Love,Dion & The Belmonts
hot-100,1959-05-11,13,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-05-11,14,Venus,Frankie Avalon
hot-100,1959-05-11,15,Enchanted,The Platters
hot-100,1959-05-11,16,Dream Lover,Bobby Darin
hot-100,1959-05-11,17,That's Why (I Love You So),Jackie Wilson
hot-100,1959-05-11,18,Take A Message To Mary,The Everly Brothers
hot-100,1959-05-11,19,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-05-11,20,Only You,Franck Pourcel's French Fiddles
hot-100,1959-05-11,21,The Tijuana Jail,The Kingston Trio
hot-100,1959-05-11,22,Since I Don't Have You,The Skyliners
hot-100,1959-05-11,23,The Battle Of New Orleans,Johnny Horton
hot-100,1959-05-11,24,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-05-11,25,So Fine,The Fiestas
hot-100,1959-05-11,26,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-05-11,27,Poor Jenny,The Everly Brothers
hot-100,1959-05-11,28,Endlessly,Brook Benton
hot-100,1959-05-11,29,It's Late,Ricky Nelson
hot-100,1959-05-11,30,For A Penny,Pat Boone
hot-100,1959-05-11,31,This Should Go On Forever,Rod Bernard
hot-100,1959-05-11,32,Tragedy,Thomas Wayne With the Delons
hot-100,1959-05-11,33,Sea Cruise,Frankie Ford
hot-100,1959-05-11,34,Six Nights A Week,The Crests
hot-100,1959-05-11,35,Guess Who,Jesse Belvin
hot-100,1959-05-11,36,Almost Grown,Chuck Berry
hot-100,1959-05-11,37,Come To Me,Marv Johnson
hot-100,1959-05-11,38,Personality,Lloyd Price and His Orchestra
hot-100,1959-05-11,39,It's Just A Matter Of Time,Brook Benton
hot-100,1959-05-11,40,I Miss You So,Paul Anka
hot-100,1959-05-11,41,Someone,Johnny Mathis
hot-100,1959-05-11,42,Tell Him No,Dean & Marc
hot-100,1959-05-11,43,I've Come Of Age,Billy Storm
hot-100,1959-05-11,44,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-05-11,45,Gidget,Jimmy Darren
hot-100,1959-05-11,46,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-05-11,47,Crossfire,Johnny And The Hurricanes
hot-100,1959-05-11,48,Just Keep It Up,Dee Clark
hot-100,1959-05-11,49,Lonely For You,Gary Stites
hot-100,1959-05-11,50,Bonaparte's Retreat,Billy Grammer
hot-100,1959-05-11,51,As Time Goes By,Johnny Nash
hot-100,1959-05-11,52,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-05-11,53,I Still Get A Thrill (Thinking Of You),Joni James
hot-100,1959-05-11,54,I Waited Too Long,LaVern Baker
hot-100,1959-05-11,55,That's My Little Suzie,Ritchie Valens
hot-100,1959-05-11,56,I Think I'm Gonna Kill Myself,Buddy Knox
hot-100,1959-05-11,57,Castin' My Spell,The Johnny Otis Show
hot-100,1959-05-11,58,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-05-11,59,Lovey Dovey,Clyde McPhatter
hot-100,1959-05-11,60,Kansas City,Rocky Olson
hot-100,1959-05-11,61,"No Other Arms, No Other Lips",The Chordettes
hot-100,1959-05-11,62,Summer Dreams,The McGuire Sisters
hot-100,1959-05-11,63,Please Mr. Sun,Tommy Edwards
hot-100,1959-05-11,64,You're So Fine,The Falcons
hot-100,1959-05-11,65,The Kissing Tree,Billy Grammer
hot-100,1959-05-11,66,Charlie Brown,The Coasters
hot-100,1959-05-11,67,I Need Your Lovin',Roy Hamilton
hot-100,1959-05-11,68,There's No Fool Like A Young Fool,Tab Hunter
hot-100,1959-05-11,69,Robbin' The Cradle,Tony Bellus
hot-100,1959-05-11,70,I Told Myself A Lie,Clyde McPhatter
hot-100,1959-05-11,71,Lonesome Old House,Don Gibson
hot-100,1959-05-11,72,Kansas City,Hank Ballard And The Midnighters
hot-100,1959-05-11,73,White Lightning,George Jones
hot-100,1959-05-11,74,"Frankie's Man, Johnny",Johnny Cash
hot-100,1959-05-11,75,I'm Ready,Fats Domino
hot-100,1959-05-11,76,The Hawaiian Wedding Song (Ke Kali Nei Au),Andy Williams
hot-100,1959-05-11,77,A String Of Trumpets,The Trumpeteers
hot-100,1959-05-11,78,Young Ideas,Chico Holiday
hot-100,1959-05-11,79,Where Were You (On Our Wedding Day)?,Lloyd Price
hot-100,1959-05-11,80,Little Queenie,Chuck Berry
hot-100,1959-05-11,81,You Made Me Love You,Nat King Cole
hot-100,1959-05-11,82,I've Had It,The Bell Notes
hot-100,1959-05-11,83,French Foreign Legion,Frank Sinatra
hot-100,1959-05-11,84,If I Didn't Care,Connie Francis
hot-100,1959-05-11,85,Peace,The McGuire Sisters
hot-100,1959-05-11,86,Rockin' Crickets,Hot-Toddys featuring Bill Pennell
hot-100,1959-05-11,87,Margie,Fats Domino
hot-100,1959-05-11,88,Talk Of The School,Sonny James
hot-100,1959-05-11,89,Your Cheatin' Heart,Billy Vaughn And His Orchestra
hot-100,1959-05-11,90,The Fountain Of Youth,The Four Lads
hot-100,1959-05-11,91,My Heart Is An Open Book,"Carl Dobkins, Jr."
hot-100,1959-05-11,92,Eternally,Thomas Wayne With the Delons
hot-100,1959-05-11,93,Little Dipper,The Mickey Mozart Quintet
hot-100,1959-05-11,94,The Wang Dang Taffy-Apple Tango (Mambo Cha Cha Cha),Pat Boone
hot-100,1959-05-11,95,Old Spanish Town,The Bell Notes
hot-100,1959-05-11,96,Tallahassee Lassie,Freddy Cannon
hot-100,1959-05-11,97,Kansas City (Hey-Hey-Hey-Hey),Little Richard
hot-100,1959-05-11,98,The Walls Have Ears,Patti Page
hot-100,1959-05-11,99,The Beat,The Rockin R's
hot-100,1959-05-11,100,Love Me In The Daytime,Doris Day
hot-100,1959-05-18,1,Kansas City,Wilbert Harrison
hot-100,1959-05-18,2,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-05-18,3,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-05-18,4,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens
hot-100,1959-05-18,5,A Teenager In Love,Dion & The Belmonts
hot-100,1959-05-18,6,Dream Lover,Bobby Darin
hot-100,1959-05-18,7,The Battle Of New Orleans,Johnny Horton
hot-100,1959-05-18,8,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-05-18,9,Turn Me Loose,Fabian
hot-100,1959-05-18,10,Pink Shoe Laces,Dodie Stevens
hot-100,1959-05-18,11,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-05-18,12,Guitar Boogie Shuffle,The Virtues
hot-100,1959-05-18,13,Enchanted,The Platters
hot-100,1959-05-18,14,Only You,Franck Pourcel's French Fiddles
hot-100,1959-05-18,15,Come Softly To Me,The Fleetwoods
hot-100,1959-05-18,16,Take A Message To Mary,The Everly Brothers
hot-100,1959-05-18,17,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-05-18,18,Endlessly,Brook Benton
hot-100,1959-05-18,19,Tell Him No,Travis & Bob
hot-100,1959-05-18,20,That's Why (I Love You So),Jackie Wilson
hot-100,1959-05-18,21,So Fine,The Fiestas
hot-100,1959-05-18,22,Personality,Lloyd Price and His Orchestra
hot-100,1959-05-18,23,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-05-18,24,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-05-18,25,The Tijuana Jail,The Kingston Trio
hot-100,1959-05-18,26,Venus,Frankie Avalon
hot-100,1959-05-18,27,Since I Don't Have You,The Skyliners
hot-100,1959-05-18,28,Poor Jenny,The Everly Brothers
hot-100,1959-05-18,29,Six Nights A Week,The Crests
hot-100,1959-05-18,30,Come To Me,Marv Johnson
hot-100,1959-05-18,31,Guess Who,Jesse Belvin
hot-100,1959-05-18,32,Almost Grown,Chuck Berry
hot-100,1959-05-18,33,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-05-18,34,I've Come Of Age,Billy Storm
hot-100,1959-05-18,35,It's Late,Ricky Nelson
hot-100,1959-05-18,36,Someone,Johnny Mathis
hot-100,1959-05-18,37,For A Penny,Pat Boone
hot-100,1959-05-18,38,This Should Go On Forever,Rod Bernard
hot-100,1959-05-18,39,Sea Cruise,Frankie Ford
hot-100,1959-05-18,40,Lonely For You,Gary Stites
hot-100,1959-05-18,41,Everybody Likes To Cha Cha Cha,Sam Cooke
hot-100,1959-05-18,42,Gidget,Jimmy Darren
hot-100,1959-05-18,43,As Time Goes By,Johnny Nash
hot-100,1959-05-18,44,Tragedy,Thomas Wayne With the Delons
hot-100,1959-05-18,45,Just Keep It Up,Dee Clark
hot-100,1959-05-18,46,I'm Ready,Fats Domino
hot-100,1959-05-18,47,I Miss You So,Paul Anka
hot-100,1959-05-18,48,I Waited Too Long,LaVern Baker
hot-100,1959-05-18,49,It's Just A Matter Of Time,Brook Benton
hot-100,1959-05-18,50,You're So Fine,The Falcons
hot-100,1959-05-18,51,Bonaparte's Retreat,Billy Grammer
hot-100,1959-05-18,52,Castin' My Spell,The Johnny Otis Show
hot-100,1959-05-18,53,Tallahassee Lassie,Freddy Cannon
hot-100,1959-05-18,54,Crossfire,Johnny And The Hurricanes
hot-100,1959-05-18,55,"""Yep!""",Duane Eddy His Twangy Guitar And The Rebels
hot-100,1959-05-18,56,You Made Me Love You,Nat King Cole
hot-100,1959-05-18,57,Lipstick On Your Collar,Connie Francis
hot-100,1959-05-18,58,I Still Get A Thrill (Thinking Of You),Joni James
hot-100,1959-05-18,59,Summer Dreams,The McGuire Sisters
hot-100,1959-05-18,60,The Kissing Tree,Billy Grammer
hot-100,1959-05-18,61,My Heart Is An Open Book,"Carl Dobkins, Jr."
hot-100,1959-05-18,62,Margie,Fats Domino
hot-100,1959-05-18,63,So Close,Brook Benton
hot-100,1959-05-18,64,My Melancholy Baby,Tommy Edwards
hot-100,1959-05-18,65,It Doesn't Matter Anymore,Buddy Holly
hot-100,1959-05-18,66,Frankie,Connie Francis
hot-100,1959-05-18,67,Rockin' Crickets,Hot-Toddys featuring Bill Pennell
hot-100,1959-05-18,68,Robbin' The Cradle,Tony Bellus
hot-100,1959-05-18,69,There's No Fool Like A Young Fool,Tab Hunter
hot-100,1959-05-18,70,That's My Little Suzie,Ritchie Valens
hot-100,1959-05-18,71,A String Of Trumpets,The Trumpeteers
hot-100,1959-05-18,72,The Morning Side Of The Mountain,Tommy Edwards
hot-100,1959-05-18,73,I Need Your Lovin',Roy Hamilton
hot-100,1959-05-18,74,Tall Cool One,The Wailers
hot-100,1959-05-18,75,Kansas City,Rocky Olson
hot-100,1959-05-18,76,Kansas City,Hank Ballard And The Midnighters
hot-100,1959-05-18,77,"Hallelujah, I Love Him So",Peggy Lee
hot-100,1959-05-18,78,Young Ideas,Chico Holiday
hot-100,1959-05-18,79,"Frankie's Man, Johnny",Johnny Cash
hot-100,1959-05-18,80,Bongo Rock,Preston Epps
hot-100,1959-05-18,81,Lonesome Old House,Don Gibson
hot-100,1959-05-18,82,Your Cheatin' Heart,Billy Vaughn And His Orchestra
hot-100,1959-05-18,83,Old Spanish Town,The Bell Notes
hot-100,1959-05-18,84,Tell Him No,Dean & Marc
hot-100,1959-05-18,85,Graduation's Here,The Fleetwoods
hot-100,1959-05-18,86,Judy,David Seville
hot-100,1959-05-18,87,Hey Little Lucy! (Don'tcha Put No Lipstick On),Conway Twitty
hot-100,1959-05-18,88,Along Came Jones,The Coasters
hot-100,1959-05-18,89,Lovey Dovey,Clyde McPhatter
hot-100,1959-05-18,90,The Class,Chubby Checker
hot-100,1959-05-18,91,Russian Band Stand,Spencer & Spencer with the Sonia Pryor Choir
hot-100,1959-05-18,92,(I Don't Care) Only Love Me,Steve Lawrence
hot-100,1959-05-18,93,I Told Myself A Lie,Clyde McPhatter
hot-100,1959-05-18,94,The Wonder Of You,Ray Peterson
hot-100,1959-05-18,95,Kansas City (Hey-Hey-Hey-Hey),Little Richard
hot-100,1959-05-18,96,I Think I'm Gonna Kill Myself,Buddy Knox
hot-100,1959-05-18,97,Peace,The McGuire Sisters
hot-100,1959-05-18,98,Someone To Come Home To,The Ames Brothers
hot-100,1959-05-18,99,Talk Of The School,Sonny James
hot-100,1959-05-18,100,I Can't Get You Out Of My Heart,Al Martino
hot-100,1959-05-25,1,Kansas City,Wilbert Harrison
hot-100,1959-05-25,2,The Battle Of New Orleans,Johnny Horton
hot-100,1959-05-25,3,Dream Lover,Bobby Darin
hot-100,1959-05-25,4,Sorry (I Ran All The Way Home),The Impalas
hot-100,1959-05-25,5,"Kookie, Kookie (Lend Me Your Comb)",Edward Byrnes & Connie Stevens
hot-100,1959-05-25,6,The Happy Organ,"Dave ""Baby"" Cortez"
hot-100,1959-05-25,7,A Teenager In Love,Dion & The Belmonts
hot-100,1959-05-25,8,Quiet Village,The Exotic Sounds of Martin Denny
hot-100,1959-05-25,9,Personality,Lloyd Price and His Orchestra
hot-100,1959-05-25,10,Only You,Franck Pourcel's French Fiddles
hot-100,1959-05-25,11,(Now and Then There's) A Fool Such As I,Elvis Presley With The Jordanaires
hot-100,1959-05-25,12,Turn Me Loose,Fabian
hot-100,1959-05-25,13,Endlessly,Brook Benton
hot-100,1959-05-25,14,So Fine,The Fiestas
hot-100,1959-05-25,15,Guitar Boogie Shuffle,The Virtues
hot-100,1959-05-25,16,Enchanted,The Platters
hot-100,1959-05-25,17,Pink Shoe Laces,Dodie Stevens
hot-100,1959-05-25,18,"Goodbye Jimmy, Goodbye",Kathy Linden
hot-100,1959-05-25,19,Take A Message To Mary,The Everly Brothers
hot-100,1959-05-25,20,I Need Your Love Tonight,Elvis Presley With The Jordanaires
hot-100,1959-05-25,21,Come Softly To Me,The Fleetwoods
hot-100,1959-05-25,22,Tell Him No,Travis & Bob
hot-100,1959-05-25,23,That's Why (I Love You So),Jackie Wilson
hot-100,1959-05-25,24,Three Stars,Tommy Dee with Carol Kay and the Teen-Aires
hot-100,1959-05-25,25,Since I Don't Have You,The Skyliners
hot-100,1959-05-25,26,Poor Jenny,The Everly Brothers
hot-100,1959-05-25,27,The Tijuana Jail,The Kingston Trio
hot-100,1959-05-25,28,Lonely For You,Gary Stites
hot-100,1959-05-25,29,I'm Ready,Fats Domino
hot-100,1959-05-25,30,Tallahassee Lassie,Freddy Cannon
hot-100,1959-05-25,31,Venus,Frankie Avalon
hot-100,1959-05-25,32,Six Nights A Week,The Crests
hot-100,1959-05-25,33,Guess Who,Jesse Belvin
hot-100,1959-05-25,34,Just Keep It Up,Dee Clark
hot-100,1959-05-25,35,Someone,Johnny Mathis
hot-100,1959-05-25,36,I've Come Of Age,Billy Storm
hot-100,1959-05-25,37,Come To Me,Marv Johnson
hot-100,1959-05-25,38,Almost Grown,Chuck Berry
hot-100,1959-05-25,39,Sea Cruise,Frankie Ford
hot-100,1959-05-25,40,Never Be Anyone Else But You,Ricky Nelson
hot-100,1959-05-25,41,Lipstick On Your Collar,Connie Francis
hot-100,1959-05-25,42,For A Penny,Pat Boone
