artist,l1,l2,l3,matched_name,spotify_artist_id,genres
jibbs,jibbs,jibbs,jibbs,Jibbs,4USNIVeRwXIAdbVSTqelbh,crunk
jid,jid,jid,jid,Artist Invisible,1pCnl9PbA9JaffWHMiSXuT,
jidenna,jidenna,jidenna,jidenna,Jidenna,4TsHKU8l8Wq7n7OPVikirn,
jigsaw,jigsaw,jigsaw,jigsaw,Jigsaw Story,42Q1POTb6v0GuRPQOk85rv,thai hip hop;t-pop;thai pop
jill corey,jill corey,jill corey,jill corey,Jill Corey,7MOFoP92awkXK5PMSa8qC2,adult standards
jill scott,jill scott,jill scott,jill scott,Jill Scott,6AVLthptCPhfrxlHadOBJD,neo soul;quiet storm
jill sobule,jill sobule,jill sobule,jill sobule,Jill Sobule,16BoY9HfrtxVodHVdgad07,
jim,jim,jim,jim,artistmusical,5yGfPBU9IdpwZjK7WALeCv,
jim backus,jim backus,jim backus,jim backus,Jim Backus,6tdcr3Jo2khaGnN99NT2YM,spoken word;comedy
jim campbell,jim campbell,jim campbell,jim campbell,Jimmy Campbell,1lvD6UZjY7oyb02YqG1eNC,
jim capaldi,jim capaldi,jim capaldi,jim capaldi,Jim Capaldi,1XIbUq7y7kiMUhmp5dywGx,
jim croce,jim croce,jim croce,jim croce,Jim Croce,1R6Hx1tJ2VOUyodEpC12xM,folk rock;singer-songwriter
jim ed brown,jim ed brown,jim ed brown,jim ed brown,Jim Ed Brown,6XBkny92syvAWxlIX8CZAM,classic country;traditional country;honky tonk
jim gilstrap,jim gilstrap,jim gilstrap,jim gilstrap,Jim Gilstrap,4FxICzMBJZuFuTPqOFTexw,
jim hurt,jim hurt,jim hurt,jim hurt,Jim Hurt,0XXZ8ERIWjhUB6wzLQk4rH,
jim jones,jim jones,jim jones,jim jones,Jim Jones,6AMa1VFQ7qCi61tCRtVWXe,
jim kirk,jim kirk,jim kirk,jim kirk,Jim Kirkwood,24Vq8sne1nJtsXtMcGH5bF,dark ambient
jim photoglo,jim photoglo,jim photoglo,jim photoglo,Jim Photoglo,4ZeqFaMDjGUe1IHJznXUbr,yacht rock;aor
jim reeves,jim reeves,jim reeves,jim reeves,Jim Reeves,2Ev0e8GUIX4u7d9etNLTXg,classic country;christian country
jim stafford,jim stafford,jim stafford,jim stafford,Jim Stafford,0CIdEoAG4j0tnC6IZsDr0q,
jim steinman,jim steinman,jim steinman,jim steinman,Jim Steinman,2V3UNup4XHyqdCOGcQai1d,
jim weatherly,jim weatherly,jim weatherly,jim weatherly,Jim Weatherly,0KYECjrpbLM1bbgqxYB7ZF,
jimi hendri,jimi hendri,jimi hendri,jimi hendri,Jimi Hendrix,776Uo845nYHJpNaStv1Ds4,psychedelic rock;classic rock;acid rock;blues rock
jimin,jimin,jimin,jimin,Jimin,1oSPZhvZMIrWW5I41kPkkY,k-pop
jimmie allen,jimmie allen,jimmie allen,jimmie allen,Jimmie Allen,147nKr9upHZSSxqCzh9j7c,country
jimmie beaumont,jimmie beaumont,jimmie beaumont,jimmie beaumont,This song was recorded by Jimmie Ross of the Jaggerz and Donna Groom of Jimmy Beaumont and the Skyliners,2QCjbALKx6VFrJP3ttYZjm,
jimmie rodgers,jimmie rodgers,jimmie rodgers,jimmie rodgers,Jimmie Rodgers,7bKOOOKEkE918wKOQEhYnp,doo-wop
jimmy,jimmy,jimmy,jimmy,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,
jimmy barnes,jimmy barnes,jimmy barnes,jimmy barnes,Jimmy Barnes,1k5aZWIOUbUfKcnMxtEivJ,
jimmy beaumont,jimmy beaumont,jimmy beaumont,jimmy beaumont,Jimmy Beaumont,5OYct2MZJUFAndjRkkU37P,northern soul;doo-wop
jimmy beck,jimmy beck,jimmy beck,jimmy beck,Jimmy Becker,61yFOS7j890qefuvIevo4T,
jimmy bo horne,jimmy bo horne,jimmy bo horne,jimmy bo horne,"Jimmy ""Bo"" Horne",6jcPHv7qVfqysvBT7Jmn7K,disco
jimmy bowen,jimmy bowen,jimmy bowen,jimmy bowen,Jimmy Bowen,6nUcMkLeIkY6By8FS5vj0V,rockabilly
jimmy buffett,jimmy buffett,jimmy buffett,jimmy buffett,Jimmy Buffett,28AyklUmMECPwdfo8NEsV0,
jimmy castor,jimmy castor,jimmy castor,jimmy castor,The Jimmy Castor Bunch,7E5taE9LniGvMzEHpiOupV,funk;breakbeat
jimmy charles,jimmy charles,jimmy charles,jimmy charles,Jimmy Charles,438xT3klM2P7FtrgHgqdyC,
jimmy clanton,jimmy clanton,jimmy clanton,jimmy clanton,Jimmy Clanton,2XZXvrqedRMiKv6UWjAT4B,doo-wop
jimmy cliff,jimmy cliff,jimmy cliff,jimmy cliff,Jimmy Cliff,3rJ3m1tM6vUgiWLjfV8sRf,reggae;rocksteady;roots reggae
jimmy cozier,jimmy cozier,jimmy cozier,jimmy cozier,Jimmy Cozier,0EMbYln4tFooKUTDS2ipkg,lovers rock
jimmy cross,jimmy cross,jimmy cross,jimmy cross,Jimmy Cross,4eKMkGVTuUvP80KG6Aq1gO,
jimmy darren,jimmy darren,jimmy darren,jimmy darren,,,
jimmy davis,jimmy davis,jimmy davis,jimmy davis,Jimmy Davis,6iju57wVv8TZo8AwR1Xwfo,
jimmy dean,jimmy dean,jimmy dean,jimmy dean,Jimmy Dean,1RaDKTFXuy0qA8YV1h9SwC,classic country
jimmy delphs,jimmy delphs,jimmy delphs,jimmy delphs,,,
jimmy durante,jimmy durante,jimmy durante,jimmy durante,Jimmy Durante,5FNHfTn3yzVpqdUyWwej0v,adult standards
jimmy eat world,jimmy eat world,jimmy eat world,jimmy eat world,Jimmy Eat World,3Ayl7mCk0nScecqOzvNp6s,emo;pop punk
jimmy elledge,jimmy elledge,jimmy elledge,jimmy elledge,Jimmy Elledge,4xJgf5FGAe5qNMV7vh8uO7,
jimmy fallon,jimmy fallon,jimmy fallon,jimmy fallon,Jimmy Fallon,7mAcgRMD6EfCKHO6cIkDOP,christmas;comedy
jimmy gilmer,jimmy gilmer,jimmy gilmer,jimmy gilmer,Jimmy Gilmer,6Vg8U5m1yHwqRyQMi87tay,
jimmy hall,jimmy hall,jimmy hall,jimmy hall,Jimmy Hall,2LorJQEiLTxNDsJ3jVrQNi,southern rock;blues;modern blues;blues rock
jimmy harnen,jimmy harnen,jimmy harnen,jimmy harnen,,,
jimmy holiday,jimmy holiday,jimmy holiday,jimmy holiday,Jimmy Holiday,6gOZp4VmgZVkbvEjIwzsTJ,northern soul
jimmy hughes,jimmy hughes,jimmy hughes,jimmy hughes,Jimmy Hughes,0Ac3Vb2xO8UGlSHlll7RFE,soul;classic soul;northern soul
jimmy james,jimmy james,jimmy james,jimmy james,Jimmy James,7et8xRIk2umQqXw4r8FAmU,
jimmy jones,jimmy jones,jimmy jones,jimmy jones,Jimmy Jones,7ydcRbgt0yM9etADb1Ackp,doo-wop
jimmy mccracklin,jimmy mccracklin,jimmy mccracklin,jimmy mccracklin,Jimmy McCracklin,58CohJpaPmE4H0fXEAnt4i,boogie-woogie;soul blues;blues;classic blues;rockabilly
jimmy mcgriff,jimmy mcgriff,jimmy mcgriff,jimmy mcgriff,Jimmy McGriff,1A0QR12gcj2L5hYh1WWDeh,jazz funk;soul jazz;hard bop;jazz blues;acid jazz
jimmy norman,jimmy norman,jimmy norman,jimmy norman,Jimmy Boyd; Accompanied by Norman Luboff,56L6HAh6Hdc6Bxy04b963v,christmas
jimmy ray,jimmy ray,jimmy ray,jimmy ray,Jimmy Ray,19mELXwQE3LGemD3ioO0lO,
jimmy reed,jimmy reed,jimmy reed,jimmy reed,Jimmy Reed,41ZMMuFFLPTVPkUsSI5KlV,blues;classic blues
jimmy roselli,jimmy roselli,jimmy roselli,jimmy roselli,Jimmy Roselli,7IbQOrbuDPJu0mac9pDwf3,
jimmy ruffin,jimmy ruffin,jimmy ruffin,jimmy ruffin,Jimmy Ruffin,0hF0PwB04hnXfYMiZWfJzy,motown;northern soul;classic soul;soul
jimmy ryser,jimmy ryser,jimmy ryser,jimmy ryser,Jimmy Ryser,0BB5YSCmMcaWLSB9D4vkiI,aor;arena rock
jimmy smith,jimmy smith,jimmy smith,jimmy smith,Jimmy Smith,5GXruybcLmXPjR9rKKFyS6,hard bop;soul jazz;jazz;jazz blues;jazz funk;cool jazz
jimmy somerville,jimmy somerville,jimmy somerville,jimmy somerville,Jimmy Somerville,6LQeBFIfD4C22RJVVjQ6S7,hi-nrg;synthpop
jimmy soul,jimmy soul,jimmy soul,jimmy soul,Jimmy Soul,7k4MYPtpz3fAViMuuLi9ry,
jimmy velvet,jimmy velvet,jimmy velvet,jimmy velvet,Jimmy Velvet,67WqvGaFBKDUjucrKjAaFA,
jimmy wayne,jimmy wayne,jimmy wayne,jimmy wayne,Jimmy Wayne,60h3lZFY2T93K7qxVPrajf,christian country
jimmy witter,jimmy witter,jimmy witter,jimmy witter,Jimmy Witter,2QQaSfuhgy97XYKAUHVstp,rockabilly;psychobilly
jin,jin,jin,jin,Artist Unknown,6gjAbs229sNHhSskJpQ2mG,opera
jinny,jinny,jinny,jinny,Jinny Ng,03OP7wr6EAMFBmDiaRsdbf,cantopop;c-pop
jive bunny,jive bunny,jive bunny,jive bunny,Jive Bunny and the Mastermixers,4GzIiGnHYrOnq2LUiD6zdo,
jivin' gene,jivin' gene,jivin gene,jivin gene,Jivin' Gene,3vTSVyoG5zU5ralPeMjQtW,cajun;zydeco
jnr choi,jnr choi,jnr choi,jnr choi,JNR CHOI,1Z25ZlGHqqlr3o1UGQOfNn,
jo ann,jo ann,jo ann,jo ann,Julie Anne San Jose,4NeCu267LZemnoq44lZYKy,opm;p-pop
jo ann campbell,jo ann campbell,jo ann campbell,jo ann campbell,Jo Ann Campbell,1PY8j7weiWfQMdTGbTjVxc,rockabilly;traditional country;doo-wop
jo dee messina,jo dee messina,jo dee messina,jo dee messina,Jo Dee Messina,3ltFy7g6KKQPPttsdOMlq3,country;classic country
jo jo gunne,jo jo gunne,jo jo gunne,jo jo gunne,Jo Jo Gunne,180M0URr7cSwB94IZToyLH,
joan armatrading,joan armatrading,joan armatrading,joan armatrading,Joan Armatrading,1bdAJUX6JPsnYHbTl5jbk6,singer-songwriter
joan baez,joan baez,joan baez,joan baez,Joan Baez,1EevBGfUh3RSQSGpluxgBm,folk;folk rock;singer-songwriter;traditional folk
joan jett,joan jett,joan jett,joan jett,Joan Jett & the Blackhearts,1Fmb52lZ6Jv7FMWXXTPO3K,rock
joan osborne,joan osborne,joan osborne,joan osborne,Joan Osborne,0djV4iaxhNfYWpH60ia85o,
joanie sommers,joanie sommers,joanie sommers,joanie sommers,Joanie Sommers,64ZUngtVBOg6z3kKagoZhU,northern soul
jobo,jobo,jobo,jobo,Artist Moon,1TfSVLC8KtuIo6uWNqCbqU,
jocelyn brown,jocelyn brown,jocelyn brown,jocelyn brown,Jocelyn Brown,2ga5ADaBpljQ3YrCh99ZMq,
jocelyn enriquez,jocelyn enriquez,jocelyn enriquez,jocelyn enriquez,Jocelyn Enriquez,5hgxMFtaWAhh6LDHdVBZLB,freestyle;funk melody
jodeci,jodeci,jodeci,jodeci,Jodeci,1eNkUXHPaXyuyC8NAgzykK,new jack swing;quiet storm;r&b
jodie s,jodie s,jodie s,jodie s,Jodie Steele,5onPvDEAa0Gjg298xIdttY,musicals
jody miller,jody miller,jody miller,jody miller,Jody Miller,656TGMl6uRQSQlFRVCKt7w,traditional country
jody reynolds,jody reynolds,jody reynolds,jody reynolds,Jody Reynolds,4j07I8NDDAMIy4BWc6aqOj,rockabilly
jody watley,jody watley,jody watley,jody watley,Jody Watley,71aKjsWKYqASAffyIQaocZ,new jack swing;freestyle
joe,joe,joe,joe,RAC,4AGwPDdh1y8hochNzHy5HC,
joe barry,joe barry,joe barry,joe barry,Joe Barry,2eMH8MCrUhu9NVcH0Hv83z,cajun;zydeco;modern blues
joe bean esposito,joe bean esposito,joe bean esposito,joe bean esposito,"Joe ""Bean"" Esposito",4PCSnq8Q3hxOTn3ro4cl0M,
joe budden,joe budden,joe budden,joe budden,Joe Budden,1SAugjIcuwNPKS4urSB7A6,
joe cocker,joe cocker,joe cocker,joe cocker,Joe Cocker,3pFCERyEiP5xeN2EsPXhjI,
joe damiano,joe damiano,joe damiano,joe damiano,,,
joe diffie,joe diffie,joe diffie,joe diffie,Joe Diffie,3THMgU4KdL7LlO5TEREs2g,classic country;country
joe dolce,joe dolce,joe dolce,joe dolce,Joe Dolce,4wUEfafmKVXlwEiz9RdPFc,
joe dowell,joe dowell,joe dowell,joe dowell,Joe Dowell,1b5taabb9eKSbyzVFVtEjh,
joe fagin,joe fagin,joe fagin,joe fagin,Joe Fagin,7uHFuiwBAwAVGXml2UIjKc,
joe harnell,joe harnell,joe harnell,joe harnell,Joe Harnell,2VSItkPmLJg1zckWeMdT01,exotica
joe henderson,joe henderson,joe henderson,joe henderson,Joe Henderson,3BG0nwVh3Gc7cuT4XdsLtt,hard bop;jazz;bebop;free jazz;cool jazz
joe hinton,joe hinton,joe hinton,joe hinton,Joe Hinton,2KjHHegzN6WkxpPGvkdU4c,northern soul;motown;classic soul
joe jackson,joe jackson,joe jackson,joe jackson,Joe Jackson,6KOqPxwfNAmZPkiCnDE9yT,new wave;power pop
joe jonas,joe jonas,joe jonas,joe jonas,Joe Jonas,7gbmX8SsfjEjxDMzBi1ZOL,
joe jones,joe jones,joe jones,joe jones,Philly Joe Jones,4WhH68K75YKSAwHAqWFpi1,hard bop;bebop;jazz;cool jazz
joe medlin,joe medlin,joe medlin,joe medlin,,,
joe nichols,joe nichols,joe nichols,joe nichols,Joe Nichols,4aJTB79uwT4sP0Nb8QGWHc,country;acoustic country
joe perkins,joe perkins,joe perkins,joe perkins,Joe Perkins,1sFbpu494RLEGW1JYTSamq,
joe public,joe public,joe public,joe public,Joe Public,3RnBzCfr8bQeLQQMGF6IeE,new jack swing
joe reisman orch.,joe reisman orch.,joe reisman orch.,joe reisman orch,Joe Reisman & His Orchestra,3btvxCw761YAtCfvCxUJKa,
joe sherman,joe sherman,joe sherman,joe sherman,Joey Sherman,2eIUPunVZmjc55duy408L1,
joe simon,joe simon,joe simon,joe simon,Joe Simon,5HRSYURV6LFFRCjAtiK0py,philly soul;classic soul;northern soul;soul
joe south,joe south,joe south,joe south,Joe South,7s2L0cftC6UBVVxADuyfwS,
joe stampley,joe stampley,joe stampley,joe stampley,Joe Stampley,0bRY1ri3TKSfD5BRU8CvaJ,classic country;traditional country;honky tonk;outlaw country
joe sun,joe sun,joe sun,joe sun,Joel Sunny,4WC54JUV6ewZOuz8Cl2Cym,
joe te,joe te,joe te,joe te,Joe Tex,5TbXjzD8tYgMD5JU2g2F8q,northern soul;classic soul;soul
joe turner,joe turner,joe turner,joe turner,Big Joe Turner,1DTgcOxytJHD8p17mhSgd7,boogie-woogie;doo-wop;classic blues;blues;rockabilly;roots rock
joe walsh,joe walsh,joe walsh,joe walsh,Joe Walsh,5bDxAyJiTYBat1YnFJhvEK,classic rock;southern rock
joel corry,joel corry,joel corry,joel corry,Joel Corry,6DgP9otnZw5z6daOntINxp,dance pop
joel diamond,joel diamond,joel diamond,joel diamond,arranged by Joel Diamond,72V5H7P1PZlj8J5gbFzLCF,
joey b. ellis,joey b. ellis,joey b. ellis,joey b ellis,Joey B. Ellis,3enaYEWvKatANTbLxRVMaR,new jack swing
joey dee,joey dee,joey dee,joey dee,Joey Dee & The Starliters,5a1eYf2G4v4UKubimlfGAJ,doo-wop
joey heatherton,joey heatherton,joey heatherton,joey heatherton,Joey Heatherton,2ZIeThCJV4PpDwNr6lgSni,northern soul
joey kid,joey kid,joey kid,joey kid,Joey Kidney,6lmh39rgGhNXGkrNHKRlhO,spoken word
joey lawrence,joey lawrence,joey lawrence,joey lawrence,Joey Lawrence,4FsQzIQN32waEatAdYweSJ,new jack swing
joey mcintyre,joey mcintyre,joey mcintyre,joey mcintyre,Joey McIntyre,3SIW6eVIZSz9V05WsaKIr3,
joey powers,joey powers,joey powers,joey powers,Joey Powers,34zudYAaTtp0ulMMSpdcrc,adult standards
joey scarbury,joey scarbury,joey scarbury,joey scarbury,Joey Scarbury,5V9pNqcN25JXuH88g7lq2o,yacht rock
joey travolta,joey travolta,joey travolta,joey travolta,Joey Travolta,0srkA3boJm8wdqwBIOPfeD,
john,john,john,john,Cody Johnson,6zLBxLdl60ekBLpawtT63I,texas country;country;red dirt
john baldry,john baldry,john baldry,john baldry,Long John Baldry,5x9DWz6SpEVu9NgL8aktm2,uk r&b;northern soul
john barry,john barry,john barry,john barry,John Barry,7ctAOUlIAs7yuMODWE2Fyz,
john belushi,john belushi,john belushi,john belushi,John Belushi,74t3dvHCvHCs5Vcp9l7cvi,
john cafferty,john cafferty,john cafferty,john cafferty,John Cafferty & the Beaver Brown Band,5qwERxFiC8zCJvnVI8Zkl9,
john cougar,john cougar,john cougar,john cougar,John Cougar Melancolie & His Psychedelic Orchestra,5TZ2t4j4AZMn2BXN6wJbGk,
john cougar mellencamp,john cougar mellencamp,john cougar mellencamp,john cougar mellencamp,,,
john d. loudermilk,john d. loudermilk,john d. loudermilk,john d loudermilk,John D. Loudermilk,2uZxOKdDo7Uy4M0jDa9DNx,rockabilly;rock and roll
john davis,john davis,john davis,john davis,Davis John Patton,4BXF9pCPS864m8VMjuR4Pl,ambient folk;indie folk
john dawson read,john dawson read,john dawson read,john dawson read,John Dawson Read,7CjTlmzhi8DjyQiXX5i7Mx,
john denver,john denver,john denver,john denver,John Denver,7EK1bQADBoqbYXnT4Cqv9w,folk
john eddie,john eddie,john eddie,john eddie,Eddie Johns,5lm6ULGxxq8LD82j5Jp9P1,
john farnham,john farnham,john farnham,john farnham,John Farnham,1QxaPWG1POM8Ul6WwsHq4y,
john fogerty,john fogerty,john fogerty,john fogerty,John Fogerty,5ujCegv1BRbEPTCwQqFk6t,country rock
john forte,john forte,john forte,john forte,John Forte,1damanY48OjG8KZHLdsSNo,
john fred,john fred,john fred,john fred,John Fred and His Playboy Band,1JJQnWXsIpAKIvcWJGUtfg,
john gary,john gary,john gary,john gary,John Gary,7JZGn3cCxwdRIoudPO1kNL,adult standards;easy listening
john h,john h,john h,john h,Daryl Hall & John Oates,77tT1kLj6mCWtFNqiOmP9H,yacht rock;soft rock
john hunter,john hunter,john hunter,john hunter,Long John Hunter,7z5ixtgDexP9ffmFvFoRlW,blues;zydeco;modern blues;classic blues;blues rock
john kay,john kay,john kay,john kay,John Kay,3IJv5pAua8t2Q5FP79TXOt,acid rock
john kongos,john kongos,john kongos,john kongos,John Kongos,15KbeP35gI9t2vgYzwsTjj,glam rock
john lee hooker,john lee hooker,john lee hooker,john lee hooker,John Lee Hooker,1yNOfXGQNGjAynk77wv85x,blues;classic blues;blues rock;soul blues;country blues;jazz blues
john legend,john legend,john legend,john legend,John Legend,5y2Xq6xcjJb2jVM54GHK3t,soft pop;neo soul
john lennon,john lennon,john lennon,john lennon,John Lennon,4x1nvY2FN8jxqAFA0DA02H,christmas
john lennon/plastic ono b,john lennon/plastic ono b,john lennon/plastic ono b,john lennon plastic ono b,,,
john livigni,john livigni,john livigni,john livigni,,,
john mayall,john mayall,john mayall,john mayall,John Mayall & The Bluesbreakers,2ScuQMRWThcifBRIvNDFDC,blues;blues rock;classic blues
john mayer,john mayer,john mayer,john mayer,John Mayer,0hEurMDQu99nJRq8pTxO14,singer-songwriter
john mayer trio,john mayer trio,john mayer trio,john mayer trio,,,
john mellencamp,john mellencamp,john mellencamp,john mellencamp,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,classic rock
john michael montgomery,john michael montgomery,john michael montgomery,john michael montgomery,John Michael Montgomery,7mPcfx7PhnBh6n4HMCd61A,country;classic country
john miles,john miles,john miles,john miles,John Miles,16okCG5QlGiQ6fRr30H10t,
john morgan,john morgan,john morgan,john morgan,John Morgan,7FetIwKD9uIJFiUwdHfq6g,country
john newman,john newman,john newman,john newman,John Newman,34v5MVKeQnIo0CWYMbbrPf,
john o'banion,john o'banion,john obanion,john obanion,John O'Banion,3q143cJhNgGc8GUqJKOzcZ,aor;yacht rock;arena rock
john ono lennon,john ono lennon,john ono lennon,john ono lennon,John Winston Ono Lennon,54F8GGfffXH16IuG9JPsfl,
john parr,john parr,john parr,john parr,John Parricelli,55Ib86Ob0dKLELhJ1gvUri,french jazz;vocal jazz;bossa nova
john paul young,john paul young,john paul young,john paul young,John Paul Young,2wMcQIxzH2LYHJZNxo9FcN,
john phillips,john phillips,john phillips,john phillips,John Phillips,00N7C6gjoBIFUseqHgcy3D,
john rich,john rich,john rich,john rich,John Rich,51THHWH97iA2ISvNxUn6Gs,christian country
john roberts,john roberts,john roberts,john roberts,John Roberts,5HGXZdpWmmXoDqbCCsBlYt,
john rowles,john rowles,john rowles,john rowles,John Rowles,40f70JVK5anPhD3fGoXkra,
john schneider,john schneider,john schneider,john schneider,John Schneider,5dk1fnALF9pkgCllupjX2M,classic country;traditional country
john sebastian,john sebastian,john sebastian,john sebastian,John Sebastian,3FPF6tyBTP79pCCAJDcPft,yacht rock
john stewart,john stewart,john stewart,john stewart,John Stewart Eduri,3C27TE3ogOrBaZ2Kvd9QIf,
john taylor,john taylor,john taylor,john taylor,Johnnie Taylor,4OGuNAnRFWZOgOA2d51taz,blues;soul blues;footwork;zydeco;classic soul;soul
john travolta,john travolta,john travolta,john travolta,John Travolta,4hKkEHkaqCsyxNxXEsszVH,musicals
john valenti,john valenti,john valenti,john valenti,Johnny Valentine,2Gl2a6WfXvDy8TTsHPFOaI,
john w.,john w.,john w.,john w,John Williams,3dRfiJ2650SZu6GbydcHNb,soundtrack
john waite,john waite,john waite,john waite,John Waite,2TPyCsRoh2tjeZLTQ2ojlj,arena rock
john wesley ryles,john wesley ryles,john wesley ryles,john wesley ryles,John Wesley Ryles,6BdtiOcyUcmjVguhTkgCiq,classic country
john williams,john williams,john williams,john williams,John Williams,3dRfiJ2650SZu6GbydcHNb,soundtrack
john williams/jaws soundtrack,john williams/jaws soundtrack,john williams/jaws soundtrack,john williams jaws soundtrack,,,
johnnie,johnnie,johnnie,johnnie,Johnnie Guilbert,076Gy8u6GxUrHUxbaesJFC,emo
johnnie morisette,johnnie morisette,johnnie morisette,johnnie morisette,Johnnie Morisette,4cWccQkyh0amEhbSlfhYRt,boogie-woogie
johnnie ray,johnnie ray,johnnie ray,johnnie ray,Johnnie Ray,6SQKNCUKIWjR1pQ1U3PZZq,adult standards
johnnie taylor,johnnie taylor,johnnie taylor,johnnie taylor,Johnnie Taylor,4OGuNAnRFWZOgOA2d51taz,blues;soul blues;footwork;zydeco;classic soul;soul
johnnie taylor (the soul philosopher),johnnie taylor,johnnie taylor,johnnie taylor,Johnnie Taylor,4OGuNAnRFWZOgOA2d51taz,blues;soul blues;footwork;zydeco;classic soul;soul
johnny,johnny,johnny,johnny,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,classic country;outlaw country;country
johnny adams,johnny adams,johnny adams,johnny adams,Johnny Adams,24qtJegdRiX2TPRvPN6rzk,soul blues;blues
johnny beecher,johnny beecher,johnny beecher,johnny beecher,Louisiana Johnny & Kid Beecher,3ph0u63htOBYvhQUUzw9A9,classic blues
johnny bond,johnny bond,johnny bond,johnny bond,Johnny Bond,3oY80B5wwJ7TH3inVejOQ0,
johnny bristol,johnny bristol,johnny bristol,johnny bristol,Johnny Bristol,0F4yfY9manxJrgsfwbXdZa,classic soul;philly soul;motown;soul;northern soul
johnny burnette,johnny burnette,johnny burnette,johnny burnette,Johnny Burnette,3PrFCybHMqrcPls31JxoIl,doo-wop;rock and roll;rockabilly;motown
johnny cash,johnny cash,johnny cash,johnny cash,Johnny Cash,6kACVPfCOnqzgfEF5ryl0x,classic country;outlaw country;country
johnny caswell,johnny caswell,johnny caswell,johnny caswell,Johnny Caswell,5K3olUPdZjhVOUHV2HqmUQ,northern soul;philly soul
johnny crawford,johnny crawford,johnny crawford,johnny crawford,Johnny Crawford,48QdHdRanCXdBt6lygsDES,doo-wop
johnny cymbal,johnny cymbal,johnny cymbal,johnny cymbal,Johnny Cymbal,2lxV0uK5as9Fi6hFlW1Cgh,doo-wop;rockabilly
johnny ferguson,johnny ferguson,johnny ferguson,johnny ferguson,Johnny Ferguson,5ZbogEKxSeWA1yRxjEQaKU,indie pop
johnny gibson,johnny gibson,johnny gibson,johnny gibson,Johnny Gibson,42o30EsZDua3ocRwE5FOH7,
johnny gill,johnny gill,johnny gill,johnny gill,Johnny Gill,7oHzn7edwmrYClrPRINkbn,new jack swing;quiet storm
johnny guitar watson,johnny guitar watson,johnny guitar watson,johnny guitar watson,"Johnny ""Guitar"" Watson",6uB4Ax6mlzohDTLqLOJ6Vl,blues
johnny hates jazz,johnny hates jazz,johnny hates jazz,johnny hates jazz,Johnny Hates Jazz,6zpPKMhpOoG646kJgZ7RKf,new wave;synthpop
johnny horton,johnny horton,johnny horton,johnny horton,Johnny Horton,1bBZcz4jP7CoPlqpCFh4gz,classic country;rockabilly;honky tonk
johnny kemp,johnny kemp,johnny kemp,johnny kemp,Johnny Kemp,2u8hDu5KBMpvneOV8Th3LE,new jack swing
johnny lee,johnny lee,johnny lee,johnny lee,Johnny Lee,45rAZqRt5nUUMatQzk8qJu,classic country;country
johnny lytle,johnny lytle,johnny lytle,johnny lytle,Johnny Lytle,1YENA5yMZMS2ta6wzLKWPg,soul jazz;northern soul;hard bop;exotica
johnny maestro,johnny maestro,johnny maestro,johnny maestro,Johnny Maestro,1pXoY8oTJtPVGsrB4jmCRw,doo-wop
johnny maestro the voice of the crests,johnny maestro the voice of the crests,johnny maestro the voice of the crests,johnny maestro the voice of the crests,,,
johnny mathis,johnny mathis,johnny mathis,johnny mathis,Johnny Mathis,21LGsW7bziR4Ledx7WZ1Wf,christmas
johnny mathis/deniece williams,johnny mathis/deniece williams,johnny mathis/deniece williams,johnny mathis deniece williams,,,
johnny nash,johnny nash,johnny nash,johnny nash,Johnny Nash,0nAVvgfE9yI4DwvMiYwk8a,
johnny o,johnny o,johnny o,johnny o,Santo & Johnny,4hGjngc0tPOBwTgTPci3IK,surf rock;exotica
johnny otis,johnny otis,johnny otis,johnny otis,Johnny Otis,5PGt6fQNjLKhYYeGLWKWcM,doo-wop;rockabilly;jazz blues
johnny paycheck,johnny paycheck,johnny paycheck,johnny paycheck,Johnny Paycheck,0DchahWJGQqrqr8PMM5zQD,outlaw country;classic country;honky tonk;country;traditional country
johnny preston,johnny preston,johnny preston,johnny preston,Johnny Preston,1B8n8vtEeexQ5NKehHTkeo,rockabilly;doo-wop
johnny restivo,johnny restivo,johnny restivo,johnny restivo,Johnny Restivo,0RHOoF3Gk8xeWJyozvvvle,rockabilly
johnny rivers,johnny rivers,johnny rivers,johnny rivers,Johnny Rivers,3TiISqKS6ESlMQ4WFfZJw2,
johnny rodriguez,johnny rodriguez,johnny rodriguez,johnny rodriguez,Johnny Rodriguez,5hYruMimtF8axJGLsFpfoU,classic country;traditional country;outlaw country;honky tonk
johnny sea,johnny sea,johnny sea,johnny sea,Johnny Seaton,5T0MQXfDFUvmYE2rwnHZaf,musicals
johnny t. angel,johnny t. angel,johnny t. angel,johnny t angel,Johnny Angel & The Creations,0qxEiIFMkJnUNCAaqxMpli,
johnny thunder,johnny thunder,johnny thunder,johnny thunder,Johnny Thunders & The Heartbreakers,1SrtY5x33d2gF27chigCGg,proto-punk;punk;glam rock
johnny tillotson,johnny tillotson,johnny tillotson,johnny tillotson,Johnny Tillotson,36msvw9B10rxW90NSQ2794,doo-wop
johnny wakelin,johnny wakelin,johnny wakelin,johnny wakelin,Johnny Wakelin,7s8sBDHfKZL7gFBtdObnTm,
johnny williams,johnny williams,johnny williams,johnny williams,Johnny Williams,2u6sTEhZMp9PgpEPYn4Sry,philly soul;northern soul
