artist,l1,l2,l3,matched_name,spotify_artist_id,genres
the simpsons,the simpsons,the simpsons,the simpsons,The Simpsons,7r0Otd9dEStSVIxJ02ml5a,
the singing belles,the singing belles,the singing belles,the singing belles,Anthony and the Singing Sleigh Belles,20CuNhbyCp6niPzIlzizsn,
the singing nun (soeur sourire),the singing nun,the singing nun,the singing nun,The Singing Nun (Soeur Sourire),6IXxyuP3QA8yla9rF1on6b,
the ska kings,the ska kings,the ska kings,the ska kings,Byron Lee And The Ska Kings,4YVZxXrE2WNeq8WWsWnjIC,
the skyliners,the skyliners,the skyliners,the skyliners,The Skyliners,4JeG1IusHcsL2owYnsJ7wk,doo-wop
the slades,the slades,the slades,the slades,The Slades,0j0Z5OJJ0kKHcmy1zIujYA,doo-wop
the smashing pumpkins,the smashing pumpkins,the smashing pumpkins,the smashing pumpkins,The Smashing Pumpkins,40Yq4vzPs9VNUrIBG5Jr2i,alternative rock;rock
the smithereens,the smithereens,the smithereens,the smithereens,The Smithereens,06KgaEpSluofkcChSo7TNr,power pop;jangle pop;new wave
the smoke ring,the smoke ring,the smoke ring,the smoke ring,Dreamer & the Smoke Rings,1jyICbvVctWzNjJcv1PsL6,riot grrrl
the smothers brothers,the smothers brothers,the smothers brothers,the smothers brothers,The Smothers Brothers,5ugjlc51azqrMoBLLbOnIg,comedy
the sons of champlin,the sons of champlin,the sons of champlin,the sons of champlin,The Sons Of Champlin,3LmdSHbQzMs8ZL0GVGpwXb,yacht rock;aor
the sop,the sop,the sop,the sop,Sophie and the Giants,4FrXHrpbDLNyO3pbVv8RmF,
the soul children,the soul children,the soul children,the soul children,The Soul Children,74keeJdeVxqce4qJFj6WGx,classic soul;soul
the soul clan,the soul clan,the soul clan,the soul clan,The Soul Clan,7wxXe95YeLjzgNYhK7BIlK,
the soul sisters,the soul sisters,the soul sisters,the soul sisters,Lady BeYou & the Soul Flame Sisters,0v62jJ2rvyVfNE55urS15c,soul blues
the soulful strings,the soulful strings,the soulful strings,the soulful strings,The Soulful Strings,5dv46qmJu6ObT0huPRuN2c,northern soul;acid rock
the sounds of blackness,the sounds of blackness,the sounds of blackness,the sounds of blackness,,,
the soup dragons,the soup dragons,the soup dragons,the soup dragons,The Soup Dragons,5BEYGWk6aPdNXxBx9pwU8S,madchester;britpop
the south side movement,the south side movement,the south side movement,the south side movement,The South Side Movement,0tFwoPbPo2weOozdTokWJO,
the souther,the souther,the souther,the souther,The Southern Belle,7b5QwOkTlJ9LVWJfofwAWV,jazz
the spacemen,the spacemen,the spacemen,the spacemen,The Spacemen,4nVSrhAF4KS1l3oOMXZv4S,indorock
the spats,the spats,the spats,the spats,THE SPATSMAN,2FB2FPJ7A0tCKBXhKl145i,ska
the spellbinders,the spellbinders,the spellbinders,the spellbinders,The Spellbinders,2Wzja2jxZnsEa22GH7VzZA,northern soul;classic soul;motown
the spencer davis group,the spencer davis group,the spencer davis group,the spencer davis group,The Spencer Davis Group,3i9hP422d2KMjaupTzBNVS,proto-punk
the spinners,the spinners,the spinners,the spinners,The Spinners,5fbhwqYYh4YwUoEs582mq5,philly soul;motown;classic soul;soul;northern soul
the spokesmen,the spokesmen,the spokesmen,the spokesmen,The Spokesmen,0yNy4CEOY4IqNGqCTf97dZ,
the sports,the sports,the sports,the sports,THE SPORTS,78n9nsu9Z5URFwrV32Wokk,power pop
the springfields,the springfields,the springfields,the springfields,The Springfields,4kwCLM6VuDfkyWAyn9xFlq,jangle pop
the st,the st,the st,the st,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,
the stairsteps,the stairsteps,the stairsteps,the stairsteps,The Five Stairsteps,3Inrg8cs8oc4q8oPES4a6S,
the staple singers,the staple singers,the staple singers,the staple singers,The Staple Singers,7xGGqA85UIWX1GoTVM4itC,soul;motown;classic soul
the star wars intergalactic droid choir,the star wars intergalactic droid choir,the star wars intergalactic droid choir,the star wars intergalactic droid choir,,,
the starlets,the starlets,the starlets,the starlets,The Starlets,0nRUxOFz2nuICx2msYCmnj,garage rock;proto-punk
the statler brothers,the statler brothers,the statler brothers,the statler brothers,The Statler Brothers,5PSWc8Y94zFsAtZlTe7ipI,christian country;southern gospel;classic country;traditional country
the statues,the statues,the statues,the statues,Statues Of The Aliens,1bgDzjzG6LU6Yu2ADWYylm,
the status quo,the status quo,the status quo,the status quo,,,
the steelers,the steelers,the steelers,the steelers,The Steelers,1hGmPIM0NzXSVJu3XlA4se,iskelmä;northern soul;finnish rock
the stereos,the stereos,the stereos,the stereos,The Stereoscopic Orchestra,5zySBVHtKqoLtvVJa0KYxk,
the steve gibbons b,the steve gibbons b,the steve gibbons b,the steve gibbons b,The Steve Gibbons Band,3T0e5wMm4RZE0LMiFsPRq1,
the steve miller b,the steve miller b,the steve miller b,the steve miller b,,,
the stompers,the stompers,the stompers,the stompers,The Village Stompers,052sD9jNgGqNAKlYmCAiD8,
the storm,the storm,the storm,the storm,The Stormwater,01c7DohUs02BwUDAyxzTUU,
the strangeloves,the strangeloves,the strangeloves,the strangeloves,The Strangeloves,4NMkJqM1SsQP3gk81cqk6K,garage rock;proto-punk
the strangers,the strangers,the strangers,the strangers,Merle Haggard & The Strangers,3mSAqBoXQgdlpwzWsIgBzL,classic country;outlaw country;honky tonk;traditional country;country
the string-a-longs,the string-a-longs,the string-a-longs,the string a longs,The String-A-Longs,7CG3fjmCcZHXOnxYrpgE6W,surf rock;indorock
the strokes,the strokes,the strokes,the strokes,The Strokes,0epOFNiUfyON9EYx7Tpr6V,garage rock;indie rock;alternative rock
the strollers,the strollers,the strollers,the strollers,Rand Parker & The Strollers,5RCwmA0INb54cCOmFZodgU,rockabilly
the style council,the style council,the style council,the style council,The Style Council,3loflELg7MzgrOyNqERolN,
the stylistics,the stylistics,the stylistics,the stylistics,The Stylistics,2O0Hw1WSMbskB5tD9aWah3,philly soul;classic soul;motown;quiet storm
the sunglows,the sunglows,the sunglows,the sunglows,Sunny & The Sunglows,0s4lAMIrmAdSrf8TPfU13O,tejano
the sunrays,the sunrays,the sunrays,the sunrays,Dandelion in the Sunrays,7GEtYbGyW92XhCKQf2Xanw,
the sunshine b,the sunshine b,the sunshine b,the sunshine b,KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,disco
the sunshine company,the sunshine company,the sunshine company,the sunshine company,The Sunshine Company,4Fdp70hK2NKhAcrI22XgfG,baroque pop
the superbs,the superbs,the superbs,the superbs,The Superbs,7skNRvdwTKOfCyHML9NZsG,northern soul;classic soul;doo-wop
the supremes,the supremes,the supremes,the supremes,The Supremes,57bUPid8xztkieZfS7OlEV,motown;northern soul;classic soul;soul
the surfaris,the surfaris,the surfaris,the surfaris,The Surfaris,6gZVflqhSHhG3MjYrf1dOv,surf rock
the swallows,the swallows,the swallows,the swallows,The Swallows,2KL7KDeEPo4rOiM94NaWrq,doo-wop;indorock;boogie-woogie;swing music
the swans,the swans,the swans,the swans,The Wild Swans,63yEaRONzlJVu1ozymo4Fk,new wave;jangle pop;post-punk
the sweet,the sweet,the sweet,the sweet,The Sweetgreens,106pccUBSkmw5RR27vUT2N,jazz
the sweet inspirations,the sweet inspirations,the sweet inspirations,the sweet inspirations,The Sweet Inspirations,1wonEkTZkBGYq7J4w56yZl,classic soul;soul;philly soul
the swell season (glen hansard,the swell season (glen hansard,the swell season (glen hansard,the swell season glen hansard,,,
the swingin' medallions,the swingin' medallions,the swingin medallions,the swingin medallions,The Swingin' Medallions,1z53qNFpD23ucu5R20Q9Cq,garage rock
the swinging blue jeans,the swinging blue jeans,the swinging blue jeans,the swinging blue jeans,The Swinging Blue Jeans,5gNduPlUGHsgy1w7f71obH,
the swon brothers,the swon brothers,the swon brothers,the swon brothers,The Swon Brothers,1nf0nRF0W4ybnJdda00pKY,christian country;country
the sylvers,the sylvers,the sylvers,the sylvers,The Sylvers,0efkWb9xKhT6H0E7kgSjFK,disco
the system,the system,the system,the system,The System,67NN7SgdxKesGnxZOB8YeX,post-disco;new jack swing
the t-bones,the t-bones,the t-bones,the t bones,St. Paul & The Broken Bones,4fXkvh05wFhuH77MfD4m9o,retro soul
the t.s.u. toronadoes,the t.s.u. toronadoes,the t.s.u. toronadoes,the t s u toronadoes,The T.S.U. Toronadoes,4bGpAHLCHpSerD8qZlisgr,northern soul
the tams,the tams,the tams,the tams,The Tams,4FSD5qtm70EBsOiLMN2eEe,northern soul;motown;classic soul
the tarney/spencer b,the tarney/spencer b,the tarney/spencer b,the tarney spencer b,The Tarney/Spencer Band,3dm4xZJn57Vc6acgrbXLdQ,
the tassels,the tassels,the tassels,the tassels,The Tassels,7KWF9od7EBdwXaIjHW6zhx,doo-wop
the te,the te,the te,the te,The Temper Trap,4W48hZAnAHVOC2c8WH8pcq,
the teddy bears,the teddy bears,the teddy bears,the teddy bears,The Teddy Bears,4JFunELhYa3ZrJnSWAZl3W,
the tee set,the tee set,the tee set,the tee set,,,
the tempos,the tempos,the tempos,the tempos,The Tempos,6vWc4bf4L0lLPEzkXPE2vm,northern soul;doo-wop
the temprees,the temprees,the temprees,the temprees,The Temprees,3RTmjg2aicwP3HFZP760BU,
the temptations,the temptations,the temptations,the temptations,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,motown;classic soul;soul
the third rail,the third rail,the third rail,the third rail,The Third Rail,0sgy0an6YHuBJDOf0K8lPK,
the thirteenth floor elevators,the thirteenth floor elevators,the thirteenth floor elevators,the thirteenth floor elevators,,,
the three degrees,the three degrees,the three degrees,the three degrees,The Three Degrees,2zpFG5cvw00QmrYTUsjApa,philly soul;disco;motown
the three g's,the three g's,the three gs,the three gs,Gene Harris & The Three Sounds,7wpE9ePlaLVOdFrSs9BX8B,soul jazz;jazz funk;jazz
the time,the time,the time,the time,The Time,1EgGVV9cmmlLEsFlunjmvv,funk;funk rock;post-disco
the timelords,the timelords,the timelords,the timelords,The Timelords,54WvhTxDLZMlQYfbl4M1Cp,acid house
the timetones,the timetones,the timetones,the timetones,The Timetones,4e4HSlRxKSMGJDI0GiipBq,doo-wop
the ting tings,the ting tings,the ting tings,the ting tings,The Ting Tings,2wvUfjKGoXvcnDHq7GgMOa,alternative dance
the tokens,the tokens,the tokens,the tokens,The Tokens,1GAJzApRTMmYZ9EjQ91VOy,doo-wop
the tommy dorsey orchestra,the tommy dorsey orchestra,the tommy dorsey orchestra,the tommy dorsey orchestra,Members of The Original Tommy Dorsey Orchestra,5SZGqdXREdaJhblj88uMCX,big band;swing music
the tommy dorsey orchestra starring warren covington,the tommy dorsey orchestra starring warren covington,the tommy dorsey orchestra starring warren covington,the tommy dorsey orchestra starring warren covington,,,
the tony rich project,the tony rich project,the tony rich project,the tony rich project,The Tony Rich Project,7uwPrVdjss0FyCCTzpLx5A,quiet storm
the tornadoes,the tornadoes,the tornadoes,the tornadoes,The Tornadoes,3L6UEvPrH9ENXU94fYxNlT,surf rock
the tourists,the tourists,the tourists,the tourists,Michael Barrow & the Tourists,1mhe70fSiQDyc16JVlhBUE,indie folk
the toy dolls,the toy dolls,the toy dolls,the toy dolls,The Toy Dolls,747P2pvOwW22iRcFS9zQDv,punk;ska punk
the toys,the toys,the toys,the toys,THE TOYS,5pokGZ1K9Hr6etaKPDxSG8,thai pop;t-pop;thai hip hop
the tractors,the tractors,the tractors,the tractors,The Tractors,4cORFIWQylRGyJX9lYnqk9,
the trade winds,the trade winds,the trade winds,the trade winds,The Trade Winds,31AImzoiPLZCHUvl344aA1,
the tradewinds,the tradewinds,the tradewinds,the tradewinds,The Tradewinds,49DKvKvaMet16JVLEY5aYu,baroque pop
the traits,the traits,the traits,the traits,Roy Head And The Traits,30rTY7YT6tAoAUoGJXQBqQ,
the trammps,the trammps,the trammps,the trammps,The Trammps,1zgNpeHQe8GulzfVkYP2VK,disco;philly soul;northern soul
the trashmen,the trashmen,the trashmen,the trashmen,The Trashmen,5QEA3sofVt5QckQA6QX2nN,surf rock;proto-punk
the tree swingers,the tree swingers,the tree swingers,the tree swingers,,,
the tremeloes,the tremeloes,the tremeloes,the tremeloes,The Tremeloes,2VL8sLEJ6lHEwocjc1pN9w,
the triplets,the triplets,the triplets,the triplets,The Haden Triplets,1TC6x7p5Ey9cyuCxhUxMTN,americana
the troggs,the troggs,the troggs,the troggs,The Troggs,57xdnSVt4ahJCIXYLieQ25,proto-punk
the trolls,the trolls,the trolls,the trolls,The Pop Trolls,2ossO7Sa8OJ0D0PQjSF1cQ,children's music
the trumpeteers,the trumpeteers,the trumpeteers,the trumpeteers,The Trumpeteers,6V98eDTOMAkAIaarYvV3eI,gospel
the truth,the truth,the truth,the truth,The Undisputed Truth,2tkwWmcZOQPNbbIdknfBsw,motown;classic soul
the tubes,the tubes,the tubes,the tubes,The Tubes,7zfhej6FnVXN9LIXs6dcoK,
the tuesdays,the tuesdays,the tuesdays,the tuesdays,The Tuesdays,7jCxpWqwA1mawor6DkT3Gi,
the tune rockers,the tune rockers,the tune rockers,the tune rockers,The Tune Rockers,13oRnp1gAqHi5rHvPH5Nqw,
the turtles,the turtles,the turtles,the turtles,The Turtles,2VIoWte1HPDbZ2WqHd2La7,
the tymes,the tymes,the tymes,the tymes,The Tymes,0a1BmEq1mZ5ufKMC2fsziR,northern soul;philly soul;doo-wop;motown
the u-krew,the u-krew,the u-krew,the u krew,DJ Dee Bee & The Bee Zee Krew,6gFiQSQSkkNUAzlOItmdqh,
the undisputed truth,the undisputed truth,the undisputed truth,the undisputed truth,The Undisputed Truth,2tkwWmcZOQPNbbIdknfBsw,motown;classic soul
the unifics,the unifics,the unifics,the unifics,The Unifics,4ioPxwNlBcCSH3tXAtZgn3,
the union gap,the union gap,the union gap,the union gap,Gary Puckett & The Union Gap,4asCC4oxQcDzFXhCth2SgQ,
the uniques,the uniques,the uniques,the uniques,The Uniques,1EV3e39He1WLxcD1EjluLb,rocksteady;reggae;lovers rock;ska
the unknowns,the unknowns,the unknowns,the unknowns,The Unknowns,5Exxmu0wPoSw8Vo7jKoXD2,egg punk;garage rock
the upbeats,the upbeats,the upbeats,the upbeats,The Upbeats,5fbq6W6HAncSYaFtlQi7fF,drum and bass;drumstep;liquid funk;jungle
the used,the used,the used,the used,The Used,55VydwMyCuGcavwPuhutPL,emo;screamo;post-hardcore;pop punk
the vacels,the vacels,the vacels,the vacels,The Vacels,6QwHTIijd1PAGyOGoTkV3t,doo-wop
the valentinos,the valentinos,the valentinos,the valentinos,The Valentinos,0n8GWTNsS9bnb4ZMUKg5VH,northern soul;doo-wop
the valentinos (the lovers),the valentinos,the valentinos,the valentinos,The Valentinos,0n8GWTNsS9bnb4ZMUKg5VH,northern soul;doo-wop
the van dykes,the van dykes,the van dykes,the van dykes,Vickie & The Van Dykes,3aDPVpgc5RPqUCg1CaZwa8,
the vanilla fudge,the vanilla fudge,the vanilla fudge,the vanilla fudge,,,
the vapors,the vapors,the vapors,the vapors,The Vapors,4K3NWDwBIxgktui14SccR2,new wave;power pop
the vejtables,the vejtables,the vejtables,the vejtables,The Vejtables,6suPCvmAYievmyQH29fvsj,acid rock;garage rock;psychedelic rock
the velaires,the velaires,the velaires,the velaires,The Velaires,3oGBgXFdqhY5ozYtIX7QlC,doo-wop
