artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,genre_main,inferred_from,confidence
better than ezra,better than ezra,better than ezra,better than ezra,Better Than Ezra,4UuoJfJ9UybJft7a8E6UHX,,,none,0.0
betty boo,betty boo,betty boo,betty boo,Betty Booom,0MCy2uUaKHn4iNMAih50Vg,electro swing;swing music,Electronic,direct,1.0
betty everett,betty everett,betty everett,betty everett,Betty Everett,53jXEVVJtpaWVQ3ffvhDtl,doo-wop;motown;northern soul,RnB,direct,1.0
betty harris,betty harris,betty harris,betty harris,Betty Harris,5uwRBFpU9SQ9s2Us0nlXkk,northern soul;soul;soul jazz,RnB,direct,1.0
betty johnson,betty johnson,betty johnson,betty johnson,Betty Johnson,7n5Rqy8aTEBgVUlTo79EKY,adult standards,Other,direct,1.0
betty madigan,betty madigan,betty madigan,betty madigan,Betty Madigan,6RW0WlYW12qTl5Q6pTO6yu,doo-wop;vocal jazz,Jazz,direct,1.0
betty wright,betty wright,betty wright,betty wright,Betty Wright,0PDqlUGugF5Jt6DZyATvfz,classic soul;soul,RnB,direct,1.0
bettye swann,bettye swann,bettye swann,bettye swann,Bettye Swann,0g3EsNvUCwgpsdkAiIC50W,classic soul;northern soul;soul,RnB,direct,1.0
beverly bremers,beverly bremers,beverly bremers,beverly bremers,Beverly Bremers,3vEVgsh6o19GprjHAZMgFo,,,none,0.0
beyonce,beyonce,beyonce,beyonce,Beyoncé,6vWDO969PvNqNYHIOW5v0m,,,none,0.0
bhad bhabie,bhad bhabie,bhad bhabie,bhad bhabie,Bhad Bhabie,7DuTB6wdzqFJGFLSH17k8e,,,none,0.0
bia,bia,bia,bia,BIA,6veh5zbFpm31XsPdjBgPER,,,none,0.0
biddu orchestra,biddu orchestra,biddu orchestra,biddu orchestra,Biddu Orchestra,0lUimvAVToyIQxJ4nLQmGc,,,none,0.0
big,big,big,big,Artist Invisible,1pCnl9PbA9JaffWHMiSXuT,,,none,0.0
big audio,big audio,big audio,big audio,Big Audio Dynamite,7hqZBHSgDs1odG9aupMzEI,alternative dance;new wave,Other,direct,1.0
big bopper,big bopper,big bopper,big bopper,The Big Bopper,2gNK2HAaLVz5DZoD2moDQj,doo-wop;rock and roll;rockabilly,Rock,direct,1.0
big brother,big brother,big brother,big brother,Big Brother & The Holding Company,4J69yWrKwWJgjv3DKTZcGo,acid rock;psychedelic rock,Rock,direct,1.0
big bub,big bub,big bub,big bub,Big Bub,3CgFQVOvg4sK8vaGtXPIJ4,new jack swing;quiet storm,RnB,direct,1.0
big country,big country,big country,big country,Big Country,1h8YIw9HLr6E8gdXVDRbVJ,celtic rock;new wave,Rock,direct,1.0
big daddy kane,big daddy kane,big daddy kane,big daddy kane,Big Daddy Kane,6futYSDVulYR2PktBjTB5W,east coast hip hop;hardcore hip hop;old school hip hop,HipHop,direct,1.0
big dee irwin (,big dee irwin (,big dee irwin (,big dee irwin,Big Dee Irwin,266kUpRv0Ukfh9bKq8HGGa,,,none,0.0
big jay mcneely,big jay mcneely,big jay mcneely,big jay mcneely,Big Jay McNeely,5K3FOIJ4gEZlPaJJpqaXmm,,,none,0.0
big maybelle,big maybelle,big maybelle,big maybelle,Big Maybelle,7yJXicqUOMPY5Iofua29C0,blues;classic blues;doo-wop;northern soul,RnB,direct,1.0
big mountain,big mountain,big mountain,big mountain,Big Mountain,0Jeckitay8SbvKwqAzWuYH,reggae,Reggae,direct,1.0
big noise,big noise,big noise,big noise,Big Brown Noise,41tNWQ91I3IZ5q6LGOKbsx,,,none,0.0
big pig,big pig,big pig,big pig,Big Pig,5Z7pOsavFP8sACkWxYHMW1,,,none,0.0
big punisher,big punisher,big punisher,big punisher,Big Punisher,1ZpECwDnMRyktkAodhEhBM,,,none,0.0
big red machine,big red machine,big red machine,big red machine,Big Red Machine,7gXy60xRcwYujBFoYHnR2O,,,none,0.0
big ric,big ric,big ric,big ric,Big & Rich,0oBEeN6BCxEgMogzThqrPf,country,Country,direct,1.0
big sambo,big sambo,big sambo,big sambo,BIG SAMBO,6CF2cnJ4rQXq9xJiko8cn8,,,none,0.0
big sean,big sean,big sean,big sean,Big Sean,0c173mlxpT3dSFRgMO8XPh,,,none,0.0
big sister,big sister,big sister,big sister,BIG SISTER,47V5PmiM2OZbksll1O7se1,hyperpop,Pop,direct,1.0
big time rush,big time rush,big time rush,big time rush,Big Time Rush,0GWCNkPi54upO9WLlwjAHd,,,none,0.0
big trouble,big trouble,big trouble,big trouble,Big Troubles,7F1hdAobwKwhcekY05whSI,,,none,0.0
big tymers,big tymers,big tymers,big tymers,Big Tymers,4jWGfUCFeTu5e0wprRhHXR,crunk;new orleans bounce;southern hip hop,HipHop,direct,1.0
bilal,bilal,bilal,bilal,Bilal,4jCbgl5Dmt3uOh8WRQfpPs,neo soul,RnB,direct,1.0
bill,bill,bill,bill,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
bill amesbury,bill amesbury,bill amesbury,bill amesbury,,,,,none,0.0
bill black's combo,bill black's combo,bill blacks combo,bill blacks combo,Bill Black's Combo,45iwrW9MTdauua4etsP41U,northern soul,RnB,direct,1.0
bill br,bill br,bill br,bill br,Billy Bragg,5yXAFDZNUNyO92l5WTImkO,alt country;americana;anti-folk;folk punk;singer-songwriter,Country,direct,1.0
bill champlin,bill champlin,bill champlin,bill champlin,Bill Champlin,5pLqzTJecAKKbWw0MrDASt,aor;arena rock;soft rock;yacht rock,Rock,direct,1.0
bill conti,bill conti,bill conti,bill conti,Bill Conti,272ygo5fv9cYsiCLcV0HV2,,,none,0.0
bill cosby,bill cosby,bill cosby,bill cosby,Bill Cosby,4JeqRr8Upw5uxLEu6jgIRm,comedy;spoken word,Other,direct,1.0
bill deal,bill deal,bill deal,bill deal,Bill Deal & The Rhondels,7N1nE4LMW0sC06h4mLct2i,,,none,0.0
bill doggett,bill doggett,bill doggett,bill doggett,Bill Doggett,6xGdsn4r7laoQDz0zbm1nY,soul jazz,RnB,direct,1.0
bill engvall,bill engvall,bill engvall,bill engvall,Bill Engvall,1sCa5KANHoHo4NuGextoI9,comedy,Other,direct,1.0
bill haley,bill haley,bill haley,bill haley,Bill Haley & His Comets,3MFp4cYuYtTZe3d3xkLLbr,doo-wop;rock and roll;rockabilly,Rock,direct,1.0
bill labounty,bill labounty,bill labounty,bill labounty,Bill LaBounty,7F81AqbZ2eUSjf9FpVptwO,aor;soft rock;yacht rock,Rock,direct,1.0
bill medley,bill medley,bill medley,bill medley,Bill Medley,1XE70WwxhnrXNAJYQQ9ygx,,,none,0.0
bill parsons,bill parsons,bill parsons,bill parsons,Bill Parsons,4yALO4VjeIzGg9c73sLWGL,rockabilly,Rock,direct,1.0
bill pursell,bill pursell,bill pursell,bill pursell,Bill Pursell,1kuS9H3D0hmnPHIa96VAS9,,,none,0.0
bill quateman,bill quateman,bill quateman,bill quateman,Bill Quateman,3I1mRytDvAfQIkNtIjZLWW,aor;arena rock;yacht rock,Rock,direct,1.0
bill wray,bill wray,bill wray,bill wray,Billy Wray,5QqBWoREt9K8sF81QLEbrT,,,none,0.0
bill wyman,bill wyman,bill wyman,bill wyman,Bill Wyman,5TKEKLhk0wTKM5m61BtKQC,,,none,0.0
billie eilish,billie eilish,billie eilish,billie eilish,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,,,none,0.0
billie jo spears,billie jo spears,billie jo spears,billie jo spears,Billie Jo Spears,3Xt0yrWeurmp48fodXqMWf,classic country;traditional country,Country,direct,1.0
billie myers,billie myers,billie myers,billie myers,Billie Myers,2ZqXK2gIDbfE7aOvkNObPW,,,none,0.0
billie ray martin,billie ray martin,billie ray martin,billie ray martin,Billie Ray Martin,3GCuuMLMs37izZ3q5vFpcX,,,none,0.0
billie sans,billie sans,billie sans,billie sans,Billie Sans,3uGlCdqazZuNNTvxnz7K3i,,,none,0.0
billy,billy,billy,billy,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,Rock,direct,1.0
billy abbott,billy abbott,billy abbott,billy abbott,Billy Abbott And The Jewels,6RUNziyND3H4wQTD3lvbKb,doo-wop;philly soul,RnB,direct,1.0
billy bl,billy bl,billy bl,billy bl,Blackjack Billy,0kGFplMt0ZXkae40T5EVZ7,country;country rock,Rock,direct,1.0
billy burnette,billy burnette,billy burnette,billy burnette,Billy Burnette,596pF0tYoKyJCgI4WLTLs4,psychobilly;rockabilly,Rock,direct,1.0
billy butler,billy butler,billy butler,billy butler,Billy Butler,1nWzeAq1znj206rT3xWdwt,acid jazz;classic soul;motown;northern soul;soul jazz,RnB,direct,1.0
billy crash craddock,billy crash craddock,billy crash craddock,billy crash craddock,Billy 'Crash' Craddock,4Se104PDIxemxBgtWynyIq,classic country;rockabilly;traditional country,Rock,direct,1.0
billy crystal,billy crystal,billy crystal,billy crystal,Billy Crystal,4obZSxPoSs6iedmMKPzhwh,,,none,0.0
billy currington,billy currington,billy currington,billy currington,Billy Currington,1By9QBFnjZAoI83BZppHlt,acoustic country;country,Country,direct,1.0
billy dean,billy dean,billy dean,billy dean,Billy Dean,3cMyqwpNT2D8f0WuaRzzZX,classic country,Country,direct,1.0
billy edd wheeler,billy edd wheeler,billy edd wheeler,billy edd wheeler,Billy Edd Wheeler,5646lgm2HV2yioE8VhbzG7,,,none,0.0
billy falcon,billy falcon,billy falcon,billy falcon,Billy Falcon,0DdF4n9hzGsLAEv3rSeaZY,aor,Other,direct,1.0
billy gilman,billy gilman,billy gilman,billy gilman,Billy Gilman,6OqQbeNe7Pi7Zi7SNTi9ko,,,none,0.0
billy grammer,billy grammer,billy grammer,billy grammer,Billy Grammer,33OmSxFFBOPQL3AcoAFAmA,classic country;traditional country,Country,direct,1.0
billy graves,billy graves,billy graves,billy graves,Billy Graves,4fJGz8hNr7Cx8k0n2YvptH,,,none,0.0
billy idol,billy idol,billy idol,billy idol,Billy Idol,7lzordPuZEXxwt9aoVZYmG,,,none,0.0
billy j. kramer,billy j. kramer,billy j. kramer,billy j kramer,Billy J. Kramer,3qL4moFMePG5zA87tLcCOM,,,none,0.0
billy joe,billy joe,billy joe,billy joe,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,Rock,direct,1.0
billy joe royal,billy joe royal,billy joe royal,billy joe royal,Billy Joe Royal,4WFTfNjxQYskBioYk39r9n,northern soul,RnB,direct,1.0
billy joel,billy joel,billy joel,billy joel,Billy Joel,6zFYqv1mOsgBRQbae3JJ9e,soft rock,Rock,direct,1.0
billy lawrence,billy lawrence,billy lawrence,billy lawrence,Billy Lawrence,4d7h2InTvZxOd2JC3EBDLe,new jack swing,RnB,direct,1.0
billy lee riley,billy lee riley,billy lee riley,billy lee riley,Billy Lee Riley,0a85EJEd3a9RGM9ops09rZ,psychobilly;rock and roll;rockabilly,Rock,direct,1.0
billy lemmons,billy lemmons,billy lemmons,billy lemmons,,,,,none,0.0
billy ocean,billy ocean,billy ocean,billy ocean,Billy Ocean,5IDs1CK15HegSAhGEbSYXo,yacht rock,Rock,direct,1.0
billy paul,billy paul,billy paul,billy paul,Billy Paul,187xgSpsFH8mMbAcoCW0zE,classic soul;motown;philly soul;soul,RnB,direct,1.0
billy preston,billy preston,billy preston,billy preston,Billy Preston,0IecGJbdBeYSOVtSPRehh5,motown,Other,direct,1.0
billy rankin,billy rankin,billy rankin,billy rankin,The Premier League (featuring Billy Rankin),7pfRtoaFrV3abB8H3cUtzA,,,none,0.0
billy ray cyrus,billy ray cyrus,billy ray cyrus,billy ray cyrus,Billy Ray Cyrus,60rpJ9SgigSd16DOAG7GSa,,,none,0.0
billy satellite,billy satellite,billy satellite,billy satellite,Billy Satellite,5O6dfdQv3wRix2wh7s2tj9,aor;arena rock,Rock,direct,1.0
billy squier,billy squier,billy squier,billy squier,Billy Squier,3Fz2GbraVXhcpXnoi2Oe1r,aor;classic rock,Rock,direct,1.0
billy stewart,billy stewart,billy stewart,billy stewart,Billy Stewart,21llKqnS025UdaAMslJS4J,classic soul,RnB,direct,1.0
billy storm,billy storm,billy storm,billy storm,Billy Storm & the Tempests,0sGfhvvBnSjXhv2mhjSzYQ,northern soul,RnB,direct,1.0
billy strange,billy strange,billy strange,billy strange,Billy Strange,4q3t7t2bWgFdiYgfXyj0It,,,none,0.0
billy swan,billy swan,billy swan,billy swan,Billy Swan,6nNkKMkPl1qBCEW3Al9eVV,,,none,0.0
billy thorpe,billy thorpe,billy thorpe,billy thorpe,Billy Thorpe,3XGBZeimYdPt1rLdy0JqrQ,,,none,0.0
billy thunderkloud,billy thunderkloud,billy thunderkloud,billy thunderkloud,,,,,none,0.0
billy vaughn,billy vaughn,billy vaughn,billy vaughn,Billy Vaughn,6ZzOIAEw7joAghyA80c6D0,big band;easy listening;orchestral,Classical,direct,1.0
billy vera,billy vera,billy vera,billy vera,Billy Vera & The Beaters,1QQBo7mfkehMjDfz1tj5Pq,,,none,0.0
billy walker,billy walker,billy walker,billy walker,Billy Walker,0wOnokuOcSoYAUZN6jmpDc,classic country;honky tonk;traditional country,Country,direct,1.0
billy williams,billy williams,billy williams,billy williams,Billy Williams,7ceeHyhYS3BEfprSJX9WwT,adult standards,Other,direct,1.0
bimbo jet,bimbo jet,bimbo jet,bimbo jet,I Bimbo Jet,7jzch9zZyaSq5VUr9wfV1Y,,,none,0.0
bing crosby,bing crosby,bing crosby,bing crosby,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,christmas,Other,direct,1.0
bingo boys,bingo boys,bingo boys,bingo boys,Bingo Boys,1l0CE3ju3RMISdTwFDkLqi,dansk rap,HipHop,direct,1.0
bird york,bird york,bird york,bird york,Birds of New York,21Ejlfz4iislrKjTxjDhYm,,,none,0.0
birdlegs,birdlegs,birdlegs,birdlegs,Birdlegs & Pauline,0KjCw75sxbHXbIDJY77LDF,,,none,0.0
birdman,birdman,birdman,birdman,Birdman,35sCXuy5gN6Or69rZ9vqBs,southern hip hop,HipHop,direct,1.0
biscuit,biscuit,biscuit,biscuit,Petit Biscuit,6gK1Uct5FEdaUWRWpU4Cl2,,,none,0.0
biz markie,biz markie,biz markie,biz markie,Biz Markie,22282KfMxDo2PMjnBc82I4,east coast hip hop;old school hip hop,HipHop,direct,1.0
bizarrap,bizarrap,bizarrap,bizarrap,Bizarrap,716NhGYqD1jl2wI1Qkgq36,argentine trap;trap latino;urbano latino,Latin,direct,1.0
bizarre inc,bizarre inc,bizarre inc,bizarre inc,Bizarre Inc,07lbidCU8ZwtNCUrmaO0QU,acid house;chicago house,Electronic,direct,1.0
bjork,bjork,bjork,bjork,Björk,7w29UYBi0qsHi5RTcv3lmA,art pop;trip hop,Pop,direct,1.0
bl,bl,bl,bl,Kodak Black,46SHBwWsqBkxI7EeeBEQG7,,,none,0.0
blac youngsta,blac youngsta,blac youngsta,blac youngsta,Blac Youngsta,41klVmDluQZmGGqoidNfbe,,,none,0.0
black bo,black bo,black bo,black bo,Black Box Recorder,6Hd3xhv1sj3rlojjvGLkGR,britpop,Pop,direct,1.0
black eyed peas,black eyed peas,black eyed peas,black eyed peas,Black Eyed Peas,1yxSLGMDHlW21z4YXirZDS,,,none,0.0
black moon,black moon,black moon,black moon,Black Moon,2yN6bq26wynQcRuPkBYTDb,boom bap;east coast hip hop;hardcore hip hop;old school hip hop,HipHop,direct,1.0
black oak arkansas,black oak arkansas,black oak arkansas,black oak arkansas,Black Oak Arkansas,07xwCifj3iE7F6fYHin4TU,country rock;southern rock,Rock,direct,1.0
black rob,black rob,black rob,black rob,Black Rob,1QPZhx0asYTBxD5RDqfU49,old school hip hop,HipHop,direct,1.0
black sabbath,black sabbath,black sabbath,black sabbath,Black Sabbath,5M52tdBnJaKSvOpJGz8mfZ,doom metal;hard rock;heavy metal;metal;rock;stoner rock,Rock,direct,1.0
black sheep,black sheep,black sheep,black sheep,Black Sheep,0NnCgUxhtWt1yBtpDyvFQf,east coast hip hop;old school hip hop,HipHop,direct,1.0
blackbear,blackbear,blackbear,blackbear,blackbear,2cFrymmkijnjDg9SS92EPM,,,none,0.0
blackfoot,blackfoot,blackfoot,blackfoot,Blackfoot,10rzK0sLCXsUlDhl8ed0MV,country rock;native american music;southern rock,Rock,direct,1.0
blackgirl,blackgirl,blackgirl,blackgirl,Blackgirls,4Fs1MJJYkUH6vVvnq2DKeB,noise rock,Rock,direct,1.0
blackhawk,blackhawk,blackhawk,blackhawk,BlackHawk,4mOt6H7OnuqLnQrm1Bboc6,classic country;country,Country,direct,1.0
blackjack,blackjack,blackjack,blackjack,Blackjack Billy,0kGFplMt0ZXkae40T5EVZ7,country;country rock,Rock,direct,1.0
blackpink,blackpink,blackpink,blackpink,BLACKPINK,41MozSoPIsD1dJM0CLPjZF,k-pop,KPop,direct,1.0
blackstreet,blackstreet,blackstreet,blackstreet,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,new jack swing,RnB,direct,1.0
blackstreet (,blackstreet (,blackstreet (,blackstreet,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,new jack swing,RnB,direct,1.0
blackwell,blackwell,blackwell,blackwell,Mir Blackwell,0p4Vd0nU9f3gA83Ry9Q06A,anime rap,HipHop,direct,1.0
blahzay blahzay,blahzay blahzay,blahzay blahzay,blahzay blahzay,Blahzay Blahzay,0XZC3xSQstfXyXnYQKvjef,boom bap;east coast hip hop;old school hip hop,HipHop,direct,1.0
blaine larsen,blaine larsen,blaine larsen,blaine larsen,Blaine Larsen,77BL4malNaiSH99GMNvOka,,,none,0.0
blair,blair,blair,blair,Blair Muir,4ui3aaOc80IntYGOHqpVQT,,,none,0.0
blake lewis,blake lewis,blake lewis,blake lewis,Blake Lewis,4H6tLRh1nuIuVxHtXo68ZE,,,none,0.0
blake shelton,blake shelton,blake shelton,blake shelton,Blake Shelton,1UTPBmNbXNTittyMJrNkvw,country,Country,direct,1.0
blake shelton duet,blake shelton duet,blake shelton duet,blake shelton duet,,,,,none,0.0
blanco brown,blanco brown,blanco brown,blanco brown,Blanco Brown,3yzRiNMZdTsSUgplcyYZ4i,country;country hip hop,HipHop,direct,1.0
blaque,blaque,blaque,blaque,Blaque,1nSRa2YjjFWJLHGKM07oGQ,,,none,0.0
blaze,blaze,blaze,blaze,All Artist Blue Squad PAN,5OIXzogZi85GrRqWR1Uw9v,,,none,0.0
blessid union of souls,blessid union of souls,blessid union of souls,blessid union of souls,Blessid Union Of Souls,4W4gYpQ2AQq7US2HZS13Qw,,,none,0.0
bleu,bleu,bleu,bleu,All Artist Blue Squad PAN,5OIXzogZi85GrRqWR1Uw9v,,,none,0.0
blind melon,blind melon,blind melon,blind melon,Blind Melon,5sD1ZLf2dGQ9gQ3YJl1eAd,grunge,Rock,direct,1.0
blink-182,blink-182,blink-182,blink 182,blink-182,6FBDaR13swtiWwGhX1WQsP,emo;pop punk;punk;rock;skate punk,Rock,direct,1.0
blinky,blinky,blinky,blinky,Blinky Blink,2pJJdJV1KOIaGip2t8bvvS,,,none,0.0
blocboy jb,blocboy jb,blocboy jb,blocboy jb,BlocBoy JB,4TEJudQY2pXxVHPE3gD2EU,,,none,0.0
blondie,blondie,blondie,blondie,Blondie,4tpUmLEVLCGFr93o8hFFIB,,,none,0.0
blood,blood,blood,blood,Blood Orange,6LEeAFiJF8OuPx747e1wxR,art pop,Pop,direct,1.0
bloodhound gang,bloodhound gang,bloodhound gang,bloodhound gang,Bloodhound Gang,6nDLku5uL3ou60kvCGZorh,,,none,0.0
bloodrock,bloodrock,bloodrock,bloodrock,Bloodrock,522yoVmanZmrgK5qy3GyRK,acid rock,Rock,direct,1.0
bloodstone,bloodstone,bloodstone,bloodstone,Bloodstone,7z1zaOeWiHpl4SD2N9ZBgk,classic soul,RnB,direct,1.0
blu cantrell,blu cantrell,blu cantrell,blu cantrell,Blu Cantrell,6vytZ677lz4LzCrUDcDokM,,,none,0.0
blue,blue,blue,blue,All Artist Blue Squad PAN,5OIXzogZi85GrRqWR1Uw9v,,,none,0.0
blue cheer,blue cheer,blue cheer,blue cheer,Blue Cheer,4PI5IHRvANLL76O5gRmGKL,acid rock;proto-punk;psychedelic rock;stoner rock,Rock,direct,1.0
blue county,blue county,blue county,blue county,Blue County,6zvltSMSFDRsPDs8IneC1A,,,none,0.0
blue haze,blue haze,blue haze,blue haze,Blue Haze Haven,0CyEXzHM2cdln6wOx35l64,,,none,0.0
blue magic,blue magic,blue magic,blue magic,Blue Magic,7tLLSEaHMMJPbsYAz8MkEw,classic soul;philly soul;quiet storm,RnB,direct,1.0
blue mercedes,blue mercedes,blue mercedes,blue mercedes,Blue Mercedes,4vas6iliAP9UYM0RXBXv17,hi-nrg,Other,direct,1.0
blue mink,blue mink,blue mink,blue mink,Blue Mink,0hUyd9GtnzL8NysCiaxCcv,,,none,0.0
blue october,blue october,blue october,blue october,Blue October,1TJbmc7jTpw78GKCiMpvDh,,,none,0.0
blue oyster cult,blue oyster cult,blue oyster cult,blue oyster cult,Blue Öyster Cult,00tVTdpEhQQw1bqdu8RCx2,classic rock;hard rock,Rock,direct,1.0
blue swede,blue swede,blue swede,blue swede,Blue Swede,0UpuH5U4nZ3UGGUJi0Zfbp,,,none,0.0
blue train,blue train,blue train,blue train,Trainman Blues,4EtygfoYbLDpe9eKy25sUH,blues;blues rock;modern blues,Rock,direct,1.0
blue zone u.k.,blue zone u.k.,blue zone u.k.,blue zone u k,,,,,none,0.0
blueface,blueface,blueface,blueface,Blueface,3Fl1V19tmjt57oBdxXKAjJ,,,none,0.0
blues brothers,blues brothers,blues brothers,blues brothers,The Blues Brothers,1cHFz6lrt7KAsBV8j2Ny1g,blues;blues rock,Rock,direct,1.0
blues image,blues image,blues image,blues image,Blues Image,3qP1yR7s0FAKMjEw99p6wE,yacht rock,Rock,direct,1.0
blues magoos,blues magoos,blues magoos,blues magoos,The Blues Magoos,7peASGSN6FkIFQ3XjLfBtB,acid rock;garage rock;proto-punk;psychedelic rock,Rock,direct,1.0
blues traveler,blues traveler,blues traveler,blues traveler,Blues Traveler,3pHeBYl1yujXcZqqfF1UyQ,jam band,Other,direct,1.0
blur,blur,blur,blur,All Artist Blue Squad PAN,5OIXzogZi85GrRqWR1Uw9v,,,none,0.0
bo bice,bo bice,bo bice,bo bice,Bo Bice,2Q1FIPavG8WZF33kqIP3sy,,,none,0.0
bo diddley,bo diddley,bo diddley,bo diddley,Bo Diddley,2bmixwMZXlkl2sbIbOfviq,blues;classic blues;rock and roll;rockabilly,Rock,direct,1.0
bo donaldson,bo donaldson,bo donaldson,bo donaldson,Bo Donaldson & The Heywoods,6hpEpmvfhm26T0Mc8x65ox,,,none,0.0
bob,bob,bob,bob,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
bob b. so,bob b. so,bob b. so,bob b so,Bob Soldier,2eAiGncTdacN39mwCjUwnr,,,none,0.0
bob beckham,bob beckham,bob beckham,bob beckham,,,,,none,0.0
bob braun,bob braun,bob braun,bob braun,Bobbie Braun,55QJLG5iC4OYGo8vIdN8Ss,,,none,0.0
bob crewe,bob crewe,bob crewe,bob crewe,The Bob Crewe Generation,2hDUxXgWCMrkwhaw5aG9U1,,,none,0.0
bob crewe generation,bob crewe generation,bob crewe generation,bob crewe generation,The Bob Crewe Generation,2hDUxXgWCMrkwhaw5aG9U1,,,none,0.0
bob dylan,bob dylan,bob dylan,bob dylan,Bob Dylan,74ASZWbe4lXaubB36ztrGX,country rock;folk;folk rock;roots rock;singer-songwriter,Folk,direct,1.0
bob dylan/the b,bob dylan/the b,bob dylan/the b,bob dylan the b,The Black Bob Dylan,3ABzusWAG65X3YwshEENjx,,,none,0.0
bob geldof,bob geldof,bob geldof,bob geldof,Bob Geldof,6bvtY9dkfSa5yKuogd2aLU,,,none,0.0
bob james,bob james,bob james,bob james,Bob James,6ryjbFyWBZho9KGXqKZdqQ,cool jazz;jazz;jazz funk;jazz fusion;smooth jazz,Jazz,direct,1.0
bob kayli,bob kayli,bob kayli,bob kayli,Bob Kayli,1jpdSwEbSHz2mfZ6tqX527,motown;northern soul,RnB,direct,1.0
bob kuban,bob kuban,bob kuban,bob kuban,Bob Kuban & The In-Men,6mvCluPyR7DZS5PTHNjp5O,northern soul,RnB,direct,1.0
bob lind,bob lind,bob lind,bob lind,Bob Lind,5W6gs1V54kOPUgBxBLkY1z,baroque pop,Pop,direct,1.0
bob luman,bob luman,bob luman,bob luman,Bob Luman,7GHomDn4a8u8k0AlUTwBWQ,boogie-woogie;classic country;rockabilly;traditional country,Rock,direct,1.0
bob marley,bob marley,bob marley,bob marley,Bob Marley & The Wailers,2QsynagSdAqZj3U9HgDzjD,reggae;roots reggae,Reggae,direct,1.0
bob mcfadden,bob mcfadden,bob mcfadden,bob mcfadden,Bob Mcfadden & Dor,1hLrOu8wrfzU1phanXNyzV,,,none,0.0
bob mcgilpin,bob mcgilpin,bob mcgilpin,bob mcgilpin,Bob McGilpin,4uPujXHxaK7IfEN5BwHwFy,disco,Other,direct,1.0
bob moore,bob moore,bob moore,bob moore,Bobby Moore & The Rhythm Aces,6qlpFH9e4sZ52tAPy2KmLz,classic soul,RnB,direct,1.0
bob seger,bob seger,bob seger,bob seger,Bob Seger,485uL27bPomh29R4JmQehQ,classic rock,Rock,direct,1.0
bob seger system,bob seger system,bob seger system,bob seger system,,,,,none,0.0
bob weir,bob weir,bob weir,bob weir,Bob Weir,6YB0tbDGk01Q0P6wcHPjpC,jam band,Other,direct,1.0
bob welch,bob welch,bob welch,bob welch,Bob Welch,0reZZVbAPxgX1Rqj6XbWj3,soft rock;yacht rock,Rock,direct,1.0
bobbi martin,bobbi martin,bobbi martin,bobbi martin,Bobbi Martin,3JVqOROaMTUZ2wUFwkfr1A,,,none,0.0
bobbie gentry,bobbie gentry,bobbie gentry,bobbie gentry,Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d,,,none,0.0
bobby arvon,bobby arvon,bobby arvon,bobby arvon,,,,,none,0.0
bobby bare,bobby bare,bobby bare,bobby bare,Bobby Bare,69wzuykaVXlRS5KVygESvd,classic country;outlaw country;traditional country,Country,direct,1.0
bobby bl,bobby bl,bobby bl,bobby bl,"Bobby ""Blue"" Bland",48nwxUvPJZkm8uPa7xMzmj,blues;classic blues;classic soul;soul;soul blues,RnB,direct,1.0
bobby bloom,bobby bloom,bobby bloom,bobby bloom,Bobby Bloom,7iH90f18JHtgA6f4hjJpo2,,,none,0.0
bobby blue bl,bobby blue bl,bobby blue bl,bobby blue bl,"Bobby ""Blue"" Bland",48nwxUvPJZkm8uPa7xMzmj,blues;classic blues;classic soul;soul;soul blues,RnB,direct,1.0
bobby boris pickett,bobby boris pickett,bobby boris pickett,bobby boris pickett,"Bobby ""Boris"" Pickett",42MRYPhQfcEXqb18dl5ERX,,,none,0.0
bobby brackins,bobby brackins,bobby brackins,bobby brackins,Bobby Brackins,72rsQfzxNVLPpbzQzXVJSc,,,none,0.0
bobby brown,bobby brown,bobby brown,bobby brown,Bobby Brown,62sPt3fswraiEPnKQpAbdE,new jack swing,RnB,direct,1.0
bobby byrd,bobby byrd,bobby byrd,bobby byrd,Bobby Byrd,6WXpplxbfcLvaAlhDbfEyO,funk,RnB,direct,1.0
bobby caldwell,bobby caldwell,bobby caldwell,bobby caldwell,Bobby Caldwell,4V4Z3qMCwYofWHtip6ePF6,yacht rock,Rock,direct,1.0
bobby callender,bobby callender,bobby callender,bobby callender,Bobby Callender,1M0Xn17S5BWVwlGLb0PvPi,acid rock;psychedelic rock,Rock,direct,1.0
bobby cole,bobby cole,bobby cole,bobby cole,Bobby Cole,0Nk0Nee79EErNt1I1lCxrF,,,none,0.0
bobby comstock,bobby comstock,bobby comstock,bobby comstock,Bobby Comstock,2e9lKW1SmMOqZpNcVaGW5f,doo-wop;rockabilly,Rock,direct,1.0
