artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,genre_main,inferred_from,confidence
elton john,elton john,elton john,elton john,Elton John,3PhoLpVuITZKcymswpck5b,,,none,0.0
elusion,elusion,elusion,elusion,Elusions,0XmZBzgtkW0YY2X7RXuh4z,,,none,0.0
elvie shane,elvie shane,elvie shane,elvie shane,Elvie Shane,2eIB6vFotL2su94z3pUC1j,country,Country,direct,1.0
elvin bishop,elvin bishop,elvin bishop,elvin bishop,Elvin Bishop,2G1yVp387GlUf9yvLk6V11,southern rock;yacht rock,Rock,direct,1.0
elvis costello,elvis costello,elvis costello,elvis costello,Elvis Costello,2BGRfQgtzikz1pzAD0kaEn,power pop,Pop,direct,1.0
elvis crespo,elvis crespo,elvis crespo,elvis crespo,Elvis Crespo,1c22GXH30ijlOfXhfLz9Df,latin;latin dance;merengue;salsa,Latin,direct,1.0
elvis presley,elvis presley,elvis presley,elvis presley,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,rock and roll;rockabilly,Rock,direct,1.0
elvis presley vs j,elvis presley vs j,elvis presley vs j,elvis presley vs j,,,,,none,0.0
em beihold,em beihold,em beihold,em beihold,Em Beihold,7o2ZQYM7nTsaVdkXY38UAA,,,none,0.0
emblem3,emblem3,emblem3,emblem3,Emblem3,1md9aYaJ6Qt1FHypXICB5V,,,none,0.0
emeli s,emeli s,emeli s,emeli s,Emeli Sandé,7sfgqEdoeBTjd8lQsPT3Cy,,,none,0.0
emerson,emerson,emerson,emerson,"Emerson, Lake & Palmer",0nCiidE5GgDrc5kWN3NZgZ,art rock;progressive rock,Rock,direct,1.0
emerson drive,emerson drive,emerson drive,emerson drive,Emerson Drive,1efrXlPhLKv7PvgUxVcqIS,acoustic country;country,Country,direct,1.0
emf,emf,emf,emf,artistmusical,5yGfPBU9IdpwZjK7WALeCv,,,none,0.0
emilia,emilia,emilia,emilia,Emilia,0AqlFI0tz2DsEoJlKSIiT9,argentine trap,HipHop,direct,1.0
emilio pericoli,emilio pericoli,emilio pericoli,emilio pericoli,Emilio Pericoli,78SZetGidiOyErFwdWTmgQ,,,none,0.0
emily ann roberts,emily ann roberts,emily ann roberts,emily ann roberts,Emily Ann Roberts,4ZuggB1YawAAZOBL4pI9J8,traditional country,Country,direct,1.0
eminem,eminem,eminem,eminem,Eminem,7dGJo4pcD2V6oG8kP0tJRR,hip hop;rap,HipHop,direct,1.0
emitt rhodes,emitt rhodes,emitt rhodes,emitt rhodes,Emitt Rhodes,1yap1SgRPMxgyfrrDlQ95y,baroque pop;power pop,Pop,direct,1.0
emmy meli,emmy meli,emmy meli,emmy meli,Emmy Meli,71szvmFWd7TUa7b6XmXj9k,,,none,0.0
emmylou harris,emmylou harris,emmylou harris,emmylou harris,Emmylou Harris,5s6TJEuHTr9GR894wc6VfP,alt country;americana;bluegrass;classic country;country rock;folk;singer-songwriter,Country,direct,1.0
empire cast,empire cast,empire cast,empire cast,Empire Cast,7EjxNoVjXo7gL73F2EdXVA,,,none,0.0
empire of the sun,empire of the sun,empire of the sun,empire of the sun,Empire Of The Sun,67hb7towEyKvt5Z8Bx306c,,,none,0.0
en vogue,en vogue,en vogue,en vogue,En Vogue,5fikk4h5qbEebqK2Fc6e48,new jack swing,RnB,direct,1.0
enchantment,enchantment,enchantment,enchantment,Enchantment,6f8IcmSWG7IH8nc8u6vjnt,classic soul;quiet storm,RnB,direct,1.0
engelbert,engelbert,engelbert,engelbert,Engelbert Humperdinck,17XXKfRBMCWvLrqGoNkJXm,,,none,0.0
engelbert humperdinck,engelbert humperdinck,engelbert humperdinck,engelbert humperdinck,Engelbert Humperdinck,17XXKfRBMCWvLrqGoNkJXm,,,none,0.0
engl,engl,engl,engl,English Chamber Orchestra,2DO4p3CPDnInsJfg0jFfaF,chamber music;classical;opera,Classical,direct,1.0
enigma,enigma,enigma,enigma,Enigma Norteño,3441uYrkzgTWwjXLd13R0U,banda;corrido;corridos bélicos;norteño;sierreño,Latin,direct,1.0
enoch light,enoch light,enoch light,enoch light,Enoch Light,3bWuJAAUsvSiavkQHpOlLl,big band;cha cha cha;easy listening;exotica,Other,direct,1.0
enrique iglesias,enrique iglesias,enrique iglesias,enrique iglesias,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,latin;latin pop,Pop,direct,1.0
entouch,entouch,entouch,entouch,Entouch,4Ov9J4cvkh5R58vs0fJPhk,new jack swing,RnB,direct,1.0
enuff z'nuff,enuff z'nuff,enuff znuff,enuff znuff,Enuff Z'Nuff,2Y36dqR145FjTKUjibEcjO,aor;glam metal;glam rock;hard rock;power pop,Rock,direct,1.0
enur,enur,enur,enur,Enur,1BQaZSq1KsLOZGzjG5QxRC,,,none,0.0
enya,enya,enya,enya,Enya,6uothxMWeLWIhsGeF7cyo4,celtic;new age,Folk,direct,1.0
eol,eol,eol,eol,RAC,4AGwPDdh1y8hochNzHy5HC,,,none,0.0
ephraim lewis,ephraim lewis,ephraim lewis,ephraim lewis,Ephraim Lewis,73EwFWNtYCi27o7nThnrCe,smooth jazz,Jazz,direct,1.0
epmd,epmd,epmd,epmd,EPMD,3zpKjsMg2gw1St5WcWoUJN,east coast hip hop;hip hop;old school hip hop,HipHop,direct,1.0
erasure,erasure,erasure,erasure,Erasure,0z5DFXmhT4ZNzWElsM7V89,new wave;synthpop,Pop,direct,1.0
eria fachin,eria fachin,eria fachin,eria fachin,Eria Fachin,0tV8KHpdrwpIEHba9Isy93,hi-nrg,Other,direct,1.0
eric b.,eric b.,eric b.,eric b,Eric Bellinger,7ibAWtDtmEfaVhc1FJ3Vl9,trap soul,HipHop,direct,1.0
eric benet,eric benet,eric benet,eric benet,Eric Benét,1kjO72M26jZkv0aaGxJaov,neo soul;quiet storm,RnB,direct,1.0
eric burdon,eric burdon,eric burdon,eric burdon,Eric Burdon,3miNucraVWk4hdVsIxn7id,funk rock,Rock,direct,1.0
eric carmen,eric carmen,eric carmen,eric carmen,Eric Carmen,2ekjTXgjxbWwBX5lTAj4DU,yacht rock,Rock,direct,1.0
eric church,eric church,eric church,eric church,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,acoustic country;country,Country,direct,1.0
eric clapton,eric clapton,eric clapton,eric clapton,Eric Clapton,6PAt558ZEZl0DmdXlnjMgD,blues;blues rock;classic rock,Rock,direct,1.0
eric heatherly,eric heatherly,eric heatherly,eric heatherly,Eric Heatherly,64AyHnB0YQfCZFo5etz5vY,,,none,0.0
eric hine,eric hine,eric hine,eric hine,Evan Eric Middleton Hines,43ZPFUsMGIaQ8liqNt4fxF,,,none,0.0
eric martin,eric martin,eric martin,eric martin,Eric Martin,6WCm2GGhHPv9hNDbirGHKZ,aor;arena rock,Rock,direct,1.0
eric paslay,eric paslay,eric paslay,eric paslay,Eric Paslay,4TONBKcqVR1LmPdfJxvkMU,acoustic country;country,Country,direct,1.0
eric troyer,eric troyer,eric troyer,eric troyer,Eric Troyer,55HuTkIKTx8AXuxIYcgY4U,,,none,0.0
erica banks,erica banks,erica banks,erica banks,Erica Banks,2SXhbucehn00OBVKhzxDyM,,,none,0.0
erick sermon,erick sermon,erick sermon,erick sermon,Erick Sermon,2VX0o9LDIVmKIgpnwdJpOJ,east coast hip hop,HipHop,direct,1.0
erin cruise,erin cruise,erin cruise,erin cruise,,,,,none,0.0
erma franklin,erma franklin,erma franklin,erma franklin,Erma Franklin,1CzJJJb6hnx84VNhgaJmFG,classic soul;motown;northern soul;soul,RnB,direct,1.0
ernest,ernest,ernest,ernest,ERNEST,4GGfAshSkqoxpZdoaHm7ky,country,Country,direct,1.0
ernestine,ernestine,ernestine,ernestine,Ernestine Anderson,7yNele4jnVhZJ2GE7Kg25T,jazz;vocal jazz,Jazz,direct,1.0
ernie (jim henson),ernie,ernie,ernie,Ernie Sabella,0RH6EMxqfzCEB7QCSKQ4xr,,,none,0.0
ernie fields,ernie fields,ernie fields,ernie fields,Ernie Fields,4hGOBEZol2IU38LFZluW7K,big band,Other,direct,1.0
ernie freeman,ernie freeman,ernie freeman,ernie freeman,Ernie Freeman,2I6naHsY7u3CuPbdrQT2F4,exotica,Other,direct,1.0
ernie k-doe,ernie k-doe,ernie k-doe,ernie k doe,Ernie K-Doe,3ybBNyjii40yY104IZkcly,doo-wop,Other,direct,1.0
ernie maresca,ernie maresca,ernie maresca,ernie maresca,Ernie Maresca,0b9n4vhaTCuL23DoRJ1XHj,doo-wop,Other,direct,1.0
errol sober,errol sober,errol sober,errol sober,Errol Sober,7ecMHLmk3SzXYqUnAI70sw,,,none,0.0
eruption,eruption,eruption,eruption,Eruption,3R6f1aBWwde7ZqGv7hf4dY,disco,Other,direct,1.0
erykah badu,erykah badu,erykah badu,erykah badu,Erykah Badu,7IfculRW2WXyzNQ8djX8WX,neo soul;r&b,RnB,direct,1.0
eslabon armado,eslabon armado,eslabon armado,eslabon armado,Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,corrido;corridos bélicos;corridos tumbados;música mexicana;sad sierreño;sierreño,Latin,direct,1.0
est gee,est gee,est gee,est gee,EST Gee,4FlG0V0jhLO4qGpayFOphj,,,none,0.0
estelle,estelle,estelle,estelle,Estelle,5T0MSzX9RC5NA6gAI6irSn,,,none,0.0
ester dean,ester dean,ester dean,ester dean,Ester Dean,0v2Y5jwtcv8LiWNTRls1KM,,,none,0.0
esther,esther,esther,esther,Esther Graf,1FXdfOOisB3d3hfZOjhjID,german indie;german pop,Pop,direct,1.0
esther phillips,esther phillips,esther phillips,esther phillips,Esther Phillips,0WZ7IgzdjPvwFdjDjjuZm7,jazz blues;northern soul;soul,RnB,direct,1.0
esther phillips little esther,esther phillips little esther,esther phillips little esther,esther phillips little esther,,,,,none,0.0
eternal,eternal,eternal,eternal,Wicca Phase Springs Eternal,70AkqfU43ou9hFxJZTDt7A,cloud rap;emo rap,HipHop,direct,1.0
eternity's children,eternity's children,eternitys children,eternitys children,Eternity's Children,55WCM9xjaVzZYf6o4lUrwH,acid rock;baroque pop,Pop,direct,1.0
etta,etta,etta,etta,Etta James,0iOVhN3tnSvgDbcg25JoJb,blues;jazz blues;soul;soul blues;vocal jazz,RnB,direct,1.0
etta james,etta james,etta james,etta james,Etta James,0iOVhN3tnSvgDbcg25JoJb,blues;jazz blues;soul;soul blues;vocal jazz,RnB,direct,1.0
etta jones,etta jones,etta jones,etta jones,Etta Jones,3CEdEF8RsuL3hAFJaujvr0,jazz;vocal jazz,Jazz,direct,1.0
euclid beach b,euclid beach b,euclid beach b,euclid beach b,The Euclid Beach Band,1QFXffZJqcIxpqSxF78hiQ,aor,Other,direct,1.0
eugene church,eugene church,eugene church,eugene church,Eugene Church,3BDouLYmuh1r6CcUJaHPk0,boogie-woogie;doo-wop;rockabilly,Rock,direct,1.0
eugene wilde,eugene wilde,eugene wilde,eugene wilde,Eugene Wilde,0RrDVgg5a8CuIshK0Wnpjv,new jack swing;quiet storm,RnB,direct,1.0
eurogliders,eurogliders,eurogliders,eurogliders,Eurogliders,48kXmrNGCBMAz7N8x1J2na,,,none,0.0
europe,europe,europe,europe,D-Block Europe,5VadK1havLhK1OpKYsXv9y,grime;uk drill,HipHop,direct,1.0
eurythmics,eurythmics,eurythmics,eurythmics,Eurythmics,0NKDgy9j66h3DLnN8qu1bB,new wave;synthpop,Pop,direct,1.0
evan,evan,evan,evan,Evanescence,5nGIFgo0shDenQYSE0Sn7c,alternative metal,Metal,direct,1.0
evanescence,evanescence,evanescence,evanescence,Evanescence,5nGIFgo0shDenQYSE0Sn7c,alternative metal,Metal,direct,1.0
eve,eve,eve,eve,Artist Vs Poet,3kYFawNQVZ00FQbgs4rVBe,pop punk,Rock,direct,1.0
eve 6,eve 6,eve 6,eve 6,Eve 6,4Eqd24yS5YcxI8b6Xfuwr8,post-grunge,Rock,direct,1.0
evelyn champagne king,evelyn champagne king,evelyn champagne king,evelyn champagne king,"Evelyn ""Champagne"" King",4JCt4xrbbBB9blkKwNlcJ7,disco;funk;post-disco,RnB,direct,1.0
evelyn king,evelyn king,evelyn king,evelyn king,"Evelyn ""Champagne"" King",4JCt4xrbbBB9blkKwNlcJ7,disco;funk;post-disco,RnB,direct,1.0
evelyn thomas,evelyn thomas,evelyn thomas,evelyn thomas,Evelyn Thomas,2YLxwK8ceDNaG8RHhtkcQh,disco;hi-nrg;northern soul,RnB,direct,1.0
everclear,everclear,everclear,everclear,Everclear,694QW15WkebjcrWgQHzRYF,alternative rock;post-grunge,Rock,direct,1.0
everlast,everlast,everlast,everlast,Everlast,14ZxDAK6ITtZZqPdiWrvSn,,,none,0.0
every father's teenage son,every father's teenage son,every fathers teenage son,every fathers teenage son,,,,,none,0.0
every mothers' son,every mothers' son,every mothers son,every mothers son,Every Mother's Son,44RnRzSdbvlthfaspNyQld,,,none,0.0
everything,everything,everything,everything,Everything But The Girl,13ccXrK7AmXb4TddMkE7jy,,,none,0.0
everything but the girl,everything but the girl,everything but the girl,everything but the girl,Everything But The Girl,13ccXrK7AmXb4TddMkE7jy,,,none,0.0
everything is everything,everything is everything,everything is everything,everything is everything,Everything Is Recorded,0JYlkNmu76Wu1DgvWNWq7X,,,none,0.0
evie s,evie s,evie s,evie s,Evie Sands,7kSG6Dyyvf4MM8qWWrgKJq,northern soul,RnB,direct,1.0
eydie gorme,eydie gorme,eydie gorme,eydie gorme,Eydie Gormé,6HnHBbeScFiQKXt3sUQA3Z,bolero,Other,direct,1.0
eye to eye,eye to eye,eye to eye,eye to eye,Eyes Set To Kill,7omnn7IRrrxdMwSwchVxNP,metalcore;post-hardcore;screamo,Metal,direct,1.0
f.l.y. (fast life yungstaz),f.l.y.,f.l.y.,f l y,F.L.Y. (Fast Life Yungstaz),0zOuQuYGGcrtDYYy3YFDMr,,,none,0.0
f.r. david,f.r. david,f.r. david,f r david,F.R. David,6GnCucI2uDaYj1j39GFxkn,,,none,0.0
fabian,fabian,fabian,fabian,César Menotti & Fabiano,08yxJfM5RnFAjJvMJIFnvh,sertanejo;sertanejo tradicional;sertanejo universitário,Other,direct,1.0
fabolous,fabolous,fabolous,fabolous,Fabolous,0YWxKQj2Go9CGHCp77UOyy,,,none,0.0
fabu,fabu,fabu,fabu,Los Fabulosos Cadillacs,2FS22haX3FYbyOsUAkuYqZ,argentine rock;latin alternative;latin rock;mexican ska;murga;rock en español;ska,Rock,direct,1.0
fabulous counts,fabulous counts,fabulous counts,fabulous counts,The Fabulous Counts,6nJGlkAn0B8z2ndw1z0sgM,,,none,0.0
fabulous poodles,fabulous poodles,fabulous poodles,fabulous poodles,Fabulous Poodles,565xMlSzNCYpRH0kbulq3A,new wave;power pop,Pop,direct,1.0
face to face,face to face,face to face,face to face,Face To Face,4l9ufn9GC6LLYXvIanDlLd,hardcore punk;melodic hardcore;punk;ska punk;skate punk,Rock,direct,1.0
faces,faces,faces,faces,Faces,3v4feUQnU3VEUqFrjmtekL,glam rock;proto-punk,Rock,direct,1.0
facts of life,facts of life,facts of life,facts of life,The Facts of Life,5XrHLuAlTrMm2130k67C7h,,,none,0.0
fairground attraction,fairground attraction,fairground attraction,fairground attraction,Fairground Attraction,1sAkg8871iPVI0wPbOfIZa,,,none,0.0
faith,faith,faith,faith,Faith Hill,25NQNriVT2YbSW80ILRWJa,country,Country,direct,1.0
faith b,faith b,faith b,faith b,Blind Faith,5GUVj2b1lJ4DolQyHlzyaO,,,none,0.0
faith evans,faith evans,faith evans,faith evans,Faith Evans,5NDMothbpdpq2xHqSjrrWn,r&b,RnB,direct,1.0
faith hill,faith hill,faith hill,faith hill,Faith Hill,25NQNriVT2YbSW80ILRWJa,country,Country,direct,1.0
faith no more,faith no more,faith no more,faith no more,Faith No More,6GbCJZrI318Ybm8mY36Of5,alternative metal;funk rock;grunge;rap metal,Rock,direct,1.0
faithless,faithless,faithless,faithless,Faithless,5T4UKHhr4HGIC0VzdZQtAE,trip hop,Other,direct,1.0
falco,falco,falco,falco,Falcom Sound Team jdk,5WFofzgRxpVNkpwg9XRSdg,japanese vgm;soundtrack,Other,direct,1.0
fall out boy,fall out boy,fall out boy,fall out boy,Fall Out Boy,4UXqAaa6dQYAk18Lv7PEgX,emo;pop punk,Rock,direct,1.0
falling in reverse,falling in reverse,falling in reverse,falling in reverse,Falling In Reverse,2CmaKO2zEGJ1NWpS1yfVGz,emo;rap metal,Rock,direct,1.0
famous de,famous de,famous de,famous de,Famous Dex,0WOxhx4hikIsyF3CRPLC8W,,,none,0.0
fancy,fancy,fancy,fancy,Fancy Inc,4Eoddnw0pOewmCHQYofuwh,brazilian bass;electronic,Electronic,direct,1.0
fanny,fanny,fanny,fanny,Fanny Lu,6GRC8segVAr34gm6pjfSoQ,colombian pop;latin pop,Pop,direct,1.0
fantasia,fantasia,fantasia,fantasia,Fantasia,7xAcVHPiirnUqfdqo0USb1,r&b,RnB,direct,1.0
fantastic four,fantastic four,fantastic four,fantastic four,The Fantastic Four,17kU4eEW33U7UfY8JIOsBi,classic soul;motown;northern soul,RnB,direct,1.0
fantasy,fantasy,fantasy,fantasy,Fantasy Village,72K5VUqw2sONZJ937PnckB,,,none,0.0
far corporation,far corporation,far corporation,far corporation,Far Corporation,2p3h5qulvUlIXDqK2pqpxw,,,none,0.0
far*east movement,far*east movement,far*east movement,far east movement,Far East Movement,698hF4vcwHwPy8ltmXermq,,,none,0.0
faron young,faron young,faron young,faron young,Faron Young,6uvq6FeVsmhOWfJHxVNeBL,classic country;honky tonk;traditional country,Country,direct,1.0
farruko,farruko,farruko,farruko,Farruko,329e4yvIujISKGKz1BZZbO,reggaeton;trap latino,Latin,direct,1.0
fastball,fastball,fastball,fastball,Fastball,7FtVJzRtpQpU61nBwB7cKN,,,none,0.0
faster pussycat,faster pussycat,faster pussycat,faster pussycat,Faster Pussycat,1FwGBBwUviGVIeDIByO7u7,glam metal;glam rock,Rock,direct,1.0
fat boys,fat boys,fat boys,fat boys,Fat Boys,3537Phr9t8GWkY2GtxDpnt,east coast hip hop;old school hip hop,HipHop,direct,1.0
fat joe,fat joe,fat joe,fat joe,Fat Joe,3ScY9CQxNLQei8Umvpx5g6,east coast hip hop,HipHop,direct,1.0
fatboy slim,fatboy slim,fatboy slim,fatboy slim,Fatboy Slim,4Y7tXHSEejGu1vQ9bwDdXW,big beat,Other,direct,1.0
father m.c.,father m.c.,father m.c.,father m c,"Father Nikolay Guryanov / Male Choir ""Pravoslavnie Pevchiye"", Conductor: Georgiy Smirnov",6O7bdzAvgRxexmH9iOuKTq,,,none,0.0
fats domino,fats domino,fats domino,fats domino,Fats Domino,09C0xjtosNAIXP36wTnWxd,boogie-woogie;doo-wop;rock and roll;rockabilly,Rock,direct,1.0
favorite angel,favorite angel,favorite angel,favorite angel,,,,,none,0.0
feargal sharkey,feargal sharkey,feargal sharkey,feargal sharkey,Feargal Sharkey,3zk5lgbVEre0rKRBqiKt0T,,,none,0.0
feather,feather,feather,feather,Feather,2Du67wvPTzzJ2LcmiHEOHK,lounge,Other,direct,1.0
fefe dobson,fefe dobson,fefe dobson,fefe dobson,Fefe Dobson,0mzTssRDPIQVH5wSNzOdFZ,,,none,0.0
feid,feid,feid,feid,Feid,2LRoIwlKmHjgvigdNGBHNo,reggaeton;urbano latino,Latin,direct,1.0
feist,feist,feist,feist,Feist,6CWTBjOJK75cTE8Xv8u1kj,,,none,0.0
feli,feli,feli,feli,Felix Jaehn,4bL2B6hmLlMWnUEZnorEtG,tropical house,Electronic,direct,1.0
felice taylor,felice taylor,felice taylor,felice taylor,Felice Taylor,2bPM7UBUWPtlRyIh5d0MlC,northern soul,RnB,direct,1.0
felony,felony,felony,felony,Jayo Felony,188HWxEQMjCaa7kf3ZGjwc,g-funk;gangster rap;west coast hip hop,HipHop,direct,1.0
fendida rappa,fendida rappa,fendida rappa,fendida rappa,FendiDa Rappa,7oXyXDUyxRjYXWC5L5EuGy,,,none,0.0
fergie,fergie,fergie,fergie,Fergie,3r17AfJCCUqC9Lf0OAc73G,,,none,0.0
ferlin husky,ferlin husky,ferlin husky,ferlin husky,Ferlin Husky,0szj7Sxtyluyjc2Arj0njB,christian country;classic country;honky tonk;traditional country,Gospel,direct,1.0
fern kinney,fern kinney,fern kinney,fern kinney,Fern Kinney,7tqYLHfwfsXiXdFtMIds2K,post-disco,Other,direct,1.0
ferrante,ferrante,ferrante,ferrante,Roberto Ferrante,2aiM1OfMODFLUXaQgEVPK1,italo disco,Other,direct,1.0
ferras,ferras,ferras,ferras,Ferras,3ZajykUFFll0Xwgal0fQfO,,,none,0.0
festival,festival,festival,festival,Baroque Festival Orchestra,4dl2as3pdCgkcctBVPhB8A,classical,Classical,direct,1.0
fetty wap,fetty wap,fetty wap,fetty wap,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,,,none,0.0
fever tree,fever tree,fever tree,fever tree,Fever Tree,4kC1wUAU4QHotWGD2MwAHc,acid rock;psychedelic rock,Rock,direct,1.0
field mob,field mob,field mob,field mob,Field Mob,0Uo6kyjrbQoZBlcXsMb8Vm,southern hip hop,HipHop,direct,1.0
fifth harmony,fifth harmony,fifth harmony,fifth harmony,Fifth Harmony,1l8Fu6IkuTP0U5QetQJ5Xt,,,none,0.0
fifty fifty,fifty fifty,fifty fifty,fifty fifty,FIFTY FIFTY,4GJ6xDCF5jaUqD6avOuQT6,k-pop,KPop,direct,1.0
figures on a beach,figures on a beach,figures on a beach,figures on a beach,Figures On A Beach,6viLLEXE8t1R5wBFpCuDu2,new wave;synthpop,Pop,direct,1.0
filter,filter,filter,filter,Filter,01WjpKiWVNurV5hjIadB8C,industrial;industrial metal;industrial rock;post-grunge,Rock,direct,1.0
fine young cannibals,fine young cannibals,fine young cannibals,fine young cannibals,Fine Young Cannibals,20p5D2KrE8CGuOjHtxsyTp,,,none,0.0
finesse2tymes,finesse2tymes,finesse2tymes,finesse2tymes,Finesse2tymes,3OoC54nEM3Xl7Kn5hsDdpg,,,none,0.0
finger eleven,finger eleven,finger eleven,finger eleven,Finger Eleven,0niJkG4tKkne3zwr7I8n9n,,,none,0.0
fiona,fiona,fiona,fiona,Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,art pop,Pop,direct,1.0
fiona (duet,fiona (duet,fiona (duet,fiona duet,,,,,none,0.0
fiona apple,fiona apple,fiona apple,fiona apple,Fiona Apple,3g2kUQ6tHLLbmkV7T4GPtL,art pop,Pop,direct,1.0
fire,fire,fire,fire,"Earth, Wind & Fire",4QQgXkCYTt3BlENzhyNETg,disco;funk,RnB,direct,1.0
fire inc.,fire inc.,fire inc.,fire inc,Fire Inc.,41pLvk2oM6XBHjqi1JkTXF,,,none,0.0
fireballs,fireballs,fireballs,fireballs,The Atomic Fireballs,3gv1hh37jyGKfyAjFvv7No,big band;boogie-woogie;swing music,Jazz,direct,1.0
fireboy dml,fireboy dml,fireboy dml,fireboy dml,Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,afro r&b;afro soul;afrobeat;afrobeats;afropiano;afropop;afroswing,Afrobeat,direct,1.0
firefall,firefall,firefall,firefall,Firefall,1tfXh4XxILEuMU2qZupFn8,country rock;soft rock;yacht rock,Rock,direct,1.0
fireflies,fireflies,fireflies,fireflies,The Fireflies,1mStFovqdoOSKjPzqbOSfK,doo-wop,Other,direct,1.0
firefly,firefly,firefly,firefly,Firefly Fin,2EcTrq5TNOqmyhp9Oq7qy5,,,none,0.0
firehouse,firehouse,firehouse,firehouse,Firehouse,28pS8WVbFstY0o1SrqCf8I,glam metal;glam rock,Rock,direct,1.0
first choice,first choice,first choice,first choice,First Choice,20v3nhzoeaO2WvDSCdY0f4,chicago house;disco;disco house;philly soul;post-disco,RnB,direct,1.0
first class,first class,first class,first class,First Class,4ndt8TW7IvdI3SPh0LBMHO,,,none,0.0
fitz,fitz,fitz,fitz,Fitz and The Tantrums,4AcHt3JxKy59IX7JNNlZn4,,,none,0.0
five,five,five,five,Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,groove metal;hard rock;heavy metal;metal;rock,Rock,direct,1.0
five by five,five by five,five by five,five by five,Five By Five,3g7V4DbXwuUn6ZxSmO0hkH,acid rock;garage rock;psychedelic rock,Rock,direct,1.0
five finger death punch,five finger death punch,five finger death punch,five finger death punch,Five Finger Death Punch,5t28BP42x2axFnqOOMg3CM,groove metal;hard rock;heavy metal;metal;rock,Rock,direct,1.0
five flights up,five flights up,five flights up,five flights up,Five Flights Up,1mGmFm3MIktE61wZrk8o7X,,,none,0.0
five for fighting,five for fighting,five for fighting,five for fighting,Five For Fighting,7FgMLbnZVrEnir95O0YujA,,,none,0.0
five man electrical b,five man electrical b,five man electrical b,five man electrical b,Five Man Electrical Band,1GjVNyMzPjdBuip6Xanllu,,,none,0.0
five special,five special,five special,five special,Five Special,7onUSIg238obN7lDtmB1wT,post-disco,Other,direct,1.0
five stairsteps,five stairsteps,five stairsteps,five stairsteps,The Five Stairsteps,3Inrg8cs8oc4q8oPES4a6S,,,none,0.0
five star,five star,five star,five star,The Five Stars,3BVB86CLvIonQmoQX8kj6e,moroccan chaabi,Other,direct,1.0
fivio foreign,fivio foreign,fivio foreign,fivio foreign,Fivio Foreign,14CHVeJGrR5xgUGQFV5BVM,brooklyn drill;drill;new york drill;uk drill,HipHop,direct,1.0
flamingos,flamingos,flamingos,flamingos,The Flamingos,6iygtKnPG7TRvDaTYcLOd6,doo-wop,Other,direct,1.0
flash,flash,flash,flash,Hot Flash Heat Wave,33LSz2nhC8pCPTb3pd5add,surf rock,Rock,direct,1.0
flash cadillac,flash cadillac,flash cadillac,flash cadillac,Flash Cadillac,1n2nOaOSFfvCFM42AK0EKW,doo-wop,Other,direct,1.0
flatt,flatt,flatt,flatt,Rascal Flatts,0a1gHP0HAqALbEyxaD5Ngn,country,Country,direct,1.0
flavor,flavor,flavor,flavor,FLAVOR FOLEY,2f5AcZbndYPEd7W5EfsZjY,vocaloid,Other,direct,1.0
fle,fle,fle,fle,Artist Rescue,3L7L7o7SKkWI8wsU43ycRl,,,none,0.0
fleetwood mac,fleetwood mac,fleetwood mac,fleetwood mac,Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,classic rock;soft rock;yacht rock,Rock,direct,1.0
fletcher,fletcher,fletcher,fletcher,FLETCHER,5qa31A9HySw3T7MKWI9bGg,,,none,0.0
flip cartridge,flip cartridge,flip cartridge,flip cartridge,,,,,none,0.0
flipp dinero,flipp dinero,flipp dinero,flipp dinero,Flipp Dinero,2HUwZ0kumzCSlhFcjFZfpp,melodic rap,HipHop,direct,1.0
flo milli,flo milli,flo milli,flo milli,Flo Milli,08PvCOlef4xdOr20jFSTPd,,,none,0.0
flo rida,flo rida,flo rida,flo rida,Flo Rida,0jnsk9HBra6NMjO2oANoPY,,,none,0.0
flobots,flobots,flobots,flobots,Flobots,0rHiOzaAbw3cCp8D7yjyig,,,none,0.0
