artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,source,matched_from,last_chart_year,genre_main
doechii,doechii,doechii,doechii,Doechii,4E2rKHVDssGJm2SCDOMMJB,hip hop;pop rap,musicbrainz,artist,2025,HipHop
doechii featuring kodak black,doechii,doechii,doechii,Doechii,4E2rKHVDssGJm2SCDOMMJB,hip hop;pop rap,musicbrainz,l1,2023,HipHop
doja cat,doja cat,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,artist,2025,Pop
doja cat & the weeknd,doja cat & the weeknd,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,l2,2022,Pop
doja cat & tyga,doja cat & tyga,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,l2,2020,Pop
doja cat featuring ariana grande,doja cat,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,l1,2021,Pop
doja cat featuring gucci mane,doja cat,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,l1,2020,Pop
doja cat featuring nicki minaj,doja cat,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,l1,2020,Pop
doja cat featuring sza,doja cat,doja cat,doja cat,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,hip hop;pop;pop rap;west coast hip hop;rock,musicbrainz,l1,2022,Pop
dokken,dokken,dokken,dokken,Dokken,09hNSPPOxDop4FRdr6UEnq,glam metal;glam rock;hard rock;heavy metal,spotify,artist,1988,Rock
dolla featuring t-pain & tay dizm,dolla,dolla,dolla,DOLLA,3SRXsr6dPMvVGSSpccDWjO,malay;malaysian pop;malay pop;malay rap,spotify,l1,2008,Pop
dollar,dollar,dollar,dollar,Dollar,4hbeFfGIHntSg3wZjeCvw0,,none,artist,1980,
dolly parton,dolly parton,dolly parton,dolly parton,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,country;classic country,spotify,artist,1984,Country
dolly parton & friends,dolly parton & friends,dolly parton,dolly parton,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,country;classic country,spotify,l2,1993,Country
dolly parton (duet with kenny rogers),dolly parton,dolly parton,dolly parton,Dolly Parton,32vWCbZh0xZ4o9gkz4PsEU,country;classic country,spotify,l1,1985,Country
domenico modugno,domenico modugno,domenico modugno,domenico modugno,Domenico Modugno,4llklDtTTyMYMY2LfFOkTI,italian singer-songwriter;italo dance;canzone napoletana,spotify,artist,1959,Folk
dominic fike,dominic fike,dominic fike,dominic fike,Dominic Fike,6JGszm6z8oHmeLbxPHjMao,alternative pop,musicbrainz,artist,2024,Pop
domino,domino,domino,domino,Domino,0wweVzqB8coX65KtdNAavq,vinahouse;v-pop,spotify,artist,1996,Pop
don & juan,don & juan,don,don,Don & Juan,7gArjmSS1gJuofpu4vHtCI,doo-wop,spotify,artist,1962,
don and the goodtimes,don and the goodtimes,don,don,,,sunshine pop;garage rock,musicbrainz,,1967,Rock
don brown,don brown,don brown,don brown,Don Brown,6fAuuuJnmWzukwrSEhID4O,,none,artist,1978,
don costa and his orchestra and chorus,don costa and his orchestra and chorus,don costa,don costa,Don Costa,0RApVWsazsKH8QZsLtffn9,orchestral;exotica,spotify,l2,1961,Classical
don covay,don covay,don covay,don covay,Don Covay,3SC1GczHVpsiorx1KFaa4S,northern soul;philly soul;classic soul;soul,spotify,artist,1974,RnB
don covay & the goodtimers,don covay & the goodtimers,don covay,don covay,Don Covay,3SC1GczHVpsiorx1KFaa4S,northern soul;philly soul;classic soul;soul,spotify,l2,1966,RnB
don fardon,don fardon,don fardon,don fardon,Don Fardon,1cqaF1Hz5pEtXVnthnFVmU,,none,artist,1973,
don felder,don felder,don felder,don felder,Don Felder,73G0P8aYEnVht7jjliF7Ok,rock,musicbrainz,artist,1981,Rock
don french,don french,don french,don french,Don French,2SG40pqggafQEPh0MaYc07,rockabilly,spotify,artist,1959,Rock
don gardner and dee dee ford,don gardner and dee dee ford,don gardner,don gardner,Don Gardner,6VUHw8hklcAHLWNoeKbXIY,northern soul,spotify,l2,1962,RnB
don gibson,don gibson,don gibson,don gibson,Don Gibson,4xcYVPssil6vbG6tq3W43S,classic country;traditional country,spotify,artist,1962,Country
don goodwin,don goodwin,don goodwin,don goodwin,Don Goodwin,2ijfifZE6A8sxwB5Daeb0P,,none,artist,1974,
don henley,don henley,don henley,don henley,Don Henley,5dbuFbrHa1SJlQhQX9OUJ2,yacht rock,spotify,artist,2000,Rock
don ho and the aliis,don ho and the aliis,don ho,don ho,Don Ho,3Ew1ynSmASX9Uec5FzBYrL,exotica,spotify,l2,1967,
don johnson,don johnson,don johnson,don johnson,Don Johnson,1I8ufUp15t66AiYcQPDQE0,rock;pop,musicbrainz,artist,1987,Pop
don mclean,don mclean,don mclean,don mclean,Don McLean,1gRNBaI4yn6wCCTvRhGWh8,folk rock;contemporary folk;folk;singer-songwriter;rock,musicbrainz,artist,1982,Folk
don nix,don nix,don nix,don nix,Don Nix,4NPzR70jYNxmCapRCwwBkr,southern rock;country rock,spotify,artist,1971,Rock
don omar,don omar,don omar,don omar,Don Omar,33ScadVnbm2X8kkUqOkC6Z,reggaeton;urbano latino,spotify,artist,2011,Latin
don omar & lucenzo,don omar & lucenzo,don omar,don omar,Don Omar,33ScadVnbm2X8kkUqOkC6Z,reggaeton;urbano latino,spotify,l2,2011,Latin
don ray,don ray,don ray,don ray,Don Ray,5hoOUtUZX142EZQIn9RHOy,northern soul;disco;post-disco,spotify,artist,1979,RnB
don shirley,don shirley,don shirley,don shirley,Don Shirley,28gtOMHE3YD9uDR3ht6E0x,classical;jazz,musicbrainz,artist,1962,Jazz
don shirley trio,don shirley trio,don shirley trio,don shirley trio,Don Shirley Trio,4uI2v5FcRguAWUk6MqPTBO,jazz,musicbrainz,artist,1961,Jazz
don toliver,don toliver,don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,artist,2025,HipHop
don toliver featuring charlie wilson & cash cobain,don toliver,don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,l1,2024,HipHop
don toliver featuring justin bieber & future,don toliver,don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,l1,2023,HipHop
don toliver featuring kodak black,don toliver,don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,l1,2024,HipHop
don toliver featuring quavo & offset,don toliver,don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,l1,2020,HipHop
don toliver featuring travis scott,don toliver,don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,l1,2024,HipHop
"don toliver, j-hope, pharrell williams & speedy","don toliver, j-hope, pharrell williams & speedy",don toliver,don toliver,Don Toliver,4Gso3d4CscCijv0lmajZWs,hip hop;alternative r&b;trap,musicbrainz,l2,2025,HipHop
don williams,don williams,don williams,don williams,Don Williams,4Ti0EKl2PVEms2NRMVGqNe,classic country;country;traditional country,spotify,artist,1981,Country
donald byrd,donald byrd,donald byrd,donald byrd,Donald Byrd,3ZUZYvTkSr7kJQyAXVpqaL,hard bop;jazz funk;jazz;soul jazz;jazz fusion,spotify,artist,1973,Jazz
donald fagen,donald fagen,donald fagen,donald fagen,Donald Fagen,0S1SjYebdSaiMpI8xSW2Wb,yacht rock;aor,spotify,artist,1988,Rock
donald jenkins & the delighters,donald jenkins & the delighters,donald jenkins,donald jenkins,Donald Jenkins,7wm4mhBUJI2cyuSyl6e9tL,,none,l2,1963,
donell jones,donell jones,donell jones,donell jones,Donell Jones,5KNqYrivNgVCHBssEUSu5B,r&b;quiet storm;neo soul,spotify,artist,2002,RnB
donna allen,donna allen,donna allen,donna allen,Donna Allen,1IY0vriyT0HjSRXAsMZems,contemporary r&b;dance-pop,musicbrainz,artist,1987,Pop
donna fargo,donna fargo,donna fargo,donna fargo,Donna Fargo,4tIQ6BeFRvYApoAyJmaeVC,classic country,spotify,artist,1975,Country
donna lewis,donna lewis,donna lewis,donna lewis,Donna Lewis,2EfG2EoT8GFJrMiilbTVl2,pop;adult contemporary;dream pop;pop rock;electropop,musicbrainz,artist,1997,Rock
donna lynn,donna lynn,donna lynn,donna lynn,Donna Lynn,1Rw7PTG831hflFxLdpUmwb,,none,artist,1964,
donna mcdaniel,donna mcdaniel,donna mcdaniel,donna mcdaniel,Donna McDaniel,0qboo9urTuVQqkfV3Gkuyf,,none,artist,1977,
donna summer,donna summer,donna summer,donna summer,Donna Summer,2eogQKWWoohI3BSnoG7E2U,disco;hi-nrg,spotify,artist,1999,
donna summer with brooklyn dreams,donna summer with brooklyn dreams,donna summer,donna summer,Donna Summer,2eogQKWWoohI3BSnoG7E2U,disco;hi-nrg,spotify,l2,1979,
donnie brooks,donnie brooks,donnie brooks,donnie brooks,Donnie Brooks,0OIKoNmvKEdHkhhNfrRGP6,doo-wop,spotify,artist,1961,
donnie elbert,donnie elbert,donnie elbert,donnie elbert,Donnie Elbert,2uA0g2bLN2rIGZDkx671Ig,northern soul;doo-wop,spotify,artist,1972,RnB
donnie iris,donnie iris,donnie iris,donnie iris,Donnie Iris,4kveDT8ylFciq1mdeYcIvw,rock;power pop;pop rock;hard rock,musicbrainz,artist,1985,Rock
donnie owens,donnie owens,donnie owens,donnie owens,Donnie Owens,5a1p9HEb8mrwIwBgidOlCu,doo-wop,spotify,artist,1959,
donnie and the dreamers,donnie and the dreamers,donnie,donnie,Donnie And The Dreamers,0yFiVJmOYBq27T0y3r955J,doo-wop,spotify,artist,1961,
donny & marie osmond,donny & marie osmond,donny,donny,Donny & Marie Osmond,7d8R11w4QG2ihJeTaZq37F,,none,artist,1978,
donny gerrard,donny gerrard,donny gerrard,donny gerrard,Donny Gerrard,63LrSZBVGx3EjsTxLeX0CA,soul,musicbrainz,artist,1976,RnB
donny hathaway,donny hathaway,donny hathaway,donny hathaway,Donny Hathaway,0HU0U9kdXEHZVxUNbuQe8S,soul;classic soul,spotify,artist,2025,RnB
donny hathaway and june conquest,donny hathaway and june conquest,donny hathaway,donny hathaway,Donny Hathaway,0HU0U9kdXEHZVxUNbuQe8S,soul;classic soul,spotify,l2,1972,RnB
donny most,donny most,donny most,donny most,Donny Most,6BE9jEf2OugfqxsFNo9jtW,,none,artist,1976,
donny osmond,donny osmond,donny osmond,donny osmond,Donny Osmond,5ZEAzHE2TzAwUcOj6jMIgf,pop;classic pop and rock,musicbrainz,artist,1991,Pop
donny osmond of the osmonds,donny osmond of the osmonds,donny osmond of the osmonds,donny osmond of the osmonds,,,,none,,1971,
donovan,donovan,donovan,donovan,Donovan,6vLlQYujOujIrm7zAKzEdG,folk rock;psychedelic rock,spotify,artist,1973,Rock
donovan/jeff beck group,donovan,donovan,donovan,Donovan,6vLlQYujOujIrm7zAKzEdG,folk rock;psychedelic rock,spotify,l1,1969,Rock
dooley silverspoon,dooley silverspoon,dooley silverspoon,dooley silverspoon,Dooley Silverspoon,6k8y95cekGn0oYaRVuCUUR,,none,artist,1975,
doris day,doris day,doris day,doris day,Doris Day,3ESG6pj6a0LvUKklENalT6,adult standards;big band,spotify,artist,1962,
doris duke,doris duke,doris duke,doris duke,Doris Duke,4EBkFWxQ0EP5Fvya15d3Af,soul;classic soul,spotify,artist,1970,RnB
doris troy,doris troy,doris troy,doris troy,Doris Troy,3jiBDfjnWIdLQEEOdKqZex,northern soul;doo-wop;motown,spotify,artist,1963,RnB
dorothy collins,dorothy collins,dorothy collins,dorothy collins,Dorothy Collins,2XxSFKVJnCLGGvNXnyiQYL,pop;easy listening;chanson,musicbrainz,artist,1960,Pop
dorothy moore,dorothy moore,dorothy moore,dorothy moore,Dorothy Moore,3KQOgtRIeQVHdYFcNHKavs,classic soul,spotify,artist,1977,RnB
dorothy morrison,dorothy morrison,dorothy morrison,dorothy morrison,Dorothy Morrison,1gQowoppW6PhXxJU15spuk,,none,artist,1970,
dorothy norwood,dorothy norwood,dorothy norwood,dorothy norwood,Dorothy Norwood,3B2PSZmAw3xz6cQ2XMXta7,gospel;worship,spotify,artist,1974,Gospel
dorrough,dorrough,dorrough,dorrough,Dorrough,2GUmA73KzNkFTVlMaU7by7,,none,artist,2009,
dorsey burnette,dorsey burnette,dorsey burnette,dorsey burnette,Dorsey Burnette,4IKhazN1C82QWCD2Oqwf3v,rockabilly;motown,spotify,artist,1969,Rock
dottie west,dottie west,dottie west,dottie west,Dottie West,2pvPkEAN9xSrDrIVUOxWMB,classic country;traditional country,spotify,artist,1980,Country
dottie west with kenny rogers,dottie west with kenny rogers,dottie west,dottie west,Dottie West,2pvPkEAN9xSrDrIVUOxWMB,classic country;traditional country,spotify,l2,1981,Country
double,double,double,double,Double,17R4EPcqqyTa84kesDmNGq,j-r&b;j-rap,spotify,artist,1986,HipHop
double exposure,double exposure,double exposure,double exposure,Double Exposure,7LtGZFTyk5eNkOqCQajhuq,,none,artist,1976,
double image,double image,double image,double image,Double Image,5wtltLJ74Vfh3bnC4AkPWv,native american music,spotify,artist,1983,
doucette,doucette,doucette,doucette,Doucette,0sl0GI3TJZwYVFDlOaVvk8,,none,artist,1978,
doug franklin with the bluenotes,doug franklin with the bluenotes,doug franklin,doug franklin,Doug Franklin,5ItW8koMZZaE8yowFlRF3f,rockabilly,spotify,l2,1958,Rock
doug stone,doug stone,doug stone,doug stone,Doug Stone,4epBFW4UHEmgjIK5xOrBhk,classic country;country;traditional country,spotify,artist,1994,Country
dove cameron,dove cameron,dove cameron,dove cameron,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,pop;alternative pop;teen pop;lead singer of the girl and the dreamcatcher,musicbrainz,artist,2022,Pop
"dove cameron, cameron boyce, booboo stewart & sofia carson","dove cameron, cameron boyce, booboo stewart & sofia carson",dove cameron,dove cameron,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,pop;alternative pop;teen pop;lead singer of the girl and the dreamcatcher,musicbrainz,l2,2015,Pop
"dove cameron, sofia carson, booboo stewart, cameron boyce, thomas doherty, china anne mcclain & dylan playfair","dove cameron, sofia carson, booboo stewart, cameron boyce, thomas doherty, china anne mcclain & dylan playfair",dove cameron,dove cameron,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,pop;alternative pop;teen pop;lead singer of the girl and the dreamcatcher,musicbrainz,l2,2019,Pop
down a.k.a. kilo,down a.k.a. kilo,down a.k.a. kilo,down aka kilo,Down AKA Kilo,73igm5OnnT93vqQaukD4oE,hip hop,musicbrainz,l3,2007,HipHop
dr. alban,dr. alban,dr. alban,dr alban,Dr. Alban,6BkcAbUkfIBM4XudxieMq8,eurodance,spotify,artist,1993,
dr. buzzard's original savannah band,dr. buzzard's original savannah band,dr. buzzard's original savannah band,dr buzzards original savannah band,Dr. Buzzard's Original Savannah Band,0i64fKwsnTQsPqbov8mZUh,,none,artist,1977,
dr. dre,dr. dre,dr. dre,dr dre,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,old school hip hop;g-funk;gangster rap;west coast hip hop;hip hop,spotify,artist,1995,HipHop
dr. dre featuring eminem,dr. dre,dr. dre,dr dre,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,old school hip hop;g-funk;gangster rap;west coast hip hop;hip hop,spotify,l1,2000,HipHop
dr. dre featuring eminem & skylar grey,dr. dre,dr. dre,dr dre,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,old school hip hop;g-funk;gangster rap;west coast hip hop;hip hop,spotify,l1,2011,HipHop
dr. dre featuring snoop dogg,dr. dre,dr. dre,dr dre,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,old school hip hop;g-funk;gangster rap;west coast hip hop;hip hop,spotify,l1,2022,HipHop
dr. dre featuring snoop dogg & akon,dr. dre,dr. dre,dr dre,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,old school hip hop;g-funk;gangster rap;west coast hip hop;hip hop,spotify,l1,2011,HipHop
dr. feelgood and the interns,dr. feelgood and the interns,dr. feelgood,dr feelgood,Dr. Feelgood,25IRTisJjqI6JlkyCVMBsV,proto-punk;blues rock,spotify,l2,1962,Rock
dr. hook,dr. hook,dr. hook,dr hook,Dr. Hook,2Mhi3jfuRSdbVZPdjqsnnN,yacht rock,spotify,artist,1982,Rock
dr. hook and the medicine show,dr. hook and the medicine show,dr. hook,dr hook,Dr. Hook,2Mhi3jfuRSdbVZPdjqsnnN,yacht rock,spotify,l2,1973,Rock
dr. john,dr. john,dr. john,dr john,Dr. John,320TrJub4arztwXRm7kqVO,cajun;zydeco,spotify,artist,1974,
dr. west's medicine show and junk band,dr. west's medicine show and junk band,dr. west's medicine show,dr wests medicine show,,,,none,,1967,
drafi,drafi,drafi,drafi,Drafi,7KV4SopQJQO7tQzuVqneQR,garage rock,spotify,artist,1966,Rock
dragon,dragon,dragon,dragon,Dragon,622HMYOaiqowUmcd5t3b7t,aln-sh;new wave;progressive rock;pop rock,musicbrainz,artist,1984,Rock
dragonforce,dragonforce,dragonforce,dragonforce,DragonForce,2pH3wEn4eYlMMIIQyKPbVR,power metal;speed metal;metal;symphonic metal,spotify,artist,2008,Rock
drake,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,artist,2025,HipHop
drake & 21 savage,drake & 21 savage,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2023,HipHop
drake & 21 savage featuring travis scott,drake & 21 savage,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2023,HipHop
drake & central cee,drake & central cee,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2025,HipHop
drake & future,drake & future,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2016,HipHop
drake & yebba,drake & yebba,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2021,HipHop
drake featuring 2 chainz & big sean,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2014,HipHop
drake featuring 2 chainz & young thug,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
drake featuring 21 savage,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2023,HipHop
drake featuring 21 savage & project pat,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2022,HipHop
drake featuring alicia keys,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2010,HipHop
drake featuring bad bunny,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2023,HipHop
drake featuring birdman,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2011,HipHop
drake featuring chief keef,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2023,HipHop
drake featuring chris brown,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2020,HipHop
drake featuring fivio foreign & sosa geek,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2020,HipHop
drake featuring future,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring future & young thug,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2022,HipHop
drake featuring giggs,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
drake featuring giveon,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2020,HipHop
drake featuring j. cole,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2024,HipHop
drake featuring jay-z,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring jhene aiko,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2013,HipHop
drake featuring jorja smith & black coffee,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
drake featuring kanye west,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
"drake featuring kanye west, lil wayne & eminem",drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2010,HipHop
drake featuring kid cudi,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring latto,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2024,HipHop
drake featuring lil baby,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2022,HipHop
drake featuring lil durk,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring lil durk & giveon,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring lil wayne,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2015,HipHop
drake featuring lil wayne & rick ross,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring lil wayne & young jeezy,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2010,HipHop
drake featuring lil yachty,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2023,HipHop
drake featuring majid jordan,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2014,HipHop
drake featuring michael jackson,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2018,HipHop
drake featuring nicki minaj,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2012,HipHop
drake featuring partynextdoor,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2023,HipHop
drake featuring pimp c & dvsn,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2016,HipHop
drake featuring playboi carti,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2020,HipHop
drake featuring quavo & travis scott,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
drake featuring rick ross,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring rihanna,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2016,HipHop
drake featuring sza,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2024,HipHop
drake featuring sampha,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
drake featuring sexyy red & sza,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2024,HipHop
drake featuring static major & ty dolla $ign,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2018,HipHop
drake featuring t.i. & swizz beatz,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2010,HipHop
drake featuring teezo touchdown,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2023,HipHop
drake featuring tems,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring the throne,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2016,HipHop
drake featuring the weeknd,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2012,HipHop
drake featuring travis scott,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2022,HipHop
drake featuring trey songz & lil wayne,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2009,HipHop
drake featuring ty dolla $ign,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2021,HipHop
drake featuring wizkid & kyla,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2016,HipHop
drake featuring yeat,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2024,HipHop
drake featuring young thug,drake,drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l1,2017,HipHop
"drake, julia wolf & yeat","drake, julia wolf & yeat",drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2025,HipHop
"drake, young thug & 21 savage","drake, young thug & 21 savage",drake,drake,Drake,3TVXtAsR1Inumwj472S9r4,rap,spotify,l2,2024,HipHop
drama,drama,drama,drama,DRAMA,7LvvNoUPwTZpgXDWBRrfHg,indie soul,spotify,artist,2000,RnB
dream,dream,dream,dream,,,electronic;ambient;berlin school;progressive electronic;german,musicbrainz,,2001,Electronic
dreamlovers,dreamlovers,dreamlovers,dreamlovers,Dreamlovers,0DjSbHr4lQqwTUHTfLX4gc,doo-wop;philly soul,spotify,artist,1962,RnB
"dreamville featuring bas, jid, guapdad 4000, reese laflare, jace, mez, smokepurpp, buddy & ski mask the slump god",dreamville,dreamville,dreamville,Dreamville,1iNqsUDUraNWrj00bqssQG,,none,l1,2019,
"dreamville featuring j. cole, lute & dababy",dreamville,dreamville,dreamville,Dreamville,1iNqsUDUraNWrj00bqssQG,,none,l1,2019,
"dreamville featuring jid, bas, j. cole, earthgang & young nudy",dreamville,dreamville,dreamville,Dreamville,1iNqsUDUraNWrj00bqssQG,,none,l1,2019,
dreezy featuring jeremih,dreezy,dreezy,dreezy,Dreezy,7gWumE1wMALHXANLSIt054,pop rap;trap;drill,musicbrainz,l1,2016,HipHop
drew baldridge,drew baldridge,drew baldridge,drew baldridge,Drew Baldridge,08qaG5crPMPF7i0h2wORk5,country,spotify,artist,2024,Country
driicky graham,driicky graham,driicky graham,driicky graham,Driicky Graham,7h5oEr0hzlM0GFQMrgEwSo,rap,musicbrainz,artist,2012,HipHop
dru down,dru down,dru down,dru down,Dru Down,0WbeGaye1H1KUdYWzYlTmk,g-funk;west coast hip hop;hyphy;gangster rap;old school hip hop,spotify,artist,1996,HipHop
dru hill,dru hill,dru hill,dru hill,Dru Hill,1255GTUKNCLCTvH9ctD4cT,quiet storm;r&b,spotify,artist,2003,RnB
dru hill featuring redman,dru hill,dru hill,dru hill,Dru Hill,1255GTUKNCLCTvH9ctD4cT,quiet storm;r&b,spotify,l1,1999,RnB
drupi,drupi,drupi,drupi,drupi,4QdbxFgGdszYjuDJUKGN8y,pop;italian pop,musicbrainz,artist,1973,Pop
dua lipa,dua lipa,dua lipa,dua lipa,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,pop,spotify,artist,2024,Pop
dua lipa & blackpink,dua lipa & blackpink,dua lipa,dua lipa,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,pop,spotify,l2,2018,Pop
duals,duals,duals,duals,Duals,4xO4wiBAenkGcYIucfRCpb,rockabilly;surf rock,spotify,artist,1961,Rock
