artist,l1,l2,l3,matched_name,spotify_artist_id,genres_raw,source,matched_from,last_chart_year
mariah carey featuring cameo,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2001
mariah carey featuring jay-z,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2000
mariah carey featuring joe & 98 degrees,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2000
mariah carey featuring miguel,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2013
mariah carey featuring nicki minaj,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2010
mariah carey featuring snoop dogg,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2006
mariah carey featuring t-pain,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2008
mariah carey featuring yg,mariah carey,mariah carey,mariah carey,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,christmas,spotify,l1,2017
mariah the scientist,mariah the scientist,mariah the scientist,mariah the scientist,Mariah the Scientist,7HO5fOXE4gh3lzZn64tX2E,alternative r&b,spotify,artist,2025
mariah the scientist & kali uchis,mariah the scientist & kali uchis,mariah the scientist,mariah the scientist,Mariah the Scientist,7HO5fOXE4gh3lzZn64tX2E,alternative r&b,spotify,l2,2025
marian hill,marian hill,marian hill,marian hill,Marian Hill,1xHQO9GJIW9OXHxGBISYc5,,none,artist,2017
marianne faithfull,marianne faithfull,marianne faithfull,marianne faithfull,Marianne Faithfull,7mlge4peaoNgzTsY6M32RB,,none,artist,1965
marie & rex,marie & rex,marie,marie,Marie & Rex,0A09b570HroctJ1GNMamDQ,,none,artist,1959
marie osmond,marie osmond,marie osmond,marie osmond,Marie Osmond,3ijY78RxOagYo8FOgSEkWj,,none,artist,1977
marillion,marillion,marillion,marillion,Marillion,7ai5TWiOG8g9Hds5AATS28,progressive rock;art rock,spotify,artist,1985
marilyn martin,marilyn martin,marilyn martin,marilyn martin,Marilyn Martin,3vtjCpFunIFNdbXkBVx0gL,,none,artist,1986
marilyn mccoo & billy davis jr.,marilyn mccoo & billy davis jr.,marilyn mccoo,marilyn mccoo,Marilyn McCoo & Billy Davis Jr.,7EtMpozS5ZnYNGscQDol17,,none,artist,1977
marilyn scott,marilyn scott,marilyn scott,marilyn scott,Marilyn Scott,0Xjghh84yVb90SAbO7RvL4,smooth jazz;vocal jazz,spotify,artist,1978
marilyn sellars,marilyn sellars,marilyn sellars,marilyn sellars,Marilyn Sellars,39porFWhd0PkDp1NqHV4qP,,none,artist,1974
mario,mario,mario,mario,Mario,0Qld3F5Dr62sYbuivSzEMw,,none,artist,2010
mario featuring gucci mane & sean garrett,mario,mario,mario,Mario,0Qld3F5Dr62sYbuivSzEMw,,none,l1,2009
mario vazquez,mario vazquez,mario vazquez,mario vazquez,Mario Vazquez,7iMjWsjqbmYLobomSh4B64,,none,artist,2006
mario winans featuring enya & p. diddy,mario winans,mario winans,mario winans,Mario Winans,4BIQA9vRkqXEnA2twmq7mU,,none,l1,2004
marion worth,marion worth,marion worth,marion worth,Marion Worth,0CUtS1azBsVCvaRqg31AYc,traditional country;classic country;christian country,spotify,artist,1963
mark ambor,mark ambor,mark ambor,mark ambor,Mark Ambor,11p2E654TTU8e0nZWBR4AL,,none,artist,2025
mark chesnutt,mark chesnutt,mark chesnutt,mark chesnutt,Mark Chesnutt,2cNV8vNe2fPFf6OfGOBbSS,classic country;country;traditional country;honky tonk,spotify,artist,2002
mark dinning,mark dinning,mark dinning,mark dinning,Mark Dinning,55Rf9Kfqd30nmqaeEDMpic,doo-wop,spotify,artist,1961
mark lindsay,mark lindsay,mark lindsay,mark lindsay,Mark Lindsay,7kEOMdsEmZkTHgA4ibDz4h,,none,artist,1971
mark mcguinn,mark mcguinn,mark mcguinn,mark mcguinn,Mark McGuinn,2W8eAR7hLWZ9Al1Sa19nka,,none,artist,2001
mark morrison,mark morrison,mark morrison,mark morrison,Mark Morrison,6V3F8MZrOKdT9fU686ybE9,,none,artist,1998
mark ronson featuring bruno mars,mark ronson,mark ronson,mark ronson,Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,,none,l1,2016
mark ronson featuring miley cyrus,mark ronson,mark ronson,mark ronson,Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,,none,l1,2019
mark valentino,mark valentino,mark valentino,mark valentino,Mark Valentino,23mLdzyVDlNPDL9Kahe069,,none,artist,1963
mark wills,mark wills,mark wills,mark wills,Mark Wills,0dlwjJe4kg9TgOMN184bJF,country;classic country;acoustic country,spotify,artist,2003
mark-almond,mark-almond,mark-almond,markalmond,Mark-Almond,7entybfpLTjdcWhGCI0h3B,,none,artist,1972
marky mark & the funky bunch,marky mark & the funky bunch,marky mark,marky mark,Marky Mark,30RQEZf8rhlcRNQJ89me3P,eurodance;hip house,spotify,l2,1992
marky mark & the funky bunch featuring loleatta holloway,marky mark & the funky bunch,marky mark,marky mark,Marky Mark,30RQEZf8rhlcRNQJ89me3P,eurodance;hip house,spotify,l2,1991
marlena shaw,marlena shaw,marlena shaw,marlena shaw,Marlena Shaw,0hirZ8kPPdM9pzXpoagB4w,northern soul;soul,spotify,artist,1967
marlowe morris quintet,marlowe morris quintet,marlowe morris quintet,marlowe morris quintet,,,,none,,1962
marmalade,marmalade,marmalade,marmalade,Marmalade,1tttI1iC4FsS6BM5l38oe5,,none,artist,1976
maroon 5,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,artist,2020
maroon 5 & lisa,maroon 5 & lisa,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l2,2025
maroon 5 featuring cardi b,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2019
maroon 5 featuring christina aguilera,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2012
maroon 5 featuring future,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2017
maroon 5 featuring kendrick lamar,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2017
maroon 5 featuring megan thee stallion,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2021
maroon 5 featuring rihanna,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2008
maroon 5 featuring rozzi crane,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2012
maroon 5 featuring sza,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2018
maroon 5 featuring wiz khalifa,maroon 5,maroon 5,maroon 5,Maroon 5,04gDigrS5kc9YWfZHwBETP,pop,spotify,l1,2012
marques houston,marques houston,marques houston,marques houston,Marques Houston,1goOx6gnQdUllLfSMsL4Rt,r&b,spotify,artist,2007
"marques houston featuring jermaine ""jd"" dupri",marques houston,marques houston,marques houston,Marques Houston,1goOx6gnQdUllLfSMsL4Rt,r&b,spotify,l1,2004
marques houston featuring joe budden & pied piper,marques houston,marques houston,marques houston,Marques Houston,1goOx6gnQdUllLfSMsL4Rt,r&b,spotify,l1,2004
marques houston featuring young rome,marques houston,marques houston,marques houston,Marques Houston,1goOx6gnQdUllLfSMsL4Rt,r&b,spotify,l1,2005
marsha ambrosius,marsha ambrosius,marsha ambrosius,marsha ambrosius,Marsha Ambrosius,46VWDbmWmzvPBTmkSr25gM,neo soul;r&b,spotify,artist,2011
marshall crenshaw,marshall crenshaw,marshall crenshaw,marshall crenshaw,Marshall Crenshaw,73YLmyaazO66GncUVHP0KV,power pop;jangle pop,spotify,artist,1982
marshall hain,marshall hain,marshall hain,marshall hain,Marshall Hain,0bUGoPJdCrDnuIQNLxsnBb,,none,artist,1979
marshmello,marshmello,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,artist,2019
marshmello & anne-marie,marshmello & anne-marie,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2018
marshmello & bastille,marshmello & bastille,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2019
marshmello & demi lovato,marshmello & demi lovato,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2020
marshmello & halsey,marshmello & halsey,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2020
marshmello & juice wrld,marshmello & juice wrld,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2022
marshmello & kane brown,marshmello & kane brown,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2024
marshmello & khalid,marshmello & khalid,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2022
marshmello featuring a day to remember,marshmello,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l1,2019
marshmello featuring chvrches,marshmello,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l1,2019
marshmello featuring khalid,marshmello,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l1,2018
marshmello x jonas brothers,marshmello x jonas brothers,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2021
marshmello x jelly roll,marshmello x jelly roll,marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2025
"marshmello, tyga & chris brown","marshmello, tyga & chris brown",marshmello,marshmello,Marshmello,64KEffDW9EtZ1y2vBYgq8T,edm,spotify,l2,2019
martha & the vandellas,martha & the vandellas,martha,martha,Martha & The Vandellas,0pOgwH2uOxwNJze9DEpvOC,,none,artist,1967
martha davis,martha davis,martha davis,martha davis,Martha Davis,6GdkGege9GGpJJGvyI9w2V,,none,artist,1988
martha reeves,martha reeves,martha reeves,martha reeves,Martha Reeves,3Hut5CO4gDNYQfG63a7Wl4,motown;northern soul,spotify,artist,1974
martha reeves & the vandellas,martha reeves & the vandellas,martha reeves,martha reeves,Martha Reeves,3Hut5CO4gDNYQfG63a7Wl4,motown;northern soul,spotify,l2,1971
martha wash,martha wash,martha wash,martha wash,Martha Wash,7htVGwGw3uAa7Axft4MTnx,disco house,spotify,artist,1993
martika,martika,martika,martika,Martika,40enFxfEXXsEXKOt1vgx0k,,none,artist,1992
martin briley,martin briley,martin briley,martin briley,Martin Briley,0kQXfNK3qQhHzHrR078qvN,aor;arena rock;power pop,spotify,artist,1983
martin denny and his orchestra,martin denny and his orchestra,martin denny,martin denny,Martin Denny,3D9J9nPNW1cBktx5apJq4V,exotica;lounge;easy listening,spotify,l2,1962
martin garrix,martin garrix,martin garrix,martin garrix,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;progressive house;electronica,spotify,artist,2014
martin garrix & bebe rexha,martin garrix & bebe rexha,martin garrix,martin garrix,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;progressive house;electronica,spotify,l2,2017
martin garrix & dua lipa,martin garrix & dua lipa,martin garrix,martin garrix,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;progressive house;electronica,spotify,l2,2017
martin garrix featuring khalid,martin garrix,martin garrix,martin garrix,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;progressive house;electronica,spotify,l1,2018
martin garrix featuring macklemore & patrick stump,martin garrix,martin garrix,martin garrix,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;progressive house;electronica,spotify,l1,2019
martin garrix x troye sivan,martin garrix x troye sivan,martin garrix,martin garrix,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,edm;progressive house;electronica,spotify,l2,2017
martin mull and orchestra,martin mull and orchestra,martin mull,martin mull,Martin Mull,4zoYT4XyhdZbdWdXlJ8gV2,comedy,spotify,l2,1973
martin page,martin page,martin page,martin page,Martin Page,3NS6XjRa7OyZv6KjfkH5qC,,none,artist,1995
martin solveig & dragonette,martin solveig & dragonette,martin solveig,martin solveig,Martin Solveig & Dragonette,77iJZVsrGYYZqnCtEsYBLi,,none,artist,2011
martina mcbride,martina mcbride,martina mcbride,martina mcbride,Martina McBride,3P33qFNGBVXl86yQYWspFj,country,spotify,artist,2012
martina mcbride with jim brickman,martina mcbride with jim brickman,martina mcbride,martina mcbride,Martina McBride,3P33qFNGBVXl86yQYWspFj,country,spotify,l2,1998
marty balin,marty balin,marty balin,marty balin,Marty Balin,1LPqJnojL09mceIxcFwXLx,yacht rock;aor,spotify,artist,1983
marty robbins,marty robbins,marty robbins,marty robbins,Marty Robbins,0Xi59sEw38vRvwleSAVqoo,classic country;outlaw country,spotify,artist,1970
marty wilde,marty wilde,marty wilde,marty wilde,Marty Wilde,49Jb7NSMLFMM3n8M7BNRxN,rock and roll,spotify,artist,1960
marv johnson,marv johnson,marv johnson,marv johnson,Marv Johnson,3HHTOYcI5KryQckJIioqPg,doo-wop;northern soul,spotify,artist,1961
marva whitney,marva whitney,marva whitney,marva whitney,Marva Whitney,691nF1fI0SKCfsIypzFr7h,funk,spotify,artist,1969
marvin gaye,marvin gaye,marvin gaye,marvin gaye,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,motown;classic soul;soul;northern soul;quiet storm,spotify,artist,1983
marvin gaye & kim weston,marvin gaye & kim weston,marvin gaye,marvin gaye,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,motown;classic soul;soul;northern soul;quiet storm,spotify,l2,1967
marvin gaye & mary wells,marvin gaye & mary wells,marvin gaye,marvin gaye,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,motown;classic soul;soul;northern soul;quiet storm,spotify,l2,1964
marvin gaye & tammi terrell,marvin gaye & tammi terrell,marvin gaye,marvin gaye,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,motown;classic soul;soul;northern soul;quiet storm,spotify,l2,1970
"marvin hamlisch/""the sting""",marvin hamlisch,marvin hamlisch,marvin hamlisch,Marvin Hamlisch,1VN38ZSdtQnHLa8PfTTKZD,ragtime,spotify,l1,1974
marvin rainwater,marvin rainwater,marvin rainwater,marvin rainwater,Marvin Rainwater,0io243tshqbvutIxj44rMy,rockabilly,spotify,artist,1959
marvin sapp,marvin sapp,marvin sapp,marvin sapp,Marvin Sapp,5r0KYGxdIZEHZ6z6XbkVbo,gospel;worship,spotify,artist,2008
mary ann fisher,mary ann fisher,mary ann fisher,mary ann fisher,Mary Ann Fisher,7I7qDtr92tuTHyco6x3iTW,rockabilly;northern soul,spotify,artist,1961
mary chapin carpenter,mary chapin carpenter,mary chapin carpenter,mary chapin carpenter,Mary Chapin Carpenter,0qAmeOULjwn04k6jMMeDyr,classic country,spotify,artist,1999
mary hopkin,mary hopkin,mary hopkin,mary hopkin,Mary Hopkin,5pBljwfwnohfSNDXixEYHm,baroque pop,spotify,artist,1972
mary j. blige,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,artist,2022
mary j. blige & andrea bocelli,mary j. blige & andrea bocelli,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l2,2010
mary j. blige and u2,mary j. blige and u2,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l2,2006
mary j. blige featuring brook-lyn,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l1,2006
mary j. blige featuring drake,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l1,2012
mary j. blige featuring eve,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l1,2004
mary j. blige featuring ja rule,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l1,2002
mary j. blige featuring method man,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l1,2003
mary j. blige featuring the game & 50 cent,mary j. blige,mary j. blige,mary j blige,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,r&b,spotify,l1,2005
mary jane girls,mary jane girls,mary jane girls,mary jane girls,Mary Jane Girls,7vRMMs8yrKf4PKUpUllMkr,post-disco;funk,spotify,artist,1986
mary kay place as loretta haggers,mary kay place as loretta haggers,mary kay place as loretta haggers,mary kay place as loretta haggers,,,,none,,1977
mary lambert,mary lambert,mary lambert,mary lambert,Mary Lambert,5Z2NUZiY3FA00HKu5WTMhA,,none,artist,2014
mary macgregor,mary macgregor,mary macgregor,mary macgregor,Mary MacGregor,6GlDsAkQHOmNgtUZdJ4Amq,,none,artist,1980
mary mary,mary mary,mary mary,mary mary,Mary Mary,12Kgt2eahvxNWhD5PnSUde,gospel;gospel r&b,spotify,artist,2011
"mary mary featuring kierra ""kiki"" sheard",mary mary,mary mary,mary mary,Mary Mary,12Kgt2eahvxNWhD5PnSUde,gospel;gospel r&b,spotify,l1,2009
mary travers,mary travers,mary travers,mary travers,Mary Travers,6SAXDxx8QdYRBMSpm25nRT,folk,spotify,artist,1971
mary wells,mary wells,mary wells,mary wells,Mary Wells,1cjZk1xXn3YCToNg3uJpA7,motown;northern soul;classic soul;doo-wop,spotify,artist,1968
mase,mase,mase,mase,Mase,1wiBLzTI7z9RUwEpNPdFT6,,none,artist,2004
mase featuring p. diddy,mase,mase,mase,Mase,1wiBLzTI7z9RUwEpNPdFT6,,none,l1,2004
mase featuring puff daddy,mase,mase,mase,Mase,1wiBLzTI7z9RUwEpNPdFT6,,none,l1,1998
mase featuring total,mase,mase,mase,Mase,1wiBLzTI7z9RUwEpNPdFT6,,none,l1,1998
mashmakhan,mashmakhan,mashmakhan,mashmakhan,Mashmakhan,1tZy7W2uz3JsklzkYv6eLt,,none,artist,1970
masked wolf,masked wolf,masked wolf,masked wolf,Masked Wolf,1uU7g3DNSbsu0QjSEqZtEd,,none,artist,2021
mason ramsey,mason ramsey,mason ramsey,mason ramsey,Mason Ramsey,6xvpfMjWTougrRRtK7iikz,country,spotify,artist,2018
mason williams,mason williams,mason williams,mason williams,Mason Williams,1XgVoPT2Va5L64LFzskVBW,,none,artist,1969
mass production,mass production,mass production,mass production,Mass Production,685h7AcTvM1RvCWdi8SuhR,,none,artist,1979
masta ace incorporated,masta ace incorporated,masta ace incorporated,masta ace incorporated,Masta Ace Incorporated,2tcM9c26zzqpFdijVdVwuB,east coast hip hop;old school hip hop,spotify,artist,1995
master p,master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,artist,2000
"master p feat. fiend, silkk the shocker, mia x & mystikal",master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,1998
master p featuring d.i.g.,master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,1999
master p featuring pimp c and the shocker,master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,1998
"master p featuring silkk the shocker, sons of funk and mo b. dick",master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,1998
master p featuring sons of funk,master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,1998
"master p featuring steady mobb'n, mia x, mo b. dick & o'dell",master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,1997
master p featuring weebie,master p,master p,master p,Master P,7zICaxnDB9ZprDSiFpvbbW,southern hip hop;gangster rap;old school hip hop;new orleans bounce,spotify,l1,2002
mat kearney,mat kearney,mat kearney,mat kearney,Mat Kearney,2NQEwAVHBNcI0tGMLlWwF1,,none,artist,2011
matchbox twenty,matchbox twenty,matchbox twenty,matchbox twenty,Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,post-grunge,spotify,artist,2012
matisyahu,matisyahu,matisyahu,matisyahu,Matisyahu,5eyMzR1hYiEZtN2c9ly2kw,reggae;reggae rock,spotify,artist,2010
matt and kim,matt and kim,matt,matt,Matt and Kim,4MSMDY0ClgWqXApU53I1L1,,none,artist,2009
matt lucas,matt lucas,matt lucas,matt lucas,Matt Lucas,2OWc7A7vZlgX6Y46yFeNb4,,none,artist,1963
matt mcandrew,matt mcandrew,matt mcandrew,matt mcandrew,Matt McAndrew,4ZgqduOBdbifKWJp8KbiF3,,none,artist,2015
matt mcandrew & adam levine,matt mcandrew & adam levine,matt mcandrew,matt mcandrew,Matt McAndrew,4ZgqduOBdbifKWJp8KbiF3,,none,l2,2015
matt monro,matt monro,matt monro,matt monro,Matt Monro,06kr5yNAM2rOf4DXemM8fl,easy listening;adult standards,spotify,artist,1965
matt nathanson,matt nathanson,matt nathanson,matt nathanson,Matt Nathanson,4NGiEU3Pkd8ASRyQR30jcA,,none,artist,2011
matt nathanson featuring sugarland,matt nathanson,matt nathanson,matt nathanson,Matt Nathanson,4NGiEU3Pkd8ASRyQR30jcA,,none,l1,2011
matt stell,matt stell,matt stell,matt stell,Matt Stell,7EekKnlf2HwNaLLpL9Cpgy,country;pop country,spotify,artist,2021
matthew schuler,matthew schuler,matthew schuler,matthew schuler,Matthew Schuler,6FSZmn4oKr0o1UpTZ8vXMq,,none,artist,2013
matthew sweet,matthew sweet,matthew sweet,matthew sweet,Matthew Sweet,2idymNTKUdnTxforkb12Mw,power pop;jangle pop,spotify,artist,1995
matthew wilder,matthew wilder,matthew wilder,matthew wilder,Matthew Wilder,3bmFPbLMiLxtR9tFrTcKcP,,none,artist,1984
matthews' southern comfort,matthews' southern comfort,matthews' southern comfort,matthews southern comfort,Matthews' Southern Comfort,7aLNBjOlzOCyuFmytbbeYM,folk rock,spotify,artist,1971
maureen gray,maureen gray,maureen gray,maureen gray,Maureen Gray,2gwTCPlgFBChLHJ1B5g79N,philly soul;doo-wop;northern soul,spotify,artist,1962
maureen mcgovern,maureen mcgovern,maureen mcgovern,maureen mcgovern,Maureen McGovern,3bnf5pPVQFWv762IiavilV,,none,artist,1979
maureen steele,maureen steele,maureen steele,maureen steele,Maureen Steele,4JQ8xWhz5CBAeH8XyTtqRJ,aor,spotify,artist,1985
maurice white,maurice white,maurice white,maurice white,Maurice White,6T46cZo3M8wXq5eOoXbZBx,aor,spotify,artist,1986
maurice williams & the zodiacs,maurice williams & the zodiacs,maurice williams,maurice williams,Maurice Williams & The Zodiacs,43BgumF6B7s0W2mhVkmVO4,northern soul;doo-wop,spotify,artist,1961
mavis staples,mavis staples,mavis staples,mavis staples,Mavis Staples,0cTSCsVx04SSht9V6cpKN0,soul,spotify,artist,1970
max frost and the troopers,max frost and the troopers,max frost,max frost,Max Frost,7r8xR0LmnaAM623MmRDn1V,,none,l2,1968
max mcnown,max mcnown,max mcnown,max mcnown,Max McNown,340PS4ZcZ4UCBgyrXzEjcp,,none,artist,2025
max werner,max werner,max werner,max werner,Max Werner,4t5cs9OzeIaboVkXB3QDIY,,none,artist,1981
max-a-million,max-a-million,max-a-million,maxamillion,Max-A-Million,5qNb3HpJSZLSU4PgWPAKRc,,none,artist,1996
maxi priest,maxi priest,maxi priest,maxi priest,Maxi Priest,3aTuTR5Nf6pVW3837q2ZL7,lovers rock;reggae,spotify,artist,1992
maxi priest featuring shaggy,maxi priest,maxi priest,maxi priest,Maxi Priest,3aTuTR5Nf6pVW3837q2ZL7,lovers rock;reggae,spotify,l1,1996
